Name,Desc,Runs,Balls,Minutes,Fours,Sixes,Strike_Rate,Batting_Position,Match_Id
Upul Tharanga,c †Mushfiqur Rahim b Rubel Hossain,14,15,17,3,0,93.33,1,434258
Tillakaratne Dilshan,c Naeem Islam b Mahmudullah,104,122,183,12,0,85.25,2,434258
Kumar Sangakkara,c †Mushfiqur Rahim b Shafiul Islam,74,73,105,10,0,101.37,3,434258
Thilan Samaraweera,not out,41,54,66,5,0,75.93,4,434258
Chamara Silva,not out,4,7,11,0,0,57.14,5,434258
Upul Tharanga,c & b Harbhajan Singh,30,48,78,4,0,62.5,1,434259
Lahiru Thirimanne,c Gambhir b Sreesanth,22,24,38,4,0,91.67,2,434259
Kumar Sangakkara,c Raina b Harbhajan Singh,60,80,127,4,0,75,3,434259
Thilan Samaraweera,not out,105,106,146,11,0,99.06,4,434259
Thilina Kandamby,c Sreesanth b Harbhajan Singh,8,11,16,1,0,72.73,5,434259
Suraj Randiv,run out (†Dhoni/Nehra),4,9,12,0,0,44.44,6,434259
Thisara Perera,not out,36,15,18,6,1,240,7,434259
Upul Tharanga,not out,118,126,179,18,0,93.65,1,434261
Mahela Jayawardene,c †Mushfiqur Rahim b Naeem Islam,108,117,159,13,0,92.31,2,434261
Kumar Sangakkara,not out,17,14,19,2,0,121.43,3,434261
Upul Tharanga,c Karthik b Tyagi,0,4,3,0,0,0,1,434262
Tillakaratne Dilshan,c Gambhir b Khan,33,17,26,8,0,194.12,2,434262
Kumar Sangakkara,c Raina b Yuvraj Singh,68,78,127,9,0,87.18,3,434262
Mahela Jayawardene,c Kohli b Khan,5,13,16,1,0,38.46,4,434262
Thilan Samaraweera,lbw b Sreesanth,0,6,6,0,0,0,5,434262
Thilina Kandamby,run out (Khan/Karthik),1,11,16,0,0,9.09,6,434262
Thisara Perera,c Yuvraj Singh b Mishra,11,17,22,2,0,64.71,7,434262
Suraj Randiv,b Mishra,56,76,103,5,0,73.68,8,434262
Thilan Thushara,c Yuvraj Singh b Khan,28,44,56,3,0,63.64,9,434262
Chanaka Welegedara,st †Dhoni b Mishra,1,4,9,0,0,25,10,434262
Suranga Lakmal,not out,0,8,8,0,0,0,11,434262
Upul Tharanga,c Kohli b Nehra,0,3,2,0,0,0,1,434264
Tillakaratne Dilshan,c †Dhoni b Yuvraj Singh,49,54,82,8,0,90.74,2,434264
Kumar Sangakkara,c Sehwag b Harbhajan Singh,55,51,91,8,0,107.84,3,434264
Mahela Jayawardene,not out,71,81,136,5,0,87.65,4,434264
Thilan Samaraweera,b Jadeja,27,41,55,2,0,65.85,5,434264
Thilina Kandamby,lbw b Harbhajan Singh,18,26,23,0,0,69.23,6,434264
Suraj Randiv,run out (Jadeja),17,30,34,1,0,56.67,7,434264
Thisara Perera,not out,6,6,10,1,0,100,8,434264
Upul Tharanga,run out (Kohli/†Karthik),1,2,8,0,0,50,1,452147
Tillakaratne Dilshan,run out (Sharma/Mishra),61,84,94,4,1,72.62,2,452147
Thilan Samaraweera,st †Karthik b Ojha,19,24,36,2,0,79.17,3,452147
Angelo Mathews,b Yadav,75,95,152,2,2,78.95,4,452147
Chamara Kapugedera,c Vijay b Jadeja,20,48,54,0,0,41.67,5,452147
Chamara Silva,lbw b Jadeja,5,5,6,1,0,100,6,452147
Thisara Perera,c Raina b Ojha,32,23,29,2,1,139.13,7,452147
Nuwan Kulasekara,b Dinda,19,14,21,1,1,135.71,8,452147
Suraj Randiv,run out (Dinda),1,2,6,0,0,50,9,452147
Dilhara Fernando,not out,0,0,2,0,0,0,10,452147
Ajantha Mendis,b Dinda,2,2,1,0,0,100,11,452147
Upul Tharanga,run out (†Taylor/Utseya),40,37,42,6,0,108.11,1,452148
Tillakaratne Dilshan,not out,60,45,64,7,1,133.33,2,452148
Dinesh Chandimal,not out,10,10,21,2,0,100,3,452148
Upul Tharanga,c Kohli b Ashwin,27,38,59,4,1,71.05,1,452150
Tillakaratne Dilshan,c Pathan b Dinda,21,19,24,4,0,110.53,2,452150
Dinesh Chandimal,st †NV Ojha b Ashwin,111,118,130,6,5,94.07,3,452150
Chamara Kapugedera,c Pankaj Singh b PP Ojha,42,60,77,2,1,70,4,452150
Jeevan Mendis,not out,35,35,86,4,0,100,5,452150
Thilan Samaraweera,not out,28,21,38,3,0,133.33,6,452150
Upul Tharanga,c Coventry b Cremer,69,97,138,5,0,71.13,1,452151
Tillakaratne Dilshan,st †Taibu b Utseya,78,66,84,9,2,118.18,2,452151
Dinesh Chandimal,c Masakadza b Utseya,6,13,11,0,0,46.15,3,452151
Chamara Kapugedera,c & b Masakadza,12,16,16,0,0,75,4,452151
Thilan Samaraweera,run out (Chigumbura/†Taibu),16,31,46,1,0,51.61,5,452151
Jeevan Mendis,c Taylor b Cremer,7,8,10,1,0,87.5,6,452151
Lahiru Thirimanne,c Taylor b Mpofu,15,21,32,0,0,71.43,7,452151
Thisara Perera,b Mpofu,8,16,18,0,0,50,8,452151
Suraj Randiv,not out,9,9,20,1,0,100,9,452151
Thilan Thushara,c Taylor b Price,7,8,14,0,1,87.5,10,452151
Dilhara Fernando,run out (†Taibu),0,2,2,0,0,0,11,452151
Upul Tharanga,run out (Cremer/†Taibu),72,79,110,8,1,91.14,1,452152
Tillakaratne Dilshan,not out,108,102,141,14,0,105.88,2,452152
Dinesh Chandimal,not out,16,27,30,1,0,59.26,3,452152
Upul Tharanga,c Salman Butt b Shoaib Akhtar,11,16,32,2,0,68.75,1,455231
Tillakaratne Dilshan,c Umar Amin b Mohammad Asif,18,25,42,3,0,72,2,455231
Kumar Sangakkara,c Umar Akmal b Shahid Afridi,42,63,85,4,0,66.67,3,455231
Mahela Jayawardene,lbw b Shoaib Malik,54,64,101,3,0,84.38,4,455231
Thilan Samaraweera,c Umar Akmal b Abdul Razzaq,17,22,29,0,0,77.27,5,455231
Angelo Mathews,not out,55,61,83,4,0,90.16,6,455231
Chamara Kapugedera,c Umar Akmal b Shoaib Akhtar,2,6,12,0,0,33.33,7,455231
Farveez Maharoof,c †Kamran Akmal b Shoaib Akhtar,1,3,6,0,0,33.33,8,455231
Nuwan Kulasekara,b Mohammad Amir,14,27,37,0,0,51.85,9,455231
Lasith Malinga,b Mohammad Amir,16,12,19,1,1,133.33,10,455231
Muttiah Muralitharan,not out,1,1,1,0,0,100,11,455231
Upul Tharanga,c †Mushfiqur Rahim b Mahmudullah,54,73,110,5,1,73.97,1,455233
Tillakaratne Dilshan,c & b Shakib Al Hasan,71,51,63,11,1,139.22,2,455233
Kumar Sangakkara,c Shakib Al Hasan b Shafiul Islam,52,69,99,4,0,75.36,3,455233
Mahela Jayawardene,c Shakib Al Hasan b Shafiul Islam,43,35,46,6,0,122.86,4,455233
Angelo Mathews,not out,42,41,53,1,1,102.44,5,455233
Chamara Kapugedera,not out,37,30,44,1,2,123.33,6,455233
Upul Tharanga,c †Dhoni b Khan,38,46,57,6,0,82.61,1,455236
Tillakaratne Dilshan,c Jadeja b Khan,24,16,21,4,1,150,2,455236
Kumar Sangakkara,c Khan b Kumar,73,82,102,10,0,89.02,3,455236
Mahela Jayawardene,not out,53,67,82,5,1,79.1,4,455236
Thilina Kandamby,not out,7,14,16,0,0,50,5,455236
Upul Tharanga,b Khan,16,30,34,1,0,53.33,1,455237
Tillakaratne Dilshan,c Harbhajan Singh b Kumar,0,2,3,0,0,0,2,455237
Kumar Sangakkara,c Khan b Nehra,17,38,71,2,0,44.74,3,455237
Mahela Jayawardene,c †Dhoni b Nehra,11,19,25,1,0,57.89,4,455237
Angelo Mathews,c †Dhoni b Nehra,0,2,3,0,0,0,5,455237
Thilina Kandamby,run out (Kohli/Jadeja),31,45,63,2,0,68.89,6,455237
Chamara Kapugedera,not out,55,88,115,4,1,62.5,7,455237
Farveez Maharoof,c †Dhoni b Khan,10,14,20,1,0,71.43,8,455237
Nuwan Kulasekara,st †Dhoni b Jadeja,20,16,24,4,0,125,9,455237
Lasith Malinga,c Jadeja b Nehra,7,11,10,1,0,63.64,10,455237
Muttiah Muralitharan,c †Dhoni b Jadeja,2,5,5,0,0,40,11,455237
Upul Tharanga,c Watling b Mills,70,109,162,9,0,64.22,1,456664
Tillakaratne Dilshan,c & b Mills,5,9,11,1,0,55.56,2,456664
Kumar Sangakkara,c Guptill b Styris,48,62,82,5,0,77.42,3,456664
Mahela Jayawardene,c Taylor b McCullum,5,11,23,0,0,45.45,4,456664
Thilan Samaraweera,not out,36,38,76,4,0,94.74,5,456664
Angelo Mathews,c Taylor b Mills,0,1,6,0,0,0,6,456664
Nuwan Kulasekara,c †Hopkins b Southee,7,3,7,0,1,233.33,7,456664
Rangana Herath,c Taylor b Mills,2,3,5,0,0,66.67,8,456664
Chamara Kapugedera,not out,9,9,12,1,0,100,9,456664
Upul Tharanga,b Kumar,0,1,1,0,0,0,1,456663
Tillakaratne Dilshan,c RG Sharma b Ojha,45,62,105,5,0,72.58,2,456663
Kumar Sangakkara,c Ojha b Nehra,2,12,16,0,0,16.67,3,456663
Mahela Jayawardene,lbw b Kumar,4,11,13,0,0,36.36,4,456663
Thilan Samaraweera,c Jadeja b I Sharma,7,23,30,1,0,30.43,5,456663
Angelo Mathews,lbw b Jadeja,15,26,44,2,0,57.69,6,456663
Chamara Kapugedera,b Jadeja,10,28,29,0,0,35.71,7,456663
Suraj Randiv,c Raina b Ojha,43,61,89,4,0,70.49,8,456663
Nuwan Kulasekara,c †Dhoni b I Sharma,22,30,33,3,0,73.33,9,456663
Lasith Malinga,st †Dhoni b Ojha,5,12,16,1,0,41.67,10,456663
Dilhara Fernando,not out,6,11,12,0,0,54.55,11,456663
Upul Tharanga,c Mills b Tuffey,12,23,45,2,0,52.17,1,473315
Tillakaratne Dilshan,b Styris,44,52,68,8,0,84.62,2,473315
Kumar Sangakkara,c McCullum b Styris,40,59,79,4,0,67.8,3,473315
Mahela Jayawardene,not out,59,72,118,4,1,81.94,4,473315
Chamara Silva,not out,41,57,62,4,1,71.93,5,473315
Mahela Jayawardene,c Jadeja b I Sharma,33,35,-,6,0,94.29,1,456666
Tillakaratne Dilshan,c Nehra b I Sharma,35,23,-,8,0,152.17,2,456666
Upul Tharanga,not out,12,19,-,2,0,63.16,3,456666
Kumar Sangakkara,not out,13,15,-,2,0,86.67,4,456666
Mahela Jayawardene,c Karthik b I Sharma,39,67,97,5,0,58.21,1,456668
Tillakaratne Dilshan,c I Sharma b Kumar,110,115,182,12,1,95.65,2,456668
Upul Tharanga,c †Dhoni b Yuvraj Singh,6,9,16,1,0,66.67,3,456668
Kumar Sangakkara,c RG Sharma b Patel,71,62,96,7,1,114.52,4,456668
Chamara Kapugedera,c Karthik b Nehra,12,10,14,2,0,120,5,456668
Angelo Mathews,c RG Sharma b I Sharma,1,4,9,0,0,25,6,456668
Chamara Silva,not out,26,21,29,2,0,123.81,7,456668
Thisara Perera,c †Dhoni b Patel,6,8,21,0,0,75,8,456668
Suraj Randiv,run out (Patel),4,4,3,1,0,100,9,456668
Nuwan Kulasekara,not out,0,0,1,0,0,0,10,456668
Upul Tharanga,run out (Doherty),3,18,23,0,0,16.67,1,446957
Tillakaratne Dilshan,c Hussey b Siddle,7,6,14,1,0,116.67,2,446957
Kumar Sangakkara,b Doherty,49,46,69,6,0,106.52,3,446957
Mahela Jayawardene,lbw b Doherty,19,27,47,2,0,70.37,4,446957
Chamara Silva,c Watson b Doherty,4,8,10,0,0,50,5,446957
Angelo Mathews,not out,77,84,127,8,1,91.67,6,446957
Thisara Perera,b Johnson,0,4,6,0,0,0,7,446957
Suraj Randiv,run out (Hussey/sub [MA Starc]/Smith),10,21,19,0,0,47.62,8,446957
Nuwan Kulasekara,lbw b Doherty,0,2,3,0,0,0,9,446957
Lasith Malinga,run out (Smith),56,48,90,6,2,116.67,10,446957
Muttiah Muralitharan,not out,4,2,3,1,0,200,11,446957
Upul Tharanga,not out,86,112,181,6,0,76.79,1,446958
Tillakaratne Dilshan,lbw b Hauritz,47,57,81,5,0,82.46,2,446958
Mahela Jayawardene,lbw b Watson,5,15,17,0,0,33.33,3,446958
Kumar Sangakkara,c McKay b Watson,45,52,62,4,0,86.54,4,446958
Angelo Mathews,not out,17,11,18,2,0,154.55,5,446958
Upul Tharanga,lbw b Watson,28,53,64,3,0,52.83,1,446959
Tillakaratne Dilshan,c Hussey b McKay,1,4,11,0,0,25,2,446959
Kumar Sangakkara,c †Haddin b McKay,0,4,4,0,0,0,3,446959
Mahela Jayawardene,c White b McKay,0,3,6,0,0,0,4,446959
Chamara Silva,b Starc,33,72,105,2,0,45.83,5,446959
Angelo Mathews,b Starc,9,16,35,0,0,56.25,6,446959
Jeevan Mendis,c †Haddin b Starc,5,11,18,0,0,45.45,7,446959
Suraj Randiv,b McKay,7,9,23,1,0,77.78,8,446959
Thisara Perera,c Smith b McKay,3,7,6,0,0,42.86,9,446959
Lasith Malinga,c Ferguson b Starc,2,9,15,0,0,22.22,10,446959
Dilhara Fernando,not out,2,5,6,0,0,40,11,446959
Upul Tharanga,not out,101,143,167,7,0,70.63,1,464991
Tillakaratne Dilshan,c †Baugh b Rampaul,11,23,35,1,0,47.83,2,464991
Kumar Sangakkara,c Gayle b DJ Bravo,20,43,62,1,0,46.51,3,464991
Mahela Jayawardene,not out,48,46,68,5,0,104.35,4,464991
Upul Tharanga,b Benn,39,52,75,5,0,75,1,464992
Tillakaratne Dilshan,c †Baugh b DJ Bravo,30,28,34,2,1,107.14,2,464992
Kumar Sangakkara,b Benn,75,105,112,4,1,71.43,3,464992
Mahela Jayawardene,c Miller b Rampaul,44,51,59,2,0,86.27,4,464992
Chamara Kapugedera,b Benn,17,17,31,0,0,100,5,464992
Thilan Samaraweera,st †Baugh b Benn,4,7,9,0,0,57.14,6,464992
Thisara Perera,c †Baugh b DJ Bravo,6,8,17,0,0,75,7,464992
Angelo Mathews,not out,36,22,28,1,1,163.64,8,464992
Rangana Herath,run out (Miller),2,4,6,0,0,50,9,464992
Ajantha Mendis,run out (DJ Bravo),8,6,13,1,0,133.33,10,464992
Upul Tharanga,run out (Gunasekera/†Bagai),19,31,56,1,0,61.29,1,433560
Tillakaratne Dilshan,c Davison b Rizwan Cheema,50,59,86,8,0,84.75,2,433560
Kumar Sangakkara,c & b Davison,92,87,134,7,1,105.75,3,433560
Mahela Jayawardene,c Balaji Rao b Davison,100,81,115,9,1,123.46,4,433560
Thisara Perera,run out (Surkari/†Bagai),11,11,17,1,0,100,5,433560
Angelo Mathews,c & b Baidwan,21,16,25,3,0,131.25,6,433560
Chamara Kapugedera,c sub (NR Kumar) b Baidwan,2,3,5,0,0,66.67,7,433560
Thilan Samaraweera,not out,18,10,9,3,0,180,8,433560
Nuwan Kulasekara,not out,7,3,7,1,0,233.33,9,433560
Upul Tharanga,c Shahid Afridi b Mohammad Hafeez,33,43,64,6,0,76.74,1,433567
Tillakaratne Dilshan,b Shahid Afridi,41,55,81,5,0,74.55,2,433567
Kumar Sangakkara,c Ahmed Shehzad b Shahid Afridi,49,61,109,2,1,80.33,3,433567
Mahela Jayawardene,b Shoaib Akhtar,2,10,12,0,0,20,4,433567
Thilan Samaraweera,st †Kamran Akmal b Shahid Afridi,1,4,6,0,0,25,5,433567
Chamara Silva,st †Kamran Akmal b Abdur Rehman,57,78,115,5,0,73.08,6,433567
Angelo Mathews,c Ahmed Shehzad b Shahid Afridi,18,20,24,2,0,90,7,433567
Thisara Perera,b Shoaib Akhtar,8,6,14,1,0,133.33,8,433567
Nuwan Kulasekara,c Umar Akmal b Umar Gul,24,14,21,2,1,171.43,9,433567
Rangana Herath,not out,4,10,20,0,0,40,10,433567
Muttiah Muralitharan,not out,0,1,1,0,0,0,11,433567
Upul Tharanga,not out,67,59,92,12,0,113.56,1,433571
Tillakaratne Dilshan,c †Ouma b Otieno,44,30,41,8,0,146.67,2,433571
Kumar Sangakkara,not out,27,24,48,3,0,112.5,3,433571
Upul Tharanga,c Smith b Lee,6,18,32,0,0,33.33,1,433577
Tillakaratne Dilshan,c White b Tait,4,4,7,1,0,100,2,433577
Kumar Sangakkara,not out,73,102,147,7,0,71.57,3,433577
Mahela Jayawardene,run out (Smith),23,25,47,3,0,92,4,433577
Thilan Samaraweera,not out,34,48,74,2,0,70.83,5,433577
Upul Tharanga,c Chigumbura b Mpofu,133,141,182,17,0,94.33,1,433583
Tillakaratne Dilshan,c Panyangara b Utseya,144,131,186,16,1,109.92,2,433583
Thisara Perera,c Chigumbura b Price,3,5,5,0,0,60,3,433583
Mahela Jayawardene,c Chakabva b Mpofu,9,7,7,1,0,128.57,4,433583
Kumar Sangakkara,not out,11,7,7,1,0,157.14,5,433583
Angelo Mathews,c Chigumbura b Mpofu,0,1,1,0,0,0,6,433583
Chamara Silva,c Panyangara b Mpofu,4,2,2,1,0,200,7,433583
Thilan Samaraweera,not out,8,7,7,1,0,114.29,8,433583
Upul Tharanga,run out (Southee),3,7,13,0,0,42.86,1,433594
Tillakaratne Dilshan,c Oram b Southee,3,15,22,0,0,20,2,433594
Kumar Sangakkara,b NL McCullum,111,128,186,12,2,86.72,3,433594
Mahela Jayawardene,lbw b Southee,66,90,149,6,0,73.33,4,433594
Angelo Mathews,not out,41,35,67,4,0,117.14,5,433594
Thilan Samaraweera,c †BB McCullum b Styris,5,8,8,0,0,62.5,6,433594
Chamara Silva,c & b NL McCullum,3,5,5,0,0,60,7,433594
Nuwan Kulasekara,c Guptill b Southee,1,6,7,0,0,16.67,8,433594
Lasith Malinga,c †BB McCullum b Oram,6,4,4,0,1,150,9,433594
Muttiah Muralitharan,run out (Oram/Guptill/NL McCullum),7,3,7,0,1,233.33,10,433594
Ajantha Mendis,not out,0,2,2,0,0,0,11,433594
Upul Tharanga,not out,102,122,175,12,1,83.61,1,433603
Tillakaratne Dilshan,not out,108,115,175,10,2,93.91,2,433603
Upul Tharanga,c Ryder b Southee,30,31,29,4,1,96.77,1,433604
Tillakaratne Dilshan,c Ryder b Southee,73,93,142,10,1,78.49,2,433604
Kumar Sangakkara,c Styris b McKay,54,79,132,7,1,68.35,3,433604
Mahela Jayawardene,lbw b Vettori,1,3,3,0,0,33.33,4,433604
Thilan Samaraweera,not out,23,38,77,2,0,60.53,5,433604
Chamara Silva,b Southee,13,25,29,2,0,52,6,433604
Angelo Mathews,not out,14,18,31,1,1,77.78,7,433604
Upul Tharanga,c Sehwag b Khan,2,20,30,0,0,10,1,433606
Tillakaratne Dilshan,b Harbhajan Singh,33,49,87,3,0,67.35,2,433606
Kumar Sangakkara,c †Dhoni b Yuvraj Singh,48,67,102,5,0,71.64,3,433606
Mahela Jayawardene,not out,103,88,159,13,0,117.05,4,433606
Thilan Samaraweera,lbw b Yuvraj Singh,21,34,53,2,0,61.76,5,433606
Chamara Kapugedera,c Raina b Khan,1,5,6,0,0,20,6,433606
Nuwan Kulasekara,run out (†Dhoni),32,30,41,1,1,106.67,7,433606
Thisara Perera,not out,22,9,10,3,1,244.44,8,433606
Tillakaratne Dilshan,c Bresnan b Anderson,1,2,1,0,0,50,1,474467
Sanath Jayasuriya,c Morgan b Bresnan,2,4,7,0,0,50,2,474467
Mahela Jayawardene,lbw b Anderson,5,11,17,0,0,45.45,3,474467
Kumar Sangakkara,c & b Anderson,4,10,13,1,0,40,4,474467
Thilina Kandamby,c Broad b Dernbach,19,48,75,1,0,39.58,5,474467
Angelo Mathews,c Anderson b Dernbach,16,16,29,3,0,100,6,474467
Jeevan Mendis,c Anderson b Swann,9,15,18,0,0,60,7,474467
Nuwan Kulasekara,c Cook b Anderson,5,14,11,0,0,35.71,8,474467
Suraj Randiv,st †Kieswetter b Swann,24,27,36,3,0,88.89,9,474467
Lasith Malinga,c sub (RS Bopara) b Swann,26,15,23,4,1,173.33,10,474467
Suranga Lakmal,not out,0,0,3,0,0,0,11,474467
Mahela Jayawardene,st †Kieswetter b Swann,144,150,196,14,0,96,1,474468
Tillakaratne Dilshan,run out (Broad),9,9,17,2,0,100,2,474468
Dinesh Chandimal,run out (Anderson),5,7,18,0,0,71.43,3,474468
Kumar Sangakkara,st †Kieswetter b Swann,69,85,119,5,0,81.18,4,474468
Angelo Mathews,not out,46,30,58,7,0,153.33,5,474468
Nuwan Kulasekara,c Pietersen b Bresnan,13,15,14,1,0,86.67,6,474468
Jeevan Mendis,not out,7,4,4,0,1,175,7,474468
Mahela Jayawardene,c Morgan b Dernbach,79,77,106,9,0,102.6,1,474469
Tillakaratne Dilshan,b Bresnan,3,6,16,0,0,50,2,474469
Dinesh Chandimal,not out,105,126,196,11,2,83.33,3,474469
Kumar Sangakkara,c Morgan b Swann,25,47,58,2,0,53.19,4,474469
Thilina Kandamby,lbw b Swann,11,13,22,1,0,84.62,5,474469
Angelo Mathews,not out,1,21,23,0,0,4.76,6,474469
Mahela Jayawardene,c Trott b Bresnan,9,12,13,1,0,75,1,474470
Tillakaratne Dilshan,c †Kieswetter b Anderson,0,4,2,0,0,0,2,474470
Dinesh Chandimal,lbw b Anderson,0,5,15,0,0,0,3,474470
Kumar Sangakkara,c Morgan b Dernbach,75,107,173,7,0,70.09,4,474470
Thilina Kandamby,c Swann b Anderson,6,15,14,1,0,40,5,474470
Suraj Randiv,c †Kieswetter b Broad,18,27,29,4,0,66.67,6,474470
Angelo Mathews,c & b Bresnan,39,49,60,1,2,79.59,7,474470
Jeevan Mendis,c †Kieswetter b Broad,11,29,31,1,0,37.93,8,474470
Nuwan Kulasekara,lbw b Dernbach,5,7,7,1,0,71.43,9,474470
Lasith Malinga,b Dernbach,0,4,3,0,0,0,10,474470
Suranga Lakmal,not out,1,3,8,0,0,33.33,11,474470
Dimuth Karunaratne,c Trott b Bresnan,4,7,6,1,0,57.14,1,474471
Tillakaratne Dilshan,c Dernbach b Bresnan,4,6,13,0,0,66.67,2,474471
Kumar Sangakkara,b Bresnan,48,75,110,3,0,64,3,474471
Mahela Jayawardene,c Cook b Anderson,9,15,20,0,0,60,4,474471
Dinesh Chandimal,st †Kieswetter b Swann,54,64,65,5,2,84.38,5,474471
Angelo Mathews,c Bresnan b Dernbach,62,64,102,6,0,96.88,6,474471
Jeevan Mendis,c Pietersen b Patel,48,53,72,4,0,90.57,7,474471
Nuwan Kulasekara,c Morgan b Anderson,4,4,8,0,0,100,8,474471
Suraj Randiv,run out (Swann/Anderson/†Kieswetter),0,0,2,0,0,0,9,474471
Lasith Malinga,b Dernbach,6,2,6,0,1,300,10,474471
Dhammika Prasad,not out,0,0,2,0,0,0,11,474471
Mahela Jayawardene,c Coetzer b Haq,64,64,79,7,1,100,1,506208
Dimuth Karunaratne,c MacLeod b Haq,60,82,110,3,0,73.17,2,506208
Tillakaratne Dilshan,c †Maiden b Davey,6,9,15,0,0,66.67,3,506208
Thilina Kandamby,c Sharif b Mommsen,20,30,36,1,0,66.67,4,506208
Dinesh Chandimal,c & b Mommsen,24,30,37,2,0,80,5,506208
Angelo Mathews,c MacLeod b Drummond,23,27,39,1,0,85.19,6,506208
Jeevan Mendis,not out,34,26,58,3,1,130.77,7,506208
Thisara Perera,c MacLeod b Goudie,9,17,15,0,0,52.94,8,506208
Lasith Malinga,not out,32,15,18,2,2,213.33,9,506208
Upul Tharanga,b Doherty,34,28,42,7,0,121.43,1,516206
Tillakaratne Dilshan,c Bollinger b DJ Hussey,29,41,55,4,0,70.73,2,516206
Kumar Sangakkara,c Smith b Johnson,16,19,36,3,0,84.21,3,516206
Mahela Jayawardene,c †Haddin b Johnson,3,8,10,0,0,37.5,4,516206
Dinesh Chandimal,c Clarke b Bollinger,12,13,21,1,0,92.31,5,516206
Angelo Mathews,c Watson b Johnson,15,18,31,3,0,83.33,6,516206
Jeevan Mendis,b Johnson,2,6,8,0,0,33.33,7,516206
Suraj Randiv,c Doherty b Johnson,41,50,64,4,1,82,8,516206
Nuwan Kulasekara,c MEK Hussey b Lee,34,57,79,2,2,59.65,9,516206
Ajantha Mendis,b Johnson,0,5,4,0,0,0,10,516206
Suranga Lakmal,not out,0,2,10,0,0,0,11,516206
Upul Tharanga,c †Haddin b Johnson,13,30,49,2,0,43.33,1,516207
Tillakaratne Dilshan,b Lee,24,23,35,4,0,104.35,2,516207
Kumar Sangakkara,c Johnson b DJ Hussey,52,85,121,1,1,61.18,3,516207
Mahela Jayawardene,c MEK Hussey b Doherty,17,30,41,1,0,56.67,4,516207
Dinesh Chandimal,c †Haddin b Bollinger,1,4,4,0,0,25,5,516207
Angelo Mathews,c MEK Hussey b Bollinger,35,62,87,1,0,56.45,6,516207
Jeevan Mendis,c Bollinger b Lee,5,9,15,0,0,55.56,7,516207
Nuwan Kulasekara,c Clarke b Watson,34,31,47,3,1,109.68,8,516207
Lasith Malinga,c Ponting b Bollinger,0,2,9,0,0,0,9,516207
Rangana Herath,lbw b Johnson,9,13,17,0,0,69.23,10,516207
Ajantha Mendis,not out,7,9,11,1,0,77.78,11,516207
Upul Tharanga,c †Haddin b Bollinger,111,139,182,12,0,79.86,1,516208
Tillakaratne Dilshan,c MEK Hussey b Bollinger,55,59,104,4,0,93.22,2,516208
Kumar Sangakkara,lbw b Bollinger,49,37,62,3,2,132.43,3,516208
Dinesh Chandimal,c Clarke b Bollinger,4,2,2,1,0,200,4,516208
Mahela Jayawardene,c MEK Hussey b Watson,36,33,67,3,1,109.09,5,516208
Chamara Silva,c Smith b Lee,9,17,23,1,0,52.94,6,516208
Jeevan Mendis,lbw b Johnson,1,3,5,0,0,33.33,7,516208
Nuwan Kulasekara,c MEK Hussey b Johnson,4,6,10,0,0,66.67,8,516208
Shaminda Eranga,b Watson,2,3,8,0,0,66.67,9,516208
Lasith Malinga,not out,1,1,3,0,0,100,10,516208
Upul Tharanga,b Lee,8,22,33,1,0,36.36,1,516209
Tillakaratne Dilshan,c †Haddin b Bollinger,12,15,28,2,0,80,2,516209
Kumar Sangakkara,c Lee b Doherty,31,56,92,1,0,55.36,3,516209
Mahela Jayawardene,c & b Lee,53,102,149,4,0,51.96,4,516209
Chamara Silva,lbw b Doherty,0,2,2,0,0,0,5,516209
Angelo Mathews,st †Haddin b Doherty,6,6,8,0,0,100,6,516209
Nuwan Kulasekara,lbw b Watson,7,19,19,1,0,36.84,7,516209
Shaminda Eranga,c Bollinger b Lee,1,6,15,0,0,16.67,8,516209
Seekkuge Prasanna,lbw b Doherty,0,2,7,0,0,0,9,516209
Lasith Malinga,b Lee,0,2,7,0,0,0,10,516209
Ajantha Mendis,not out,0,0,1,0,0,0,11,516209
Upul Tharanga,c †Haddin b Johnson,0,4,3,0,0,0,1,516210
Tillakaratne Dilshan,b Pattinson,17,16,28,3,0,106.25,2,516210
Kumar Sangakkara,c †Haddin b Pattinson,7,7,6,1,0,100,3,516210
Mahela Jayawardene,c DJ Hussey b Doherty,71,119,174,6,0,59.66,4,516210
Chamara Silva,c Hastings b Doherty,63,71,94,8,1,88.73,5,516210
Angelo Mathews,c Doherty b Watson,26,49,77,2,0,53.06,6,516210
Jeevan Mendis,not out,7,14,21,1,0,50,7,516210
Shaminda Eranga,not out,0,2,5,0,0,0,8,516210
Upul Tharanga,c Aizaz Cheema b Mohammad Hafeez,25,56,85,2,0,44.64,1,530427
Tillakaratne Dilshan,b Aizaz Cheema,4,8,9,1,0,50,2,530427
Kumar Sangakkara,c †Sarfraz Ahmed b Abdul Razzaq,5,24,44,1,0,20.83,3,530427
Dinesh Chandimal,lbw b Shahid Afridi,28,31,36,1,2,90.32,4,530427
Mahela Jayawardene,c Abdul Razzaq b Saeed Ajmal,24,57,67,0,0,42.11,5,530427
Angelo Mathews,run out (Abdul Razzaq/†Sarfraz Ahmed),10,31,31,0,0,32.26,6,530427
Kosala Kulasekara,c Umar Gul b Mohammad Hafeez,0,6,7,0,0,0,7,530427
Seekkuge Prasanna,st †Sarfraz Ahmed b Shahid Afridi,5,14,19,0,0,35.71,8,530427
