Name,Desc,Runs,Balls,Minutes,Fours,Sixes,Strike_Rate,Batting_Position,Match_Id
Ajantha Mendis,c †Ronchi b McClenaghan,4,8,14,0,0,50,9,914207
Dushmantha Chameera,not out,13,29,34,1,0,44.83,10,914207
Suranga Lakmal,c Latham b Bracewell,8,9,24,0,0,88.89,11,914207
Danushka Gunathilaka,c Santner b Henry,17,25,34,3,0,68,1,914209
Tillakaratne Dilshan,c Taylor b Henry,7,11,16,1,0,63.64,2,914209
Lahiru Thirimanne,c Henry b McClenaghan,1,5,12,0,0,20,3,914209
Dinesh Chandimal,lbw b Bracewell,9,24,35,0,0,37.5,4,914209
Angelo Mathews,c †Ronchi b McClenaghan,17,22,39,2,0,77.27,5,914209
Milinda Siriwardana,c Nicholls b McClenaghan,12,14,24,2,0,85.71,6,914209
Chamara Kapugedera,run out (Guptill/Nicholls/sub [GH Worker]),12,10,20,2,0,120,7,914209
Nuwan Kulasekara,c Latham b Henry,19,24,42,3,0,79.17,8,914209
Sachithra Senanayake,b Henry,0,4,2,0,0,0,9,914209
Dushmantha Chameera,c †Ronchi b Sodhi,9,12,17,1,0,75,10,914209
Jeffrey Vandersay,not out,7,16,16,0,0,43.75,11,914209
Danushka Gunathilaka,c Taylor b McClenaghan,65,45,60,7,4,144.44,1,914211
Tillakaratne Dilshan,run out (Taylor),91,92,153,9,0,98.91,2,914211
Lahiru Thirimanne,not out,87,103,137,6,1,84.47,3,914211
Dinesh Chandimal,not out,27,39,44,1,0,69.23,4,914211
Danushka Gunathilaka,c Sodhi b Henry,15,36,38,2,0,41.67,1,914215
Tillakaratne Dilshan,c †Ronchi b Boult,5,4,9,1,0,125,2,914215
Lahiru Thirimanne,b Henry,2,3,4,0,0,66.67,3,914215
Dinesh Chandimal,c Williamson b Boult,50,65,101,4,1,76.92,4,914215
Angelo Mathews,c Nicholls b Henry,95,116,156,6,0,81.9,5,914215
Thisara Perera,c Taylor b Milne,15,13,22,0,1,115.38,6,914215
Milinda Siriwardana,c Nicholls b Santner,39,22,33,3,2,177.27,7,914215
Chamara Kapugedera,c Milne b Henry,10,8,10,0,1,125,8,914215
Nuwan Kulasekara,c Santner b Boult,15,14,20,1,1,107.14,9,914215
Dushmantha Chameera,b Henry,0,1,2,0,0,0,10,914215
Nuwan Pradeep,not out,0,1,6,0,0,0,11,914215
Kusal Perera,c & b McCarthy,32,38,-,4,0,84.21,1,913619
Danushka Gunathilaka,c Stirling b McCarthy,9,11,-,1,0,81.82,2,913619
Kusal Mendis,c & b O'Brien,51,59,-,8,0,86.44,3,913619
Dinesh Chandimal,not out,100,107,-,6,0,93.46,4,913619
Angelo Mathews,b Sorensen,49,53,-,4,2,92.45,5,913619
Dasun Shanaka,b Rankin,42,19,-,5,3,221.05,6,913619
Seekkuge Prasanna,c Anderson b Rankin,0,4,-,0,0,0,7,913619
Upul Tharanga,c Anderson b Murtagh,7,6,-,1,0,116.67,8,913619
Dhananjaya de Silva,not out,3,3,-,0,0,100,9,913619
Kusal Perera,c Stirling b Murtagh,135,128,-,16,2,105.47,1,913621
Danushka Gunathilaka,run out (McBrine),63,78,-,6,1,80.77,2,913621
Seekkuge Prasanna,b Murtagh,95,46,-,5,9,206.52,3,913621
Dasun Shanaka,c Murtagh b McBrine,1,2,-,0,0,50,4,913621
Farveez Maharoof,c McBrine b McCarthy,29,16,-,3,1,181.25,5,913621
Angelo Mathews,c †Wilson b Rankin,24,18,-,1,1,133.33,6,913621
Dinesh Chandimal,c †Wilson b McCarthy,3,4,-,0,0,75,7,913621
Kusal Mendis,c McCarthy b Murtagh,8,7,-,1,0,114.29,8,913621
Upul Tharanga,not out,1,1,-,0,0,100,9,913621
Shaminda Eranga,not out,0,1,-,0,0,0,10,913621
Kusal Perera,c Roy b Willey,24,23,33,4,0,104.35,1,913623
Danushka Gunathilaka,c Bairstow b Willey,9,10,16,1,0,90,2,913623
Kusal Mendis,c †Buttler b Woakes,17,14,25,2,1,121.43,3,913623
Dinesh Chandimal,c Woakes b Ali,37,56,65,3,0,66.07,4,913623
Angelo Mathews,c Woakes b Plunkett,73,109,145,5,0,66.97,5,913623
Seekkuge Prasanna,c & b Woakes,59,28,29,8,4,210.71,6,913623
Upul Tharanga,c †Buttler b Plunkett,3,4,7,0,0,75,7,913623
Dasun Shanaka,run out (Plunkett/Willey),20,19,23,1,1,105.26,8,913623
Farveez Maharoof,not out,31,30,41,1,1,103.33,9,913623
Suranga Lakmal,run out (Willey/Woakes),7,8,14,0,0,87.5,10,913623
Kusal Perera,run out (Roy),37,45,99,3,0,82.22,1,913625
Danushka Gunathilaka,c †Buttler b Plunkett,22,21,27,1,2,104.76,2,913625
Kusal Mendis,lbw b Plunkett,0,9,12,0,0,0,3,913625
Dinesh Chandimal,run out (Roy/†Buttler),52,86,115,3,0,60.47,4,913625
Angelo Mathews,c Plunkett b Rashid,44,54,54,3,0,81.48,5,913625
Seekkuge Prasanna,c Willey b Rashid,2,6,8,0,0,33.33,6,913625
Upul Tharanga,not out,53,49,67,5,1,108.16,7,913625
Farveez Maharoof,b Willey,2,3,4,0,0,66.67,8,913625
Suraj Randiv,not out,26,27,41,2,0,96.3,9,913625
Kusal Perera,c †Buttler b Plunkett,9,25,37,0,0,36,1,913627
Danushka Gunathilaka,b Willey,1,2,5,0,0,50,2,913627
Kusal Mendis,c Hales b Plunkett,53,66,83,5,1,80.3,3,913627
Dinesh Chandimal,c Jordan b Woakes,62,77,110,5,0,80.52,4,913627
Angelo Mathews,c †Buttler b Jordan,56,67,93,3,1,83.58,5,913627
Seekkuge Prasanna,c Bairstow b Plunkett,2,5,6,0,0,40,6,913627
Upul Tharanga,b Woakes,40,33,62,2,1,121.21,7,913627
Dasun Shanaka,run out (Root/†Buttler),2,8,9,0,0,25,8,913627
