,fielding_consistency
250,0.44940347027091715
251,0.6198977368443199
252,-0.07842620980560341
253,0.3922601547396514
254,0.5180973231968068
255,0.44940347027091715
256,-0.11394273629404202
257,0.5743442729942492
258,0.5158131631470193
259,0.12391262889048625
260,0.5743442729942492
261,-0.13137469095972043
262,0.5180973231968068
263,-0.07842620980560341
264,0.3922601547396514
265,-0.0659989638204414
266,0.5180973231968068
267,0.5743442729942492
268,0.3922601547396514
269,-0.07842620980560341
270,0.5158131631470193
271,0.4783112651867342
272,0.44940347027091715
273,0.5743442729942492
274,0.12391262889048625
275,-0.07842620980560341
276,-0.13137469095972043
277,-0.11394273629404202
278,0.4783112651867342
279,0.5743442729942492
280,0.4783112651867342
281,-0.07842620980560341
282,0.12391262889048625
283,-0.13137469095972043
284,0.5158131631470193
285,-0.07842620980560341
286,0.12391262889048625
287,0.3922601547396514
288,0.44940347027091715
289,0.3922601547396514
290,0.44940347027091715
291,-0.07842620980560341
292,-0.13137469095972043
293,0.44940347027091715
294,0.5040070828896825
295,0.5158131631470193
296,0.5743442729942492
297,-0.0659989638204414
298,0.5180973231968068
299,0.5180973231968068
300,0.5743442729942492
301,-0.07842620980560341
302,0.5743442729942492
303,0.6198977368443199
304,0.5743442729942492
305,0.3922601547396514
306,0.12391262889048625
307,0.5180973231968068
308,0.44940347027091715
309,0.3922601547396514
310,0.44940347027091715
311,0.5180973231968068
312,0.12391262889048625
313,-0.07842620980560341
314,0.5180973231968068
315,0.5158131631470193
316,-0.11394273629404202
317,-0.07842620980560341
318,0.44940347027091715
319,0.5743442729942492
320,-0.0659989638204414
321,0.5180973231968068
322,0.5834298046208576
323,0.5834298046208576
324,0.5158131631470193
325,-0.0659989638204414
326,0.4783112651867342
327,-0.36964285615324616
328,-0.07842620980560341
329,0.12391262889048625
330,0.5158131631470193
331,-0.11394273629404202
332,0.5180973231968068
333,0.44940347027091715
334,0.3922601547396514
335,0.5743442729942492
336,-0.07842620980560341
337,-0.042025111869312265
338,0.12391262889048625
339,-0.0659989638204414
340,0.5180973231968068
341,0.12391262889048625
342,-0.042025111869312265
343,-0.11394273629404202
344,-0.0659989638204414
345,-0.07842620980560341
346,0.6198977368443199
347,-0.042025111869312265
348,0.3922601547396514
349,0.5743442729942492
350,0.3922601547396514
351,-0.042025111869312265
352,0.9408320524111465
353,-0.042025111869312265
354,0.44940347027091715
355,-0.07842620980560341
356,0.7409306994824727
357,-0.042025111869312265
358,0.12391262889048625
359,0.7409306994824727
360,-0.07842620980560341
361,-0.042025111869312265
362,0.3922601547396514
363,0.44940347027091715
364,0.5180973231968068
365,0.6198977368443199
366,0.12391262889048625
367,0.5180973231968068
368,0.44940347027091715
369,0.3922601547396514
370,0.5743442729942492
371,0.7409306994824727
372,-0.07842620980560341
373,-0.07842620980560341
374,0.3922601547396514
375,0.5743442729942492
376,0.5180973231968068
377,0.12391262889048625
378,0.5743442729942492
379,0.5180973231968068
380,-0.07842620980560341
381,0.7409306994824727
382,0.12391262889048625
383,0.5743442729942492
384,0.5743442729942492
385,0.6198977368443199
386,-0.042025111869312265
387,-0.07842620980560341
388,0.5743442729942492
389,0.5158131631470193
390,-0.0659989638204414
391,-0.0659989638204414
392,0.3922601547396514
393,0.12391262889048625
394,-0.11394273629404202
395,0.6198977368443199
396,-0.0659989638204414
397,-0.07842620980560341
398,-0.11394273629404202
399,0.5743442729942492
400,0.12391262889048625
401,-0.042025111869312265
402,0.6198977368443199
403,0.12391262889048625
404,-0.042025111869312265
405,0.44940347027091715
406,0.5743442729942492
407,-0.11394273629404202
408,0.12391262889048625
409,-0.042025111869312265
410,0.5743442729942492
411,0.12391262889048625
412,0.5158131631470193
413,0.5743442729942492
414,-0.042025111869312265
415,0.3922601547396514
416,-0.07842620980560341
417,0.5180973231968068
418,0.44940347027091715
419,0.5743442729942492
420,-2.9905966047106887
421,0.5743442729942492
422,-0.07842620980560341
423,0.3922601547396514
424,0.5743442729942492
425,0.44940347027091715
426,-0.0659989638204414
427,-0.07842620980560341
428,0.5743442729942492
429,-0.0659989638204414
430,0.5158131631470193
431,0.5743442729942492
432,0.44940347027091715
433,-0.07842620980560341
434,0.4783112651867342
435,0.6198977368443199
436,0.5743442729942492
437,0.5158131631470193
438,0.5158131631470193
439,0.3922601547396514
440,0.5180973231968068
441,0.5743442729942492
442,0.9408320524111465
443,-0.9092510964865037
444,0.5743442729942492
445,0.3922601547396514
446,-0.11394273629404202
447,0.5158131631470193
448,0.9408320524111465
449,0.5158131631470193
450,-0.11394273629404202
451,-0.0659989638204414
452,0.5040070828896825
453,-0.07842620980560341
454,0.5743442729942492
455,0.9408320524111465
456,0.5158131631470193
457,-0.0659989638204414
458,-0.11394273629404202
459,0.5743442729942492
460,-0.07842620980560341
461,0.5040070828896825
462,-2.9905966047106887
463,0.5158131631470193
464,-0.0659989638204414
465,0.5158131631470193
466,0.5743442729942492
467,-2.9905966047106887
468,0.7409306994824727
469,0.5040070828896825
470,0.5180973231968068
471,-2.9905966047106887
472,0.3922601547396514
473,-2.9905966047106887
474,-2.9905966047106887
475,0.5158131631470193
476,-2.9905966047106887
477,0.5040070828896825
478,0.44940347027091715
479,-0.0659989638204414
480,-2.9905966047106887
481,0.5158131631470193
482,0.5743442729942492
483,0.3922601547396514
484,0.5158131631470193
485,0.44940347027091715
486,0.7409306994824727
487,-2.9905966047106887
488,0.5743442729942492
489,-2.9905966047106887
490,0.5743442729942492
491,0.44940347027091715
492,-0.0659989638204414
493,0.5180973231968068
494,0.44940347027091715
495,0.5743442729942492
496,-0.0659989638204414
497,0.12391262889048625
498,0.5180973231968068
499,0.5743442729942492
500,0.7409306994824727
501,0.5040070828896825
502,0.7409306994824727
503,0.3922601547396514
504,0.5158131631470193
505,-0.0659989638204414
506,0.5743442729942492
507,-0.11394273629404202
508,-0.07842620980560341
509,0.3922601547396514
510,0.5743442729942492
511,0.3922601547396514
512,0.5158131631470193
513,0.6198977368443199
514,0.12391262889048625
515,0.5743442729942492
516,0.9408320524111465
517,0.44940347027091715
518,-0.11394273629404202
519,-0.07842620980560341
520,0.5743442729942492
521,0.9408320524111465
522,-0.11394273629404202
523,0.12391262889048625
524,0.5158131631470193
525,0.7409306994824727
526,0.6198977368443199
527,0.5180973231968068
528,-0.0659989638204414
529,-0.07842620980560341
530,0.5158131631470193
531,0.5743442729942492
532,0.5180973231968068
533,0.6198977368443199
534,0.5158131631470193
535,0.9408320524111465
536,0.5040070828896825
537,0.6198977368443199
538,-0.11394273629404202
539,0.5743442729942492
540,0.5040070828896825
541,0.5743442729942492
542,0.4783112651867342
543,0.6198977368443199
544,-0.0659989638204414
545,0.5180973231968068
546,0.12391262889048625
547,-0.07842620980560341
548,-0.11394273629404202
549,0.5743442729942492
550,0.12391262889048625
551,0.5743442729942492
552,-2.9905966047106887
553,0.5180973231968068
554,0.12391262889048625
555,0.5040070828896825
556,0.06718211336821796
557,0.12391262889048625
558,0.5743442729942492
559,-0.0659989638204414
560,-2.9905966047106887
561,0.12391262889048625
562,0.5180973231968068
563,0.44940347027091715
564,-0.9092510964865037
565,0.3922601547396514
566,0.3922601547396514
567,-0.042025111869312265
568,-0.0659989638204414
569,-0.042025111869312265
570,-2.9905966047106887
571,0.12391262889048625
572,0.5743442729942492
573,0.7409306994824727
574,0.7409306994824727
575,0.5180973231968068
576,0.44940347027091715
577,-0.0659989638204414
578,0.5743442729942492
579,0.5743442729942492
580,0.44940347027091715
581,0.4783112651867342
582,0.9408320524111465
583,0.5180973231968068
584,0.5743442729942492
585,0.12391262889048625
586,0.7409306994824727
587,0.5180973231968068
588,0.9408320524111465
589,0.44940347027091715
590,0.5180973231968068
591,0.5743442729942492
592,0.44940347027091715
593,-0.07842620980560341
594,0.12391262889048625
595,-0.9092510964865037
596,0.5743442729942492
597,0.3922601547396514
598,-0.07842620980560341
599,0.5743442729942492
600,0.12391262889048625
601,-0.0659989638204414
602,-0.0659989638204414
603,-0.042025111869312265
604,0.5743442729942492
605,0.5180973231968068
606,-0.07842620980560341
607,0.12391262889048625
608,0.44940347027091715
609,0.6198977368443199
610,0.5743442729942492
611,0.5180973231968068
612,0.44940347027091715
613,-0.07842620980560341
614,0.5743442729942492
615,-0.07842620980560341
616,0.9408320524111465
617,0.5743442729942492
618,-0.07842620980560341
619,0.5180973231968068
620,-2.9905966047106887
621,0.9408320524111465
622,0.12391262889048625
623,0.3922601547396514
624,0.5743442729942492
625,0.6198977368443199
626,0.5743442729942492
627,-0.042025111869312265
628,0.9408320524111465
629,0.44940347027091715
630,0.15454632098677967
631,0.4783112651867342
632,0.12391262889048625
633,0.44940347027091715
634,-0.042025111869312265
635,-0.0659989638204414
636,0.5180973231968068
637,0.15454632098677967
638,-0.0659989638204414
639,0.5743442729942492
640,-0.07842620980560341
641,0.12391262889048625
642,0.4783112651867342
643,-0.11394273629404202
644,0.15454632098677967
645,-0.07842620980560341
646,0.5743442729942492
647,-0.9092510964865037
648,0.12391262889048625
649,0.5180973231968068
650,-0.11394273629404202
651,0.3922601547396514
652,-0.0659989638204414
653,-0.11394273629404202
654,0.44940347027091715
655,0.7409306994824727
656,0.5180973231968068
657,0.6198977368443199
658,0.5743442729942492
659,0.6198977368443199
660,0.3922601547396514
661,0.5180973231968068
662,0.3791999487406925
663,0.3922601547396514
664,-0.0659989638204414
665,-0.36964285615324616
666,-2.9905966047106887
667,-0.36964285615324616
668,-0.07842620980560341
669,0.5180973231968068
670,0.7409306994824727
671,0.5158131631470193
672,0.44940347027091715
673,0.7409306994824727
674,0.3922601547396514
675,-0.0659989638204414
676,0.3922601547396514
677,0.15454632098677967
678,0.44940347027091715
679,0.5158131631470193
680,0.5180973231968068
681,-0.07842620980560341
682,-0.13137469095972043
683,0.7409306994824727
684,0.7409306994824727
685,-2.9905966047106887
686,0.3791999487406925
687,-0.07842620980560341
688,0.44940347027091715
689,0.9408320524111465
690,0.3922601547396514
691,-0.11394273629404202
692,-0.0659989638204414
693,-0.07842620980560341
694,0.7409306994824727
695,0.3922601547396514
696,0.6198977368443199
697,0.15454632098677967
698,-0.07842620980560341
699,-0.13137469095972043
700,-0.36964285615324616
701,-2.9905966047106887
702,-0.0659989638204414
703,0.5040070828896825
704,0.5158131631470193
705,0.3922601547396514
706,-2.9905966047106887
707,0.5180973231968068
708,0.3922601547396514
709,0.3791999487406925
710,-0.07842620980560341
711,0.7409306994824727
712,-0.0659989638204414
713,0.3922601547396514
714,-0.0659989638204414
715,-0.07842620980560341
716,0.3922601547396514
717,-0.13137469095972043
718,0.3791999487406925
719,-0.13137469095972043
720,0.7409306994824727
721,0.3922601547396514
722,-0.9092510964865037
723,-0.13137469095972043
724,-2.9905966047106887
725,0.3791999487406925
726,0.3922601547396514
727,0.3922601547396514
728,0.15454632098677967
729,-0.36964285615324616
730,-0.13137469095972043
731,0.7409306994824727
732,0.3922601547396514
733,0.15454632098677967
734,-0.0659989638204414
735,0.3791999487406925
736,-2.9905966047106887
737,-0.36964285615324616
738,0.7409306994824727
739,-0.0659989638204414
740,-0.13137469095972043
741,-0.07842620980560341
742,-0.042025111869312265
743,0.3922601547396514
744,-2.9905966047106887
745,-0.13137469095972043
746,-0.07842620980560341
747,-0.0659989638204414
748,-0.07842620980560341
749,0.3922601547396514
750,0.7409306994824727
751,-2.9905966047106887
752,-0.9092510964865037
753,0.5196069918011418
754,0.7409306994824727
755,-0.13137469095972043
756,0.15454632098677967
757,0.3791999487406925
758,-2.9905966047106887
759,0.6600140348615912
760,0.6198977368443199
761,-2.9905966047106887
762,0.7409306994824727
763,-2.9905966047106887
764,0.6198977368443199
765,0.6600140348615912
766,0.5196069918011418
767,0.15454632098677967
768,0.3791999487406925
769,0.6600140348615912
770,-0.07842620980560341
771,0.3791999487406925
772,0.6600140348615912
773,-0.36964285615324616
774,0.5196069918011418
775,-2.9905966047106887
776,0.5196069918011418
777,-2.9905966047106887
778,0.3791999487406925
779,0.6600140348615912
780,-2.9905966047106887
781,0.3922601547396514
782,0.9408320524111465
783,0.15454632098677967
784,0.3791999487406925
785,0.3922601547396514
786,0.5196069918011418
787,-2.9905966047106887
788,0.3922601547396514
789,-2.9905966047106887
790,0.5196069918011418
791,0.9408320524111465
792,-0.07842620980560341
793,0.3791999487406925
794,-2.9905966047106887
795,-2.9905966047106887
796,-0.07842620980560341
797,0.3791999487406925
798,0.15454632098677967
799,-2.9905966047106887
800,0.6600140348615912
801,0.9408320524111465
802,-0.13137469095972043
803,0.3791999487406925
804,0.3922601547396514
805,-0.07842620980560341
806,-0.042025111869312265
807,0.6198977368443199
808,0.3922601547396514
809,-0.13137469095972043
810,-0.07842620980560341
811,-0.9092510964865037
812,0.9408320524111465
813,0.3791999487406925
814,-0.11394273629404202
815,0.6600140348615912
816,0.3922601547396514
817,0.5040070828896825
818,-0.9092510964865037
819,-0.07842620980560341
820,0.5180973231968068
821,-0.13137469095972043
822,-0.36964285615324616
823,0.3791999487406925
824,0.6600140348615912
825,0.3922601547396514
826,0.7409306994824727
827,0.3791999487406925
828,-0.9092510964865037
829,0.9408320524111465
830,-0.13137469095972043
831,0.5196069918011418
832,-0.36964285615324616
833,0.6600140348615912
834,0.5180973231968068
835,0.6600140348615912
836,-0.11394273629404202
837,-0.13137469095972043
838,0.9408320524111465
839,-0.07842620980560341
840,0.9408320524111465
841,0.6600140348615912
842,-0.13137469095972043
843,0.3791999487406925
844,-0.36964285615324616
845,-0.36964285615324616
846,-0.07842620980560341
847,0.3791999487406925
848,-0.042025111869312265
849,-0.0659989638204414
850,0.6600140348615912
851,-2.9905966047106887
852,-0.13137469095972043
853,0.6198977368443199
854,-2.9905966047106887
855,0.3791999487406925
856,-0.11394273629404202
857,0.5040070828896825
858,0.6600140348615912
859,-0.07842620980560341
860,-0.0659989638204414
861,0.6600140348615912
862,-2.9905966047106887
863,0.44940347027091715
864,0.6600140348615912
865,-2.9905966047106887
866,0.4783112651867342
867,-2.9905966047106887
868,-2.9905966047106887
869,-2.9905966047106887
870,-2.9905966047106887
871,-0.07842620980560341
872,0.6600140348615912
873,0.4783112651867342
874,0.3922601547396514
875,0.3791999487406925
876,0.5180973231968068
877,-0.07842620980560341
878,0.3791999487406925
879,-0.07842620980560341
880,0.3791999487406925
881,0.6600140348615912
882,0.4783112651867342
883,0.6600140348615912
884,0.6600140348615912
885,-0.9092510964865037
886,-0.07842620980560341
887,-2.9905966047106887
888,0.6600140348615912
889,0.6600140348615912
890,-0.0659989638204414
891,-0.13137469095972043
892,0.44940347027091715
893,-2.9905966047106887
894,0.15454632098677967
895,-0.0659989638204414
896,-0.13137469095972043
897,0.5180973231968068
898,0.3791999487406925
899,-0.0659989638204414
900,-0.07842620980560341
901,0.4783112651867342
902,0.6600140348615912
903,0.3791999487406925
904,0.9408320524111465
905,0.5180973231968068
906,0.4783112651867342
907,-0.07842620980560341
908,0.6600140348615912
909,0.3791999487406925
910,-0.13137469095972043
911,0.3791999487406925
912,-2.9905966047106887
913,-2.9905966047106887
914,0.6600140348615912
915,-0.07842620980560341
916,0.4783112651867342
917,-2.9905966047106887
918,0.5180973231968068
919,0.9408320524111465
920,-0.07842620980560341
921,0.3791999487406925
922,0.15454632098677967
923,-0.0659989638204414
924,0.15454632098677967
925,-2.9905966047106887
926,0.4783112651867342
927,0.7409306994824727
928,0.3791999487406925
929,0.7409306994824727
930,0.15454632098677967
931,0.5196069918011418
932,-2.9905966047106887
933,0.15454632098677967
934,0.5196069918011418
935,-2.9905966047106887
936,-0.0659989638204414
937,0.4783112651867342
938,0.5196069918011418
939,0.6600140348615912
940,0.15454632098677967
941,0.3791999487406925
942,-2.9905966047106887
943,-0.0659989638204414
944,0.7409306994824727
945,0.5196069918011418
946,0.15454632098677967
947,-0.07842620980560341
948,0.5180973231968068
949,-2.9905966047106887
950,0.4783112651867342
951,-2.9905966047106887
952,0.6600140348615912
953,0.4783112651867342
954,-0.11394273629404202
955,0.5196069918011418
956,0.5180973231968068
957,0.6600140348615912
958,0.3791999487406925
959,-2.9905966047106887
960,0.6600140348615912
961,0.5180973231968068
962,0.3922601547396514
963,-0.042025111869312265
964,-0.042025111869312265
965,-0.9092510964865037
966,0.5180973231968068
967,0.7409306994824727
968,0.6600140348615912
969,0.3922601547396514
970,0.5180973231968068
971,-0.042025111869312265
972,0.7409306994824727
973,-0.36964285615324616
974,0.3791999487406925
975,-0.36964285615324616
976,-0.042025111869312265
977,0.5196069918011418
978,0.6600140348615912
979,-0.042025111869312265
980,0.6600140348615912
981,0.4783112651867342
982,-2.9905966047106887
983,-2.9905966047106887
984,0.6600140348615912
985,-0.11394273629404202
986,-2.9905966047106887
987,-0.07842620980560341
988,0.5180973231968068
989,0.5196069918011418
990,-2.9905966047106887
991,-2.9905966047106887
992,-2.9905966047106887
993,0.3791999487406925
994,-2.9905966047106887
995,0.44940347027091715
996,0.3791999487406925
997,0.9408320524111465
998,0.5180973231968068
999,0.5196069918011418
1000,0.9408320524111465
1001,0.3791999487406925
1002,0.5180973231968068
1003,-0.0659989638204414
1004,0.7409306994824727
1005,0.9408320524111465
1006,0.5834298046208576
1007,0.3791999487406925
1008,0.3791999487406925
1009,0.7409306994824727
1010,0.5834298046208576
1011,0.5180973231968068
1012,-2.9905966047106887
1013,0.7409306994824727
1014,0.5196069918011418
1015,-0.042025111869312265
1016,0.3791999487406925
1017,0.5834298046208576
1018,-2.9905966047106887
1019,0.7409306994824727
1020,-0.0659989638204414
1021,0.3791999487406925
1022,-2.9905966047106887
1023,-2.9905966047106887
1024,0.5180973231968068
1025,0.3791999487406925
1026,0.4783112651867342
1027,0.5196069918011418
1028,0.7409306994824727
1029,0.9408320524111465
1030,-0.36964285615324616
1031,-2.9905966047106887
1032,0.7409306994824727
1033,0.3791999487406925
1034,-2.9905966047106887
1035,0.5196069918011418
1036,0.9408320524111465
1037,0.5834298046208576
1038,-2.9905966047106887
1039,-2.9905966047106887
1040,-0.36964285615324616
1041,0.44940347027091715
1042,-2.9905966047106887
1043,-2.9905966047106887
1044,-0.13137469095972043
1045,-2.9905966047106887
