batting_temp,batting_wind,batting_rain,batting_humidity,batting_cloud,batting_pressure,batting_viscosity
23,10,0,64,24,1013,3
23,10,0,64,24,1013,3
23,10,0,64,24,1013,3
23,10,0,64,24,1013,3
23,10,0,64,24,1013,3
23,10,0,64,24,1013,3
23,10,0,64,24,1013,3
23,10,0,64,24,1013,3
23,10,0,64,24,1013,3
29,6,0,39,0,1013,3
29,6,0,39,0,1013,3
29,6,0,39,0,1013,3
29,6,0,39,0,1013,3
29,6,0,39,0,1013,3
29,6,0,39,0,1013,3
29,6,0,39,0,1013,3
29,6,0,39,0,1013,3
24,6,0,44,4,1012,3
24,6,0,44,4,1012,3
24,6,0,44,4,1012,3
24,6,0,44,4,1012,3
24,6,0,44,4,1012,3
24,6,0,44,4,1012,3
28,18,0,60,8,1012,3
28,18,0,60,8,1012,3
28,18,0,60,8,1012,3
28,18,0,60,8,1012,3
28,18,0,60,8,1012,3
28,18,0,60,8,1012,3
28,18,0,60,8,1012,3
28,18,0,60,8,1012,3
24,27,0,79,2,1014,3
24,27,0,79,2,1014,3
24,27,0,79,2,1014,3
24,27,0,79,2,1014,3
24,27,0,79,2,1014,3
24,27,0,79,2,1014,3
24,27,0,79,2,1014,3
24,27,0,79,2,1014,3
24,27,0,79,2,1014,3
24,27,0,79,2,1014,3
31,15,0,28,9,1012,3
31,15,0,28,9,1012,3
31,15,0,28,9,1012,3
31,15,0,28,9,1012,3
31,15,0,28,9,1012,3
31,15,0,28,9,1012,3
31,15,0,28,9,1012,3
31,15,0,28,9,1012,3
26,6,0,37,6,1011,3
26,6,0,37,6,1011,3
26,6,0,37,6,1011,3
26,6,0,37,6,1011,3
26,6,0,37,6,1011,3
26,6,0,37,6,1011,3
26,6,0,37,6,1011,3
26,6,0,37,6,1011,3
26,6,0,37,6,1011,3
28,5,0,32,2,1012,3
28,5,0,32,2,1012,3
28,5,0,32,2,1012,3
28,5,0,32,2,1012,3
28,5,0,32,2,1012,3
28,5,0,32,2,1012,3
28,5,0,32,2,1012,3
13,23,0,75,54,1002,3
13,23,0,75,54,1002,3
13,23,0,75,54,1002,3
13,23,0,75,54,1002,3
13,23,0,75,54,1002,3
13,23,0,75,54,1002,3
13,23,0,75,54,1002,3
13,23,0,75,54,1002,3
13,23,0,75,54,1002,3
13,23,0,75,54,1002,3
16,11,0,70,16,1002,3
16,11,0,70,16,1002,3
16,11,0,70,16,1002,3
16,11,0,70,16,1002,3
16,11,0,70,16,1002,3
16,11,0,70,16,1002,3
16,11,0,70,16,1002,3
16,11,0,70,16,1002,3
16,11,0,70,16,1002,3
16,11,0,70,16,1002,3
16,11,0,70,16,1002,3
14,11,1,74,78,1015,3
14,11,1,74,78,1015,3
14,11,1,74,78,1015,3
14,11,1,74,78,1015,3
14,11,1,74,78,1015,3
14,11,1,74,78,1015,3
14,11,1,74,78,1015,3
14,11,1,74,78,1015,3
14,11,1,74,78,1015,3
14,11,1,74,78,1015,3
11,14,1,97,100,1015,3
11,14,1,97,100,1015,3
11,14,1,97,100,1015,3
11,14,1,97,100,1015,3
11,14,1,97,100,1015,3
11,14,1,97,100,1015,3
11,14,1,97,100,1015,3
11,14,1,97,100,1015,3
11,14,1,97,100,1015,3
11,14,1,97,100,1015,3
11,14,1,97,100,1015,3
17,7,0,63,74,1025,3
17,7,0,63,74,1025,3
17,7,0,63,74,1025,3
17,7,0,63,74,1025,3
17,7,0,63,74,1025,3
17,7,0,63,74,1025,3
17,7,0,63,74,1025,3
17,7,0,63,74,1025,3
17,7,0,63,74,1025,3
17,7,0,63,74,1025,3
17,7,0,63,74,1025,3
15,4,1,87,39,1009,3
15,4,1,87,39,1009,3
15,4,1,87,39,1009,3
15,4,1,87,39,1009,3
15,4,1,87,39,1009,3
15,4,1,87,39,1009,3
28,19,3,79,22,1008,2
28,19,3,79,22,1008,2
28,19,3,79,22,1008,2
28,19,3,79,22,1008,2
28,19,3,79,22,1008,2
28,19,3,79,22,1008,2
28,19,3,79,22,1008,2
28,19,3,79,22,1008,2
28,19,3,79,22,1008,2
28,19,3,79,22,1008,2
28,19,3,79,22,1008,2
26,18,0,67,11,1007,3
26,18,0,67,11,1007,3
26,18,0,67,11,1007,3
26,18,0,67,11,1007,3
26,18,0,67,11,1007,3
26,18,0,67,11,1007,3
26,18,0,67,11,1007,3
26,18,0,67,11,1007,3
26,18,0,67,11,1007,3
26,18,0,67,11,1007,3
26,18,0,67,11,1007,3
27,28,0,80,39,1009,3
27,28,0,80,39,1009,3
27,28,0,80,39,1009,3
27,28,0,80,39,1009,3
27,28,0,80,39,1009,3
27,28,0,80,39,1009,3
27,28,0,80,39,1009,3
27,28,0,80,39,1009,3
27,28,0,80,39,1009,3
27,28,0,80,39,1009,3
27,28,0,80,39,1009,3
28,25,2,73,68,1009,3
28,25,2,73,68,1009,3
28,25,2,73,68,1009,3
28,25,2,73,68,1009,3
28,25,2,73,68,1009,3
28,25,2,73,68,1009,3
28,25,2,73,68,1009,3
28,25,2,73,68,1009,3
28,25,2,73,68,1009,3
26,25,0,82,10,1011,3
26,25,0,82,10,1011,3
26,25,0,82,10,1011,3
26,25,0,82,10,1011,3
26,25,0,82,10,1011,3
26,25,0,82,10,1011,3
26,25,0,82,10,1011,3
26,25,0,82,10,1011,3
26,25,0,82,10,1011,3
26,25,0,82,10,1011,3
29,2,5,74,24,1009,2
29,2,5,74,24,1009,2
29,2,5,74,24,1009,2
29,2,5,74,24,1009,2
29,2,5,74,24,1009,2
26,6,0,74,2,1013,3
26,6,0,74,2,1013,3
26,6,0,74,2,1013,3
26,6,0,74,2,1013,3
26,6,0,74,2,1013,3
26,6,0,74,2,1013,3
26,6,0,74,2,1013,3
26,6,0,74,2,1013,3
26,6,0,74,2,1013,3
26,6,0,74,2,1013,3
26,6,0,74,2,1013,3
32,6,0,39,5,1011,3
32,6,0,39,5,1011,3
32,6,0,39,5,1011,3
32,6,0,39,5,1011,3
32,6,0,39,5,1011,3
32,6,0,39,5,1011,3
32,6,0,39,5,1011,3
32,6,0,39,5,1011,3
32,6,0,39,5,1011,3
32,6,0,39,5,1011,3
25,13,0,49,27,1011,3
25,13,0,49,27,1011,3
25,13,0,49,27,1011,3
25,13,0,49,27,1011,3
25,13,0,49,27,1011,3
25,13,0,49,27,1011,3
25,13,0,49,27,1011,3
25,13,0,49,27,1011,3
25,13,0,49,27,1011,3
25,13,0,49,27,1011,3
25,13,0,49,27,1011,3
26,9,0,46,2,1014,3
26,9,0,46,2,1014,3
26,9,0,46,2,1014,3
26,9,0,46,2,1014,3
26,9,0,46,2,1014,3
26,9,0,46,2,1014,3
26,9,0,46,2,1014,3
26,9,0,46,2,1014,3
26,9,0,46,2,1014,3
26,9,0,46,2,1014,3
26,9,0,46,2,1014,3
18,10,0,40,7,1012,3
18,10,0,40,7,1012,3
18,10,0,40,7,1012,3
18,10,0,40,7,1012,3
18,10,0,40,7,1012,3
18,10,0,40,7,1012,3
18,10,0,40,7,1012,3
18,10,0,40,7,1012,3
18,10,0,40,7,1012,3
26,22,0,84,30,1006,3
26,22,0,84,30,1006,3
26,22,0,84,30,1006,3
26,22,0,84,30,1006,3
26,22,0,84,30,1006,3
26,22,0,84,30,1006,3
26,22,0,84,30,1006,3
26,22,0,84,30,1006,3
27,26,0,76,35,1009,3
27,26,0,76,35,1009,3
27,26,0,76,35,1009,3
27,26,0,76,35,1009,3
26,18,3,86,27,1011,2
26,18,3,86,27,1011,2
26,18,3,86,27,1011,2
26,18,3,86,27,1011,2
26,18,3,86,27,1011,2
26,18,3,86,27,1011,2
26,18,3,86,27,1011,2
26,18,3,86,27,1011,2
26,18,3,86,27,1011,2
26,18,3,86,27,1011,2
27,15,0,86,30,1009,3
27,15,0,86,30,1009,3
27,15,0,86,30,1009,3
27,15,0,86,30,1009,3
27,15,0,86,30,1009,3
27,15,0,86,30,1009,3
24,1,0,89,53,1010,3
24,1,0,89,53,1010,3
24,1,0,89,53,1010,3
24,1,0,89,53,1010,3
24,1,0,89,53,1010,3
24,1,0,89,53,1010,3
24,1,0,89,53,1010,3
24,1,0,89,53,1010,3
24,1,0,89,53,1010,3
24,1,0,89,53,1010,3
24,1,0,89,53,1010,3
28,7,0,66,45,1012,3
28,7,0,66,45,1012,3
28,7,0,66,45,1012,3
28,7,0,66,45,1012,3
28,7,0,66,45,1012,3
28,7,0,66,45,1012,3
28,7,0,66,45,1012,3
28,7,0,66,45,1012,3
27,7,0,79,36,1009,3
27,7,0,79,36,1009,3
27,7,0,79,36,1009,3
27,7,0,79,36,1009,3
27,7,0,79,36,1009,3
27,7,0,79,36,1009,3
27,7,0,79,36,1009,3
27,7,0,79,36,1009,3
25,6,0,37,34,1010,3
25,6,0,37,34,1010,3
25,6,0,37,34,1010,3
25,6,0,37,34,1010,3
25,6,0,37,34,1010,3
25,6,0,37,34,1010,3
25,6,0,37,34,1010,3
25,6,0,37,34,1010,3
25,6,0,37,34,1010,3
25,6,0,37,34,1010,3
25,6,0,37,34,1010,3
23,6,1,74,55,1009,3
23,6,1,74,55,1009,3
23,6,1,74,55,1009,3
23,6,1,74,55,1009,3
23,6,1,74,55,1009,3
23,6,1,74,55,1009,3
21,10,0,40,9,1014,3
21,10,0,40,9,1014,3
21,10,0,40,9,1014,3
21,10,0,40,9,1014,3
21,10,0,40,9,1014,3
21,10,0,40,9,1014,3
21,10,0,40,9,1014,3
21,10,0,40,9,1014,3
21,10,0,40,9,1014,3
21,10,0,40,9,1014,3
21,10,0,40,9,1014,3
17,18,0,74,88,1018,3
17,18,0,74,88,1018,3
17,18,0,74,88,1018,3
17,18,0,74,88,1018,3
17,18,0,74,88,1018,3
17,18,0,74,88,1018,3
17,18,0,74,88,1018,3
17,18,0,74,88,1018,3
17,18,0,74,88,1018,3
17,18,0,74,88,1018,3
17,18,0,74,88,1018,3
18,27,0,82,2,1018,3
18,27,0,82,2,1018,3
18,27,0,82,2,1018,3
18,27,0,82,2,1018,3
18,27,0,82,2,1018,3
18,27,0,82,2,1018,3
18,27,0,82,2,1018,3
18,27,0,82,2,1018,3
18,27,0,82,2,1018,3
18,27,0,82,2,1018,3
18,27,0,82,2,1018,3
20,25,0,85,4,1013,3
20,25,0,85,4,1013,3
20,25,0,85,4,1013,3
20,25,0,85,4,1013,3
20,25,0,85,4,1013,3
20,25,0,85,4,1013,3
20,25,0,85,4,1013,3
20,25,0,85,4,1013,3
13,19,0,60,82,1028,3
13,19,0,60,82,1028,3
13,19,0,60,82,1028,3
13,19,0,60,82,1028,3
13,19,0,60,82,1028,3
13,19,0,60,82,1028,3
13,19,0,60,82,1028,3
13,19,0,60,82,1028,3
13,19,0,60,82,1028,3
13,19,0,60,82,1028,3
13,19,0,60,82,1028,3
15,16,0,82,44,1024,3
15,16,0,82,44,1024,3
15,16,0,82,44,1024,3
15,16,0,82,44,1024,3
15,16,0,82,44,1024,3
15,16,0,82,44,1024,3
15,16,0,82,44,1024,3
15,16,0,82,44,1024,3
23,14,0,57,68,1008,3
23,14,0,57,68,1008,3
23,14,0,57,68,1008,3
19,19,0,55,12,1014,3
19,19,0,55,12,1014,3
19,19,0,55,12,1014,3
23,7,0,88,7,1010,3
23,7,0,88,7,1010,3
23,7,0,88,7,1010,3
23,7,0,88,7,1010,3
23,7,0,88,7,1010,3
23,7,0,88,7,1010,3
23,7,0,88,7,1010,3
23,7,0,88,7,1010,3
23,7,0,88,7,1010,3
23,7,0,88,7,1010,3
23,7,0,88,7,1010,3
19,14,0,67,23,1019,3
19,14,0,67,23,1019,3
19,14,0,67,23,1019,3
19,14,0,67,23,1019,3
19,14,0,67,23,1019,3
19,14,0,67,23,1019,3
19,14,0,67,23,1019,3
19,14,0,67,23,1019,3
19,14,0,67,23,1019,3
19,14,0,67,23,1019,3
19,14,0,67,23,1019,3
25,20,0,61,25,1016,3
25,20,0,61,25,1016,3
25,20,0,61,25,1016,3
25,20,0,61,25,1016,3
25,20,0,61,25,1016,3
25,20,0,61,25,1016,3
25,20,0,61,25,1016,3
25,20,0,61,25,1016,3
25,20,0,61,25,1016,3
25,20,0,61,25,1016,3
25,20,0,61,25,1016,3
30,6,0,68,27,1010,3
30,6,0,68,27,1010,3
30,6,0,68,27,1010,3
30,6,0,68,27,1010,3
30,6,0,68,27,1010,3
30,6,0,68,27,1010,3
30,6,0,68,27,1010,3
30,6,0,68,27,1010,3
30,6,0,68,27,1010,3
30,6,0,68,27,1010,3
24,15,0,81,34,1006,3
24,15,0,81,34,1006,3
24,15,0,81,34,1006,3
24,15,0,81,34,1006,3
24,15,0,81,34,1006,3
24,15,0,81,34,1006,3
24,15,0,81,34,1006,3
24,15,0,81,34,1006,3
24,15,0,81,34,1006,3
24,15,0,81,34,1006,3
26,20,1,87,87,1010,3
26,20,1,87,87,1010,3
26,20,1,87,87,1010,3
26,20,1,87,87,1010,3
26,20,1,87,87,1010,3
26,20,1,87,87,1010,3
26,20,1,87,87,1010,3
26,20,1,87,87,1010,3
26,20,1,87,87,1010,3
26,20,1,87,87,1010,3
26,20,1,87,87,1010,3
27,14,8,88,20,1008,1
27,14,8,88,20,1008,1
27,14,8,88,20,1008,1
27,14,8,88,20,1008,1
27,14,8,88,20,1008,1
27,14,8,88,20,1008,1
27,14,8,88,20,1008,1
27,14,8,88,20,1008,1
27,14,8,88,20,1008,1
27,14,8,88,20,1008,1
27,14,8,88,20,1008,1
28,25,0,75,8,1012,3
28,25,0,75,8,1012,3
28,25,0,75,8,1012,3
28,25,0,75,8,1012,3
28,25,0,75,8,1012,3
28,25,0,75,8,1012,3
27,10,0,86,34,1012,3
27,10,0,86,34,1012,3
27,10,0,86,34,1012,3
27,10,0,86,34,1012,3
27,10,0,86,34,1012,3
27,10,0,86,34,1012,3
27,10,0,86,34,1012,3
27,10,0,86,34,1012,3
27,10,0,86,34,1012,3
27,10,0,86,34,1012,3
27,10,0,86,34,1012,3
27,2,4,87,26,1011,2
27,2,4,87,26,1011,2
27,2,4,87,26,1011,2
27,2,4,87,26,1011,2
24,3,11,94,70,1010,2
24,3,11,94,70,1010,2
24,3,11,94,70,1010,2
24,3,11,94,70,1010,2
24,3,11,94,70,1010,2
24,3,11,94,70,1010,2
24,3,11,94,70,1010,2
22,14,0,48,10,1023,3
22,14,0,48,10,1023,3
22,14,0,48,10,1023,3
22,14,0,48,10,1023,3
22,14,0,48,10,1023,3
22,14,0,48,10,1023,3
22,14,0,48,10,1023,3
22,14,0,48,10,1023,3
22,14,0,48,10,1023,3
22,14,0,48,10,1023,3
22,14,0,48,10,1023,3
21,29,0,62,3,1014,3
21,29,0,62,3,1014,3
21,29,0,62,3,1014,3
21,29,0,62,3,1014,3
21,29,0,62,3,1014,3
21,29,0,62,3,1014,3
21,29,0,62,3,1014,3
21,29,0,62,3,1014,3
21,29,0,62,3,1014,3
21,29,0,62,3,1014,3
21,29,0,62,3,1014,3
22,10,0,51,6,1020,3
22,10,0,51,6,1020,3
22,10,0,51,6,1020,3
22,10,0,51,6,1020,3
18,16,0,65,40,1010,3
18,16,0,65,40,1010,3
18,16,0,65,40,1010,3
18,16,0,65,40,1010,3
18,16,0,65,40,1010,3
18,16,0,65,40,1010,3
18,16,0,65,40,1010,3
18,16,0,65,40,1010,3
18,16,0,65,40,1010,3
18,16,0,65,40,1010,3
18,16,0,65,40,1010,3
15,15,0,78,52,1016,3
15,15,0,78,52,1016,3
15,15,0,78,52,1016,3
15,15,0,78,52,1016,3
15,15,0,78,52,1016,3
15,15,0,78,52,1016,3
15,15,0,78,52,1016,3
15,15,0,78,52,1016,3
15,15,0,78,52,1016,3
14,12,0,79,92,1022,3
14,12,0,79,92,1022,3
14,12,0,79,92,1022,3
14,12,0,79,92,1022,3
14,12,0,79,92,1022,3
14,12,0,79,92,1022,3
14,12,0,79,92,1022,3
14,12,0,79,92,1022,3
14,12,0,79,92,1022,3
14,12,0,79,92,1022,3
20,16,0,71,34,1016,3
20,16,0,71,34,1016,3
20,16,0,71,34,1016,3
20,16,0,71,34,1016,3
20,16,0,71,34,1016,3
20,16,0,71,34,1016,3
20,16,0,71,34,1016,3
20,16,0,71,34,1016,3
20,16,0,71,34,1016,3
20,16,0,71,34,1016,3
17,22,2,75,33,1015,3
17,22,2,75,33,1015,3
17,22,2,75,33,1015,3
17,22,2,75,33,1015,3
17,22,2,75,33,1015,3
17,22,2,75,33,1015,3
17,22,2,75,33,1015,3
17,22,2,75,33,1015,3
17,22,2,75,33,1015,3
17,23,0,77,99,1019,3
17,23,0,77,99,1019,3
17,23,0,77,99,1019,3
17,23,0,77,99,1019,3
17,23,0,77,99,1019,3
17,23,0,77,99,1019,3
17,23,0,77,99,1019,3
17,23,0,77,99,1019,3
17,23,0,77,99,1019,3
17,23,0,77,99,1019,3
17,23,0,77,99,1019,3
16,33,0,81,100,1009,3
16,33,0,81,100,1009,3
16,33,0,81,100,1009,3
16,33,0,81,100,1009,3
16,33,0,81,100,1009,3
16,33,0,81,100,1009,3
16,33,0,81,100,1009,3
15,34,0,73,4,1015,3
15,34,0,73,4,1015,3
15,34,0,73,4,1015,3
15,34,0,73,4,1015,3
15,34,0,73,4,1015,3
15,34,0,73,4,1015,3
15,34,0,73,4,1015,3
15,34,0,73,4,1015,3
15,34,0,73,4,1015,3
15,34,0,73,4,1015,3
15,34,0,73,4,1015,3
27,12,2,84,78,1007,3
27,12,2,84,78,1007,3
27,12,2,84,78,1007,3
27,12,2,84,78,1007,3
27,12,2,84,78,1007,3
27,12,2,84,78,1007,3
27,12,2,84,78,1007,3
27,12,2,84,78,1007,3
27,12,2,84,78,1007,3
27,12,2,84,78,1007,3
27,17,9,87,67,1007,1
27,17,9,87,67,1007,1
27,17,9,87,67,1007,1
27,17,9,87,67,1007,1
27,17,9,87,67,1007,1
27,17,9,87,67,1007,1
27,17,9,87,67,1007,1
27,17,9,87,67,1007,1
27,17,9,87,67,1007,1
27,17,9,87,67,1007,1
27,17,9,87,67,1007,1
27,3,7,90,84,1010,2
27,3,7,90,84,1010,2
27,3,7,90,84,1010,2
27,3,7,90,84,1010,2
27,3,7,90,84,1010,2
27,3,7,90,84,1010,2
27,3,7,90,84,1010,2
27,3,7,90,84,1010,2
27,3,7,90,84,1010,2
27,3,7,90,84,1010,2
27,3,7,90,84,1010,2
23,5,0,94,51,1011,3
23,5,0,94,51,1011,3
23,5,0,94,51,1011,3
23,5,0,94,51,1011,3
23,5,0,94,51,1011,3
23,5,0,94,51,1011,3
23,5,0,94,51,1011,3
23,5,0,94,51,1011,3
23,5,0,94,51,1011,3
23,5,0,94,51,1011,3
23,5,0,94,51,1011,3
26,16,2,72,17,1010,3
26,16,2,72,17,1010,3
26,16,2,72,17,1010,3
26,16,2,72,17,1010,3
26,16,2,72,17,1010,3
26,16,2,72,17,1010,3
26,16,2,72,17,1010,3
26,16,2,72,17,1010,3
26,16,2,72,17,1010,3
26,16,2,72,17,1010,3
26,16,2,72,17,1010,3
27,8,0,34,21,1012,3
27,8,0,34,21,1012,3
27,8,0,34,21,1012,3
27,8,0,34,21,1012,3
23,7,0,48,22,1012,3
23,7,0,48,22,1012,3
23,7,0,48,22,1012,3
23,7,0,48,22,1012,3
23,7,0,48,22,1012,3
23,7,0,48,22,1012,3
23,7,0,48,22,1012,3
23,7,0,48,22,1012,3
23,7,0,48,22,1012,3
23,7,0,48,22,1012,3
23,7,0,48,22,1012,3
30,24,0,27,4,1015,3
30,24,0,27,4,1015,3
30,24,0,27,4,1015,3
30,24,0,27,4,1015,3
30,24,0,27,4,1015,3
30,24,0,27,4,1015,3
30,24,0,27,4,1015,3
30,24,0,27,4,1015,3
23,22,0,55,21,1014,3
23,22,0,55,21,1014,3
23,22,0,55,21,1014,3
23,22,0,55,21,1014,3
23,22,0,55,21,1014,3
23,22,0,55,21,1014,3
23,60,0,60,55,1008,3
23,60,0,60,55,1008,3
23,60,0,60,55,1008,3
23,60,0,60,55,1008,3
23,60,0,60,55,1008,3
23,60,0,60,55,1008,3
23,60,0,60,55,1008,3
23,60,0,60,55,1008,3
23,60,0,60,55,1008,3
23,60,0,60,55,1008,3
23,60,0,60,55,1008,3
23,15,0,80,2,1011,3
23,15,0,80,2,1011,3
23,15,0,80,2,1011,3
23,15,0,80,2,1011,3
23,15,0,80,2,1011,3
23,15,0,80,2,1011,3
23,15,0,80,2,1011,3
23,15,0,80,2,1011,3
23,15,0,80,2,1011,3
23,15,0,80,2,1011,3
23,15,0,80,2,1011,3
25,13,0,55,13,1010,3
25,13,0,55,13,1010,3
25,13,0,55,13,1010,3
25,13,0,55,13,1010,3
25,13,0,55,13,1010,3
25,13,0,55,13,1010,3
25,13,0,55,13,1010,3
25,13,0,55,13,1010,3
25,13,0,55,13,1010,3
25,13,0,55,13,1010,3
25,13,0,55,13,1010,3
18,22,0,83,4,1014,3
18,22,0,83,4,1014,3
18,22,0,83,4,1014,3
18,22,0,83,4,1014,3
18,22,0,83,4,1014,3
18,22,0,83,4,1014,3
18,22,0,83,4,1014,3
18,22,0,83,4,1014,3
18,22,0,83,4,1014,3
18,22,0,83,4,1014,3
18,22,0,83,4,1014,3
21,2,0,67,46,1015,3
21,2,0,67,46,1015,3
21,2,0,67,46,1015,3
21,2,0,67,46,1015,3
21,2,0,67,46,1015,3
21,2,0,67,46,1015,3
21,2,0,67,46,1015,3
21,2,0,67,46,1015,3
21,2,0,67,46,1015,3
21,2,0,67,46,1015,3
27,3,0,63,56,1010,3
27,3,0,63,56,1010,3
27,3,0,63,56,1010,3
27,3,0,63,56,1010,3
27,3,0,63,56,1010,3
27,3,0,63,56,1010,3
27,3,0,63,56,1010,3
27,3,0,63,56,1010,3
27,3,0,63,56,1010,3
27,3,0,63,56,1010,3
27,3,0,63,56,1010,3
34,4,0,36,20,1009,3
34,4,0,36,20,1009,3
34,4,0,36,20,1009,3
34,4,0,36,20,1009,3
34,4,0,36,20,1009,3
34,4,0,36,20,1009,3
34,4,0,36,20,1009,3
34,4,0,36,20,1009,3
34,4,0,36,20,1009,3
34,4,0,36,20,1009,3
34,4,0,36,20,1009,3
33,9,1,57,21,1012,3
33,9,1,57,21,1012,3
33,9,1,57,21,1012,3
33,9,1,57,21,1012,3
33,9,1,57,21,1012,3
33,9,1,57,21,1012,3
33,9,1,57,21,1012,3
33,9,1,57,21,1012,3
33,9,1,57,21,1012,3
33,9,1,57,21,1012,3
33,9,1,57,21,1012,3
19,17,0,59,19,1015,3
19,17,0,59,19,1015,3
19,17,0,59,19,1015,3
19,17,0,59,19,1015,3
19,17,0,59,19,1015,3
19,17,0,59,19,1015,3
19,17,0,59,19,1015,3
19,17,0,59,19,1015,3
19,17,0,59,19,1015,3
19,17,0,59,19,1015,3
19,17,0,59,19,1015,3
16,29,0,82,96,1009,3
16,29,0,82,96,1009,3
16,29,0,82,96,1009,3
16,29,0,82,96,1009,3
16,29,0,82,96,1009,3
16,29,0,82,96,1009,3
16,28,0,75,63,1019,3
16,28,0,75,63,1019,3
16,28,0,75,63,1019,3
16,28,0,75,63,1019,3
16,28,0,75,63,1019,3
16,28,0,75,63,1019,3
16,28,0,75,63,1019,3
16,28,0,75,63,1019,3
16,28,0,75,63,1019,3
16,28,0,75,63,1019,3
16,28,0,75,63,1019,3
29,23,2,74,27,1009,3
29,23,2,74,27,1009,3
29,23,2,74,27,1009,3
29,23,2,74,27,1009,3
29,23,2,74,27,1009,3
29,23,2,74,27,1009,3
29,23,2,74,27,1009,3
28,21,0,80,67,1008,3
28,21,0,80,67,1008,3
28,21,0,80,67,1008,3
28,21,0,80,67,1008,3
28,21,0,80,67,1008,3
28,33,0,74,12,1010,3
28,33,0,74,12,1010,3
28,33,0,74,12,1010,3
28,33,0,74,12,1010,3
30,31,0,67,24,1008,3
30,31,0,67,24,1008,3
30,31,0,67,24,1008,3
30,31,0,67,24,1008,3
30,31,0,67,24,1008,3
30,31,0,67,24,1008,3
30,31,0,67,24,1008,3
31,36,0,64,14,1009,3
31,36,0,64,14,1009,3
31,36,0,64,14,1009,3
31,36,0,64,14,1009,3
31,36,0,64,14,1009,3
31,36,0,64,14,1009,3
31,36,0,64,14,1009,3
31,36,0,64,14,1009,3
31,36,0,64,14,1009,3
31,36,0,64,14,1009,3
26,9,1,85,69,1009,3
26,9,1,85,69,1009,3
26,9,1,85,69,1009,3
26,9,1,85,69,1009,3
26,9,1,85,69,1009,3
26,9,1,85,69,1009,3
26,9,1,85,69,1009,3
26,9,1,85,69,1009,3
26,9,1,85,69,1009,3
26,9,1,85,69,1009,3
26,9,1,85,69,1009,3
25,4,6,82,51,1006,2
25,4,6,82,51,1006,2
25,4,6,82,51,1006,2
25,4,6,82,51,1006,2
25,4,6,82,51,1006,2
25,4,6,82,51,1006,2
25,4,6,82,51,1006,2
25,4,6,82,51,1006,2
25,4,6,82,51,1006,2
25,4,6,82,51,1006,2
26,12,1,71,18,1005,3
26,12,1,71,18,1005,3
26,12,1,71,18,1005,3
26,12,1,71,18,1005,3
26,12,1,71,18,1005,3
26,12,1,71,18,1005,3
26,12,1,71,18,1005,3
26,12,1,71,18,1005,3
26,12,1,71,18,1005,3
26,12,1,71,18,1005,3
26,12,1,71,18,1005,3
27,12,0,89,65,1009,3
27,12,0,89,65,1009,3
27,12,0,89,65,1009,3
27,12,0,89,65,1009,3
27,12,0,89,65,1009,3
27,12,0,89,65,1009,3
27,12,0,89,65,1009,3
27,12,0,89,65,1009,3
27,12,0,89,65,1009,3
27,12,0,89,65,1009,3
27,12,0,89,65,1009,3
27,6,4,89,70,1009,2
27,6,4,89,70,1009,2
27,6,4,89,70,1009,2
27,6,4,89,70,1009,2
27,6,4,89,70,1009,2
27,6,4,89,70,1009,2
27,6,4,89,70,1009,2
27,6,4,89,70,1009,2
27,6,4,89,70,1009,2
27,6,4,89,70,1009,2
27,6,4,89,70,1009,2
31,10,0,62,0,1006,3
31,10,0,62,0,1006,3
31,10,0,62,0,1006,3
31,10,0,62,0,1006,3
31,10,0,62,0,1006,3
31,10,0,62,0,1006,3
31,10,0,62,0,1006,3
31,10,0,62,0,1006,3
31,10,0,62,0,1006,3
31,10,0,62,0,1006,3
30,9,0,60,0,1008,3
30,9,0,60,0,1008,3
30,9,0,60,0,1008,3
30,9,0,60,0,1008,3
30,9,0,60,0,1008,3
30,9,0,60,0,1008,3
30,9,0,60,0,1008,3
30,9,0,60,0,1008,3
30,9,0,60,0,1008,3
30,9,0,60,0,1008,3
30,9,0,60,0,1008,3
34,18,0,51,0,1008,3
34,18,0,51,0,1008,3
34,18,0,51,0,1008,3
34,18,0,51,0,1008,3
34,18,0,51,0,1008,3
34,18,0,51,0,1008,3
34,18,0,51,0,1008,3
34,18,0,51,0,1008,3
34,18,0,51,0,1008,3
34,18,0,51,0,1008,3
34,18,0,51,0,1008,3
34,15,0,39,0,1009,3
34,15,0,39,0,1009,3
34,15,0,39,0,1009,3
34,15,0,39,0,1009,3
34,15,0,39,0,1009,3
34,15,0,39,0,1009,3
34,15,0,39,0,1009,3
34,15,0,39,0,1009,3
34,15,0,39,0,1009,3
34,15,0,39,0,1009,3
34,15,0,39,0,1009,3
33,18,0,51,0,1010,3
33,18,0,51,0,1010,3
33,18,0,51,0,1010,3
33,18,0,51,0,1010,3
33,18,0,51,0,1010,3
33,18,0,51,0,1010,3
33,18,0,51,0,1010,3
33,18,0,51,0,1010,3
33,18,0,51,0,1010,3
33,18,0,51,0,1010,3
33,18,0,51,0,1010,3
19,4,0,17,94,1018,3
19,4,0,17,94,1018,3
19,4,0,17,94,1018,3
19,4,0,17,94,1018,3
19,4,0,17,94,1018,3
16,9,0,67,7,1020,3
16,9,0,67,7,1020,3
16,9,0,67,7,1020,3
16,9,0,67,7,1020,3
16,9,0,67,7,1020,3
16,9,0,67,7,1020,3
16,9,0,67,7,1020,3
16,9,0,67,7,1020,3
