bowling_performance,player_name,temp,wind,rain,humidity,cloud,pressure,viscosity,inning,bowling_session,toss,venue_name,opposition_name
best,Tillakaratne Dilshan,27,12,0,83,68,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
best,Jeevan Mendis,27,12,0,83,68,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
best,Lasith Malinga,27,12,0,83,35,1011,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
poor,Thisara Perera,27,12,0,83,35,1011,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
good,Angelo Mathews,27,12,0,83,35,1011,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
best,Nuwan Pradeep,27,12,0,83,35,1011,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
best,Rangana Herath,27,12,0,83,35,1011,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
best,Jeevan Mendis,27,12,0,83,35,1011,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
poor,Tillakaratne Dilshan,27,12,0,83,35,1011,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
best,Lasith Malinga,27,19,1,62,7,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,India
best,Thisara Perera,27,19,1,62,7,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,India
best,Angelo Mathews,27,19,1,62,7,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,India
best,Nuwan Pradeep,27,19,1,62,7,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,India
best,Sachithra Senanayake,27,19,1,62,7,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,India
best,Jeevan Mendis,27,19,1,62,7,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,India
good,Lasith Malinga,25,4,4,82,32,1008,Good,inning2,day,lost,Pallekele International Cricket Stadium,New Zealand
best,Nuwan Kulasekara,25,4,4,82,32,1008,Good,inning2,day,lost,Pallekele International Cricket Stadium,New Zealand
best,Angelo Mathews,25,4,4,82,32,1008,Good,inning2,day,lost,Pallekele International Cricket Stadium,New Zealand
best,Thisara Perera,25,4,4,82,32,1008,Good,inning2,day,lost,Pallekele International Cricket Stadium,New Zealand
good,Rangana Herath,25,4,4,82,32,1008,Good,inning2,day,lost,Pallekele International Cricket Stadium,New Zealand
best,Jeevan Mendis,25,4,4,82,32,1008,Good,inning2,day,lost,Pallekele International Cricket Stadium,New Zealand
best,Lasith Malinga,24,0,22,91,55,1008,Average,inning2,day,won,Pallekele International Cricket Stadium,New Zealand
best,Nuwan Kulasekara,24,0,22,91,55,1008,Average,inning2,day,won,Pallekele International Cricket Stadium,New Zealand
good,Angelo Mathews,24,0,22,91,55,1008,Average,inning2,day,won,Pallekele International Cricket Stadium,New Zealand
best,Thisara Perera,24,0,22,91,55,1008,Average,inning2,day,won,Pallekele International Cricket Stadium,New Zealand
best,Jeevan Mendis,24,0,22,91,55,1008,Average,inning2,day,won,Pallekele International Cricket Stadium,New Zealand
best,Tillakaratne Dilshan,24,0,22,91,55,1008,Average,inning2,day,won,Pallekele International Cricket Stadium,New Zealand
best,Rangana Herath,24,0,22,91,55,1008,Average,inning2,day,won,Pallekele International Cricket Stadium,New Zealand
best,Lasith Malinga,27,6,4,79,37,1012,Good,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
good,Nuwan Kulasekara,27,6,4,79,37,1012,Good,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
good,Angelo Mathews,27,6,4,79,37,1012,Good,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
good,Thisara Perera,27,6,4,79,37,1012,Good,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
good,Rangana Herath,27,6,4,79,37,1012,Good,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
good,Jeevan Mendis,27,6,4,79,37,1012,Good,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
best,Nuwan Kulasekara,32,16,0,24,2,1001,Excellent,inning2,day,lost,Melbourne Cricket Ground,Australia
best,Lasith Malinga,32,16,0,24,2,1001,Excellent,inning2,day,lost,Melbourne Cricket Ground,Australia
best,Angelo Mathews,32,16,0,24,2,1001,Excellent,inning2,day,lost,Melbourne Cricket Ground,Australia
best,Ajantha Mendis,32,16,0,24,2,1001,Excellent,inning2,day,lost,Melbourne Cricket Ground,Australia
good,Tillakaratne Dilshan,32,16,0,24,2,1001,Excellent,inning2,day,lost,Melbourne Cricket Ground,Australia
best,Thisara Perera,32,16,0,24,2,1001,Excellent,inning2,day,lost,Melbourne Cricket Ground,Australia
poor,Jeevan Mendis,32,16,0,24,2,1001,Excellent,inning2,day,lost,Melbourne Cricket Ground,Australia
good,Nuwan Kulasekara,19,11,2,60,5,1017,Excellent,inning2,day,won,Adelaide Oval,Australia
good,Angelo Mathews,19,11,2,60,5,1017,Excellent,inning2,day,won,Adelaide Oval,Australia
good,Thisara Perera,19,11,2,60,5,1017,Excellent,inning2,day,won,Adelaide Oval,Australia
good,Lasith Malinga,19,11,2,60,5,1017,Excellent,inning2,day,won,Adelaide Oval,Australia
best,Ajantha Mendis,19,11,2,60,5,1017,Excellent,inning2,day,won,Adelaide Oval,Australia
good,Jeevan Mendis,19,11,2,60,5,1017,Excellent,inning2,day,won,Adelaide Oval,Australia
good,Angelo Mathews,28,24,0,62,11,1007,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
good,Nuwan Kulasekara,28,24,0,62,11,1007,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
good,Lasith Malinga,28,24,0,62,11,1007,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
best,Thisara Perera,28,24,0,62,11,1007,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
good,Shaminda Eranga,28,24,0,62,11,1007,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
best,Angelo Mathews,23,8,1,82,91,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
good,Nuwan Kulasekara,23,8,1,82,91,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
good,Lasith Malinga,23,8,1,82,91,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
best,Thisara Perera,23,8,1,82,91,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
good,Rangana Herath,23,8,1,82,91,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
good,Tillakaratne Dilshan,16,15,0,63,64,1021,Excellent,inning2,day,won,"Bellerive Oval, Hobart",Australia
best,Nuwan Kulasekara,16,15,0,63,64,1021,Excellent,inning2,day,won,"Bellerive Oval, Hobart",Australia
best,Angelo Mathews,16,15,0,63,64,1021,Excellent,inning2,day,won,"Bellerive Oval, Hobart",Australia
best,Lasith Malinga,16,15,0,63,64,1021,Excellent,inning2,day,won,"Bellerive Oval, Hobart",Australia
good,Rangana Herath,16,15,0,63,64,1021,Excellent,inning2,day,won,"Bellerive Oval, Hobart",Australia
best,Thisara Perera,16,15,0,63,64,1021,Excellent,inning2,day,won,"Bellerive Oval, Hobart",Australia
good,Lasith Malinga,28,1,1,79,12,1010,Excellent,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
best,Nuwan Kulasekara,28,1,1,79,12,1010,Excellent,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
best,Thisara Perera,28,1,1,79,12,1010,Excellent,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
good,Angelo Mathews,28,1,1,79,12,1010,Excellent,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
good,Sachithra Senanayake,28,1,1,79,12,1010,Excellent,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
good,Tillakaratne Dilshan,28,1,1,79,12,1010,Excellent,inning2,day,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
best,Nuwan Kulasekara,25,3,1,89,75,1011,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Bangladesh
good,Lasith Malinga,25,3,1,89,75,1011,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Bangladesh
poor,Angelo Mathews,25,3,1,89,75,1011,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Bangladesh
good,Sachithra Senanayake,25,3,1,89,75,1011,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Bangladesh
poor,Thisara Perera,25,3,1,89,75,1011,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Bangladesh
good,Lasith Malinga,17,13,0,61,0,1015,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
best,Shaminda Eranga,17,13,0,61,0,1015,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
good,Rangana Herath,17,13,0,61,0,1015,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
good,Tillakaratne Dilshan,17,13,0,61,0,1015,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
good,Thisara Perera,17,13,0,61,0,1015,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
good,Nuwan Kulasekara,16,25,0,77,100,1010,Excellent,inning2,day,won,"Kennington Oval, London",England
best,Lasith Malinga,16,25,0,77,100,1010,Excellent,inning2,day,won,"Kennington Oval, London",England
poor,Shaminda Eranga,16,25,0,77,100,1010,Excellent,inning2,day,won,"Kennington Oval, London",England
best,Angelo Mathews,16,25,0,77,100,1010,Excellent,inning2,day,won,"Kennington Oval, London",England
good,Rangana Herath,16,25,0,77,100,1010,Excellent,inning2,day,won,"Kennington Oval, London",England
best,Tillakaratne Dilshan,16,25,0,77,100,1010,Excellent,inning2,day,won,"Kennington Oval, London",England
best,Shaminda Eranga,17,18,0,65,31,1013,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
good,Nuwan Kulasekara,17,18,0,65,31,1013,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
best,Lasith Malinga,17,18,0,65,31,1013,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
good,Rangana Herath,17,18,0,65,31,1013,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
best,Angelo Mathews,17,18,0,65,31,1013,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
good,Tillakaratne Dilshan,17,18,0,65,31,1013,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
best,Nuwan Kulasekara,18,10,1,89,76,1010,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
best,Lasith Malinga,18,10,1,89,76,1010,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
good,Thisara Perera,18,10,1,89,76,1010,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
good,Angelo Mathews,18,10,1,89,76,1010,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
good,Rangana Herath,18,10,1,89,76,1010,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
poor,Jeevan Mendis,18,10,1,89,76,1010,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
best,Lasith Malinga,28,15,4,80,49,1011,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
best,Nuwan Kulasekara,28,15,4,80,49,1011,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
best,Ajantha Mendis,28,15,4,80,49,1011,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
best,Angelo Mathews,28,15,4,80,49,1011,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
best,Rangana Herath,28,15,4,80,49,1011,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
good,Jeevan Mendis,28,15,4,80,49,1011,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
good,Nuwan Kulasekara,29,20,0,71,38,1014,Excellent,inning1,day,lost,"Sabina Park, Kingston, Jamaica",India
good,Angelo Mathews,29,20,0,71,38,1014,Excellent,inning1,day,lost,"Sabina Park, Kingston, Jamaica",India
good,Sachithra Senanayake,29,20,0,71,38,1014,Excellent,inning1,day,lost,"Sabina Park, Kingston, Jamaica",India
good,Rangana Herath,29,20,0,71,38,1014,Excellent,inning1,day,lost,"Sabina Park, Kingston, Jamaica",India
good,Lasith Malinga,29,20,0,71,38,1014,Excellent,inning1,day,lost,"Sabina Park, Kingston, Jamaica",India
best,Nuwan Kulasekara,28,12,2,76,24,1011,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
best,Shaminda Eranga,28,12,2,76,24,1011,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
good,Lahiru Thirimanne,28,12,2,76,24,1011,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
good,Angelo Mathews,28,12,2,76,24,1011,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
best,Sachithra Senanayake,28,12,2,76,24,1011,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
best,Lasith Malinga,28,12,2,76,24,1011,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
good,Jeevan Mendis,28,12,2,76,24,1011,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
best,Shaminda Eranga,29,9,0,70,18,1015,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
best,Dilhara Lokuhettige,29,9,0,70,18,1015,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
good,Angelo Mathews,29,9,0,70,18,1015,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
good,Lasith Malinga,29,9,0,70,18,1015,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
best,Rangana Herath,29,9,0,70,18,1015,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
good,Jeevan Mendis,29,9,0,70,18,1015,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
good,Shaminda Eranga,29,16,0,70,7,1012,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
good,Suranga Lakmal,29,16,0,70,7,1012,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
good,Angelo Mathews,29,16,0,70,7,1012,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
best,Lasith Malinga,29,16,0,70,7,1012,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
good,Rangana Herath,29,16,0,70,7,1012,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
best,Lasith Malinga,26,10,1,88,46,1009,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Shaminda Eranga,26,10,1,88,46,1009,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Thisara Perera,26,10,1,88,46,1009,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Rangana Herath,26,10,1,88,46,1009,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Tillakaratne Dilshan,26,10,1,88,46,1009,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Jehan Mubarak,26,10,1,88,46,1009,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Lasith Malinga,26,14,1,83,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Shaminda Eranga,26,14,1,83,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Thisara Perera,26,14,1,83,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Rangana Herath,26,14,1,83,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Tillakaratne Dilshan,26,14,1,83,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Jehan Mubarak,26,14,1,83,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Lasith Malinga,27,18,0,56,28,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
good,Angelo Mathews,27,18,0,56,28,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
good,Tillakaratne Dilshan,27,18,0,56,28,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
best,Thisara Perera,27,18,0,56,28,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
good,Ajantha Mendis,27,18,0,56,28,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
good,Rangana Herath,27,18,0,56,28,1007,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
best,Lasith Malinga,27,12,1,64,12,1008,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
best,Angelo Mathews,27,12,1,64,12,1008,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
good,Ajantha Mendis,27,12,1,64,12,1008,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
best,Thisara Perera,27,12,1,64,12,1008,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
good,Rangana Herath,27,12,1,64,12,1008,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
good,Tillakaratne Dilshan,27,12,1,64,12,1008,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,South Africa
good,Suranga Lakmal,26,13,1,87,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
poor,Angelo Mathews,26,13,1,87,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Sachithra Senanayake,26,13,1,87,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Tillakaratne Dilshan,26,13,1,87,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Thisara Perera,26,13,1,87,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Ajantha Mendis,26,13,1,87,33,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Lasith Malinga,26,6,3,84,34,1010,Good,inning1,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
good,Nuwan Kulasekara,26,6,3,84,34,1010,Good,inning1,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,Lasith Malinga,27,7,10,79,35,1009,Average,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
best,Nuwan Kulasekara,27,7,10,79,35,1009,Average,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
best,Angelo Mathews,27,7,10,79,35,1009,Average,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,Sachithra Senanayake,27,7,10,79,35,1009,Average,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,Tillakaratne Dilshan,27,7,10,79,35,1009,Average,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,Rangana Herath,27,7,10,79,35,1009,Average,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
good,Sachithra Senanayake,27,4,9,90,25,1007,Average,inning1,day,lost,Rangiri Dambulla International Stadium,New Zealand
best,Nuwan Kulasekara,27,4,9,90,25,1007,Average,inning1,day,lost,Rangiri Dambulla International Stadium,New Zealand
good,Angelo Mathews,27,4,9,90,25,1007,Average,inning1,day,lost,Rangiri Dambulla International Stadium,New Zealand
good,Rangana Herath,27,4,9,90,25,1007,Average,inning1,day,lost,Rangiri Dambulla International Stadium,New Zealand
best,Tillakaratne Dilshan,27,4,9,90,25,1007,Average,inning1,day,lost,Rangiri Dambulla International Stadium,New Zealand
poor,Lasith Malinga,27,4,9,90,25,1007,Average,inning1,day,lost,Rangiri Dambulla International Stadium,New Zealand
best,Suranga Lakmal,25,10,0,50,4,1016,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
best,Lasith Malinga,25,10,0,50,4,1016,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
best,Sachithra Senanayake,25,10,0,50,4,1016,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
poor,Thisara Perera,25,10,0,50,4,1016,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
best,Angelo Mathews,25,10,0,50,4,1016,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
best,Seekkuge Prasanna,25,10,0,50,4,1016,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
poor,Tillakaratne Dilshan,25,10,0,50,4,1016,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
best,Nuwan Kulasekara,24,24,0,61,7,1016,Excellent,inning2,day,won,Dubai International Cricket Stadium,Pakistan
poor,Lasith Malinga,24,24,0,61,7,1016,Excellent,inning2,day,won,Dubai International Cricket Stadium,Pakistan
best,Thisara Perera,24,24,0,61,7,1016,Excellent,inning2,day,won,Dubai International Cricket Stadium,Pakistan
best,Angelo Mathews,24,24,0,61,7,1016,Excellent,inning2,day,won,Dubai International Cricket Stadium,Pakistan
good,Seekkuge Prasanna,24,24,0,61,7,1016,Excellent,inning2,day,won,Dubai International Cricket Stadium,Pakistan
good,Sachithra Senanayake,24,24,0,61,7,1016,Excellent,inning2,day,won,Dubai International Cricket Stadium,Pakistan
best,Dimuth Karunaratne,24,24,0,61,7,1016,Excellent,inning2,day,won,Dubai International Cricket Stadium,Pakistan
best,Tillakaratne Dilshan,24,24,0,61,7,1016,Excellent,inning2,day,won,Dubai International Cricket Stadium,Pakistan
best,Nuwan Kulasekara,22,4,3,55,45,1017,Good,inning2,day,won,Sharjah Cricket Stadium,Pakistan
best,Lasith Malinga,22,4,3,55,45,1017,Good,inning2,day,won,Sharjah Cricket Stadium,Pakistan
best,Sachithra Senanayake,22,4,3,55,45,1017,Good,inning2,day,won,Sharjah Cricket Stadium,Pakistan
best,Thisara Perera,22,4,3,55,45,1017,Good,inning2,day,won,Sharjah Cricket Stadium,Pakistan
best,Seekkuge Prasanna,22,4,3,55,45,1017,Good,inning2,day,won,Sharjah Cricket Stadium,Pakistan
best,Angelo Mathews,22,4,3,55,45,1017,Good,inning2,day,won,Sharjah Cricket Stadium,Pakistan
best,Nuwan Kulasekara,21,28,0,41,0,1024,Excellent,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
best,Lasith Malinga,21,28,0,41,0,1024,Excellent,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
best,Suranga Lakmal,21,28,0,41,0,1024,Excellent,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
good,Angelo Mathews,21,28,0,41,0,1024,Excellent,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
best,Sachithra Senanayake,21,28,0,41,0,1024,Excellent,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
poor,Kithuruwan Vithanage,21,28,0,41,0,1024,Excellent,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
poor,Tillakaratne Dilshan,21,28,0,41,0,1024,Excellent,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
best,Ashan Priyanjan,21,28,0,41,0,1024,Excellent,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
good,Angelo Mathews,22,22,0,57,0,1021,Excellent,inning2,day,lost,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
good,Suranga Lakmal,22,22,0,57,0,1021,Excellent,inning2,day,lost,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
best,Sachithra Senanayake,22,22,0,57,0,1021,Excellent,inning2,day,lost,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
good,Lasith Malinga,22,22,0,57,0,1021,Excellent,inning2,day,lost,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
good,Ajantha Mendis,22,22,0,57,0,1021,Excellent,inning2,day,lost,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
best,Tillakaratne Dilshan,22,22,0,57,0,1021,Excellent,inning2,day,lost,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
good,Lasith Malinga,23,11,0,48,0,1012,Excellent,inning1,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Nuwan Kulasekara,23,11,0,48,0,1012,Excellent,inning1,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Angelo Mathews,23,11,0,48,0,1012,Excellent,inning1,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Sachithra Senanayake,23,11,0,48,0,1012,Excellent,inning1,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Thisara Perera,23,11,0,48,0,1012,Excellent,inning1,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Lasith Malinga,26,9,0,44,0,1011,Excellent,inning1,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Angelo Mathews,26,9,0,44,0,1011,Excellent,inning1,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Sachithra Senanayake,26,9,0,44,0,1011,Excellent,inning1,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Thisara Perera,26,9,0,44,0,1011,Excellent,inning1,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Ajantha Mendis,26,9,0,44,0,1011,Excellent,inning1,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Ashan Priyanjan,26,9,0,44,0,1011,Excellent,inning1,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Suranga Lakmal,32,5,0,29,0,1015,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Thisara Perera,32,5,0,29,0,1015,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Dhammika Prasad,32,5,0,29,0,1015,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Sachithra Senanayake,32,5,0,29,0,1015,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
