"balls","maidens","runs","wickets","dots","fours","sixes","econ","wides","no_balls","player_name","temp","feels","gust","wind","rain","humidity","cloud","pressure","viscosity","inning","result","bowling_session","toss","venue_name","opposition_name","season_id"
"42","1","29","2","25","3","0","4.14","0","0","Thisara Perera","26","28","19","16","0","59","28","1015","Excellent","inning2","won","day","lost","Sydney Cricket Ground","Australia","5"
"30","1","12","1","23","1","0","2.4","1","0","Rangana Herath","26","28","19","16","0","59","28","1015","Excellent","inning2","won","day","lost","Sydney Cricket Ground","Australia","5"
"48","0","55","2","20","5","0","6.88","2","0","Lasith Malinga","25","28","2","1","3","89","17","1008","Good","inning1","won","day","won","Brisbane Cricket Ground, Woolloongabba, Brisbane","India","5"
"54","0","40","3","32","4","0","4.44","4","0","Nuwan Kulasekara","25","28","2","1","3","89","17","1008","Good","inning1","won","day","won","Brisbane Cricket Ground, Woolloongabba, Brisbane","India","5"
"60","1","52","1","31","5","0","5.2","0","0","Farveez Maharoof","25","28","2","1","3","89","17","1008","Good","inning1","won","day","won","Brisbane Cricket Ground, Woolloongabba, Brisbane","India","5"
"24","0","12","0","15","0","0","3","0","0","Angelo Mathews","25","28","2","1","3","89","17","1008","Good","inning1","won","day","won","Brisbane Cricket Ground, Woolloongabba, Brisbane","India","5"
"43","0","37","4","22","3","0","5.16","1","0","Thisara Perera","25","28","2","1","3","89","17","1008","Good","inning1","won","day","won","Brisbane Cricket Ground, Woolloongabba, Brisbane","India","5"
"42","0","35","0","13","1","0","5","1","0","Rangana Herath","25","28","2","1","3","89","17","1008","Good","inning1","won","day","won","Brisbane Cricket Ground, Woolloongabba, Brisbane","India","5"
"60","0","56","1","30","4","0","5.6","2","0","Lasith Malinga","22","25","11","8","0","58","0","1018","Excellent","inning2","won","day","lost","Bellerive Oval, Hobart","Australia","5"
"60","0","59","1","29","5","1","5.9","0","0","Nuwan Kulasekara","22","25","11","8","0","58","0","1018","Excellent","inning2","won","day","lost","Bellerive Oval, Hobart","Australia","5"
"60","0","40","1","40","2","2","4","0","0","Farveez Maharoof","22","25","11","8","0","58","0","1018","Excellent","inning2","won","day","lost","Bellerive Oval, Hobart","Australia","5"
"54","0","45","1","27","2","2","5","0","0","Rangana Herath","22","25","11","8","0","58","0","1018","Excellent","inning2","won","day","lost","Bellerive Oval, Hobart","Australia","5"
"42","0","43","2","16","3","1","6.14","0","0","Angelo Mathews","22","25","11","8","0","58","0","1018","Excellent","inning2","won","day","lost","Bellerive Oval, Hobart","Australia","5"
"24","0","35","0","10","3","2","8.75","1","0","Thisara Perera","22","25","11","8","0","58","0","1018","Excellent","inning2","won","day","lost","Bellerive Oval, Hobart","Australia","5"
"46","0","96","1","11","15","2","12.52","2","0","Lasith Malinga","12","11","23","14","0","75","19","1019","Excellent","inning1","lost","night","lost","Bellerive Oval, Hobart","India","5"
"48","0","71","0","17","11","0","8.88","1","0","Nuwan Kulasekara","12","11","23","14","0","75","19","1019","Excellent","inning1","lost","night","lost","Bellerive Oval, Hobart","India","5"
"18","0","21","1","8","3","0","7","0","0","Farveez Maharoof","12","11","23","14","0","75","19","1019","Excellent","inning1","lost","night","lost","Bellerive Oval, Hobart","India","5"
"42","0","59","0","9","3","1","8.43","1","0","Thisara Perera","12","11","23","14","0","75","19","1019","Excellent","inning1","lost","night","lost","Bellerive Oval, Hobart","India","5"
"42","0","44","0","13","1","1","6.29","0","0","Angelo Mathews","12","11","23","14","0","75","19","1019","Excellent","inning1","lost","night","lost","Bellerive Oval, Hobart","India","5"
"24","0","20","0","7","0","0","5","1","0","Rangana Herath","12","11","23","14","0","75","19","1019","Excellent","inning1","lost","night","lost","Bellerive Oval, Hobart","India","5"
"60","0","49","4","32","2","0","4.9","3","0","Lasith Malinga","15","15","17","10","1","89","100","1015","Excellent","inning1","won","night","won","Melbourne Cricket Ground","Australia","5"
"55","1","38","2","36","5","0","4.15","1","0","Nuwan Kulasekara","15","15","17","10","1","89","100","1015","Excellent","inning1","won","night","won","Melbourne Cricket Ground","Australia","5"
"24","0","8","0","18","0","0","2","0","0","Angelo Mathews","15","15","17","10","1","89","100","1015","Excellent","inning1","won","night","won","Melbourne Cricket Ground","Australia","5"
"60","0","50","1","32","4","0","5","2","0","Sachithra Senanayake","15","15","17","10","1","89","100","1015","Excellent","inning1","won","night","won","Melbourne Cricket Ground","Australia","5"
"5","0","8","0","0","1","0","9.6","0","0","Thisara Perera","15","15","17","10","1","89","100","1015","Excellent","inning1","won","night","won","Melbourne Cricket Ground","Australia","5"
"25","0","25","1","8","1","0","6","0","0","Lahiru Thirimanne","15","15","17","10","1","89","100","1015","Excellent","inning1","won","night","won","Melbourne Cricket Ground","Australia","5"
"60","0","43","1","34","1","1","4.3","2","1","Rangana Herath","15","15","17","10","1","89","100","1015","Excellent","inning1","won","night","won","Melbourne Cricket Ground","Australia","5"
"6","0","8","0","3","1","0","8","1","0","Tillakaratne Dilshan","15","15","17","10","1","89","100","1015","Excellent","inning1","won","night","won","Melbourne Cricket Ground","Australia","5"
"48","0","74","1","20","6","3","9.25","3","0","Lasith Malinga","25","28","24","15","1","84","57","1013","Excellent","inning2","lost","day","lost","Brisbane Cricket Ground, Woolloongabba, Brisbane","Australia","5"
"60","0","60","1","29","6","0","6","1","0","Nuwan Kulasekara","25","28","24","15","1","84","57","1013","Excellent","inning2","lost","day","lost","Brisbane Cricket Ground, Woolloongabba, Brisbane","Australia","5"
"54","0","64","1","23","8","0","7.11","0","0","Farveez Maharoof","25","28","24","15","1","84","57","1013","Excellent","inning2","lost","day","lost","Brisbane Cricket Ground, Woolloongabba, Brisbane","Australia","5"
"54","0","35","0","25","0","0","3.89","0","0","Tillakaratne Dilshan","25","28","24","15","1","84","57","1013","Excellent","inning2","lost","day","lost","Brisbane Cricket Ground, Woolloongabba, Brisbane","Australia","5"
"42","0","51","2","19","4","2","7.29","0","0","Dhammika Prasad","25","28","24","15","1","84","57","1013","Excellent","inning2","lost","day","lost","Brisbane Cricket Ground, Woolloongabba, Brisbane","Australia","5"
"42","0","36","1","17","1","0","5.14","1","0","Rangana Herath","25","28","24","15","1","84","57","1013","Excellent","inning2","lost","day","lost","Brisbane Cricket Ground, Woolloongabba, Brisbane","Australia","5"
"60","0","40","1","31","1","0","4","0","0","Tillakaratne Dilshan","21","21","28","21","0","64","9","1024","Excellent","inning2","won","day","lost","Adelaide Oval","Australia","5"
"60","0","57","0","22","3","0","5.7","1","0","Nuwan Kulasekara","21","21","28","21","0","64","9","1024","Excellent","inning2","won","day","lost","Adelaide Oval","Australia","5"
"60","1","40","3","32","2","0","4","0","0","Lasith Malinga","21","21","28","21","0","64","9","1024","Excellent","inning2","won","day","lost","Adelaide Oval","Australia","5"
"60","0","71","0","25","5","3","7.1","0","1","Farveez Maharoof","21","21","28","21","0","64","9","1024","Excellent","inning2","won","day","lost","Adelaide Oval","Australia","5"
"60","0","58","0","20","1","2","5.8","1","0","Rangana Herath","21","21","28","21","0","64","9","1024","Excellent","inning2","won","day","lost","Adelaide Oval","Australia","5"
"60","1","41","1","34","2","1","4.1","1","0","Tillakaratne Dilshan","23","25","20","14","0","45","0","1016","Excellent","inning2","lost","day","won","Adelaide Oval","Australia","5"
"57","0","40","2","36","3","1","4.21","1","0","Nuwan Kulasekara","23","25","20","14","0","45","0","1016","Excellent","inning2","lost","day","won","Adelaide Oval","Australia","5"
"60","0","69","0","27","8","0","6.9","1","0","Lasith Malinga","23","25","20","14","0","45","0","1016","Excellent","inning2","lost","day","won","Adelaide Oval","Australia","5"
"60","0","40","3","31","1","1","4","0","0","Farveez Maharoof","23","25","20","14","0","45","0","1016","Excellent","inning2","lost","day","won","Adelaide Oval","Australia","5"
"60","0","36","3","33","3","0","3.6","0","0","Rangana Herath","23","25","20","14","0","45","0","1016","Excellent","inning2","lost","day","won","Adelaide Oval","Australia","5"
"60","0","67","0","26","7","1","6.7","1","0","Nuwan Kulasekara","35","34","7","6","0","25","5","1010","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","India","5"
"60","1","67","1","25","8","0","6.7","2","0","Suranga Lakmal","35","34","7","6","0","25","5","1010","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","India","5"
"60","0","54","0","18","3","0","5.4","0","0","Tillakaratne Dilshan","35","34","7","6","0","25","5","1010","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","India","5"
"54","0","45","0","20","2","0","5","1","0","Seekkuge Prasanna","35","34","7","6","0","25","5","1010","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","India","5"
"60","0","57","2","23","3","1","5.7","2","0","Farveez Maharoof","35","34","7","6","0","25","5","1010","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","India","5"
"6","0","7","0","2","1","0","7","0","0","Chamara Kapugedera","35","34","7","6","0","25","5","1010","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","India","5"
"48","1","44","0","26","6","0","5.5","0","0","Lasith Malinga","28","27","20","9","0","38","3","1009","Excellent","inning1","lost","night","won","Shere Bangla National Stadium, Mirpur, Dhaka","Pakistan","5"
"42","2","22","0","31","3","0","3.14","0","0","Nuwan Kulasekara","28","27","20","9","0","38","3","1009","Excellent","inning1","lost","night","won","Shere Bangla National Stadium, Mirpur, Dhaka","Pakistan","5"
"48","1","37","2","31","5","0","4.63","0","2","Suranga Lakmal","28","27","20","9","0","38","3","1009","Excellent","inning1","lost","night","won","Shere Bangla National Stadium, Mirpur, Dhaka","Pakistan","5"
"47","1","49","1","26","5","2","6.26","0","0","Seekkuge Prasanna","28","27","20","9","0","38","3","1009","Excellent","inning1","lost","night","won","Shere Bangla National Stadium, Mirpur, Dhaka","Pakistan","5"
"42","0","23","1","28","0","1","3.29","2","0","Farveez Maharoof","28","27","20","9","0","38","3","1009","Excellent","inning1","lost","night","won","Shere Bangla National Stadium, Mirpur, Dhaka","Pakistan","5"
"12","0","13","0","5","2","0","6.5","0","0","Tillakaratne Dilshan","28","27","20","9","0","38","3","1009","Excellent","inning1","lost","night","won","Shere Bangla National Stadium, Mirpur, Dhaka","Pakistan","5"
"48","0","29","0","28","2","0","3.63","3","0","Lasith Malinga","30","32","17","9","0","55","24","1006","Excellent","inning1","lost","night","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","5"
"36","0","30","2","23","5","0","5","1","0","Nuwan Kulasekara","30","32","17","9","0","55","24","1006","Excellent","inning1","lost","night","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","5"
"43","0","44","1","24","6","0","6.14","3","0","Suranga Lakmal","30","32","17","9","0","55","24","1006","Excellent","inning1","lost","night","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","5"
"48","0","38","2","28","4","0","4.75","0","0","Sachithra Senanayake","30","32","17","9","0","55","24","1006","Excellent","inning1","lost","night","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","5"
"36","0","46","0","12","5","0","7.67","0","0","Farveez Maharoof","30","32","17","9","0","55","24","1006","Excellent","inning1","lost","night","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","5"
"12","0","12","0","4","1","0","6","0","0","Tillakaratne Dilshan","30","32","17","9","0","55","24","1006","Excellent","inning1","lost","night","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","5"
"42","2","24","1","33","4","0","3.43","0","1","Lasith Malinga","23","25","23","15","0","84","38","1008","Excellent","inning1","lost","night","won","Pallekele International Cricket Stadium","Pakistan","6"
"54","3","29","1","44","4","0","3.22","3","0","Nuwan Kulasekara","23","25","23","15","0","84","38","1008","Excellent","inning1","lost","night","won","Pallekele International Cricket Stadium","Pakistan","6"
"36","1","18","0","31","3","0","3","1","0","Angelo Mathews","23","25","23","15","0","84","38","1008","Excellent","inning1","lost","night","won","Pallekele International Cricket Stadium","Pakistan","6"
"37","0","31","0","24","4","0","5.03","2","0","Thisara Perera","23","25","23","15","0","84","38","1008","Excellent","inning1","lost","night","won","Pallekele International Cricket Stadium","Pakistan","6"
"36","0","18","1","26","1","1","3","0","0","Rangana Herath","23","25","23","15","0","84","38","1008","Excellent","inning1","lost","night","won","Pallekele International Cricket Stadium","Pakistan","6"
"50","1","33","2","33","4","0","3.96","0","0","Nuwan Kulasekara","23","25","23","15","0","87","30","1008","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","Pakistan","6"
"48","1","40","2","26","5","0","5","0","0","Lasith Malinga","23","25","23","15","0","87","30","1008","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","Pakistan","6"
"60","0","48","0","33","4","1","4.8","0","0","Angelo Mathews","23","25","23","15","0","87","30","1008","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","Pakistan","6"
"60","0","44","6","34","5","0","4.4","0","0","Thisara Perera","23","25","23","15","0","87","30","1008","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","Pakistan","6"
"60","1","37","0","29","1","0","3.7","0","0","Rangana Herath","23","25","23","15","0","87","30","1008","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","Pakistan","6"
"18","0","9","1","13","1","0","3","0","0","Lasith Malinga","28","31","29","23","2","74","47","1007","Excellent","inning0","n/r","day","lost","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"18","1","3","1","16","0","0","1","0","0","Nuwan Kulasekara","28","31","29","23","2","74","47","1007","Excellent","inning0","n/r","day","lost","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"2","0","0","0","2","0","0","0","0","0","Angelo Mathews","28","31","29","23","2","74","47","1007","Excellent","inning0","n/r","day","lost","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"42","0","30","2","26","3","0","4.29","2","0","Lasith Malinga","27","31","23","15","0","81","60","1010","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"54","0","36","1","38","4","0","4","5","0","Nuwan Kulasekara","27","31","23","15","0","81","60","1010","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"54","0","33","1","29","1","0","3.67","2","0","Angelo Mathews","27","31","23","15","0","81","60","1010","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"60","0","49","1","19","0","0","4.9","1","0","Sajeewa Weerakoon","27","31","23","15","0","81","60","1010","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"60","1","42","4","34","3","1","4.2","1","0","Thisara Perera","27","31","23","15","0","81","60","1010","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"60","1","52","1","35","8","0","5.2","1","0","Lasith Malinga","28","32","28","21","0","72","45","1010","Excellent","inning2","won","day","lost","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"60","1","53","2","33","7","0","5.3","0","0","Nuwan Kulasekara","28","32","28","21","0","72","45","1010","Excellent","inning2","won","day","lost","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"60","0","41","0","35","5","0","4.1","0","0","Angelo Mathews","28","32","28","21","0","72","45","1010","Excellent","inning2","won","day","lost","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"18","0","12","0","6","0","0","4","0","0","Tillakaratne Dilshan","28","32","28","21","0","72","45","1010","Excellent","inning2","won","day","lost","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"48","0","54","1","19","4","2","6.75","1","0","Thisara Perera","28","32","28","21","0","72","45","1010","Excellent","inning2","won","day","lost","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"54","0","30","2","26","0","0","3.33","1","0","Jeevan Mendis","28","32","28","21","0","72","45","1010","Excellent","inning2","won","day","lost","R.Premadasa Stadium, Khettarama, Colombo","Pakistan","6"
"30","0","20","1","22","3","0","4","1","0","Nuwan Kulasekara","27","30","38","26","0","78","5","1010","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"60","0","83","0","18","8","2","8.3","0","2","Lasith Malinga","27","30","38","26","0","78","5","1010","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"60","0","58","1","24","4","0","5.8","1","0","Angelo Mathews","27","30","38","26","0","78","5","1010","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"60","0","70","3","21","8","0","7","0","0","Thisara Perera","27","30","38","26","0","78","5","1010","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"30","0","28","0","5","0","0","5.6","0","0","Tillakaratne Dilshan","27","30","38","26","0","78","5","1010","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"60","0","52","0","22","3","0","5.2","1","0","Rangana Herath","27","30","38","26","0","78","5","1010","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"45","0","36","2","25","3","0","4.8","0","0","Lasith Malinga","27","31","36","27","0","79","20","1008","Excellent","inning2","won","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"36","0","42","0","15","3","0","7","5","0","Isuru Udana","27","31","36","27","0","79","20","1008","Excellent","inning2","won","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"48","3","19","3","39","3","0","2.38","0","0","Thisara Perera","27","31","36","27","0","79","20","1008","Excellent","inning2","won","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"42","2","14","3","32","1","0","2","0","0","Angelo Mathews","27","31","36","27","0","79","20","1008","Excellent","inning2","won","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"30","0","21","1","13","1","0","4.2","0","0","Rangana Herath","27","31","36","27","0","79","20","1008","Excellent","inning2","won","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","India","6"
"60","0","60","2","27","6","1","6","0","0","Lasith Malinga","27","30","18","12","0","83","68","1009","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"54","0","57","1","22","5","0","6.33","0","0","Thisara Perera","27","30","18","12","0","83","68","1009","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"36","0","42","0","15","4","0","7","4","0","Isuru Udana","27","30","18","12","0","83","68","1009","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"52","0","49","0","23","5","0","5.65","0","0","Angelo Mathews","27","30","18","12","0","83","68","1009","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"54","0","36","1","22","0","0","4","0","0","Rangana Herath","27","30","18","12","0","83","68","1009","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"18","0","14","0","8","1","0","4.67","0","0","Tillakaratne Dilshan","27","30","18","12","0","83","68","1009","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"24","0","19","0","8","1","0","4.75","0","0","Jeevan Mendis","27","30","18","12","0","83","68","1009","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"48","1","41","1","25","3","0","5.13","2","0","Lasith Malinga","27","30","18","12","0","83","35","1011","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"36","0","51","0","18","8","1","8.5","1","0","Thisara Perera","27","30","18","12","0","83","35","1011","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"36","1","18","1","25","1","0","3","0","0","Angelo Mathews","27","30","18","12","0","83","35","1011","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"48","0","52","1","26","4","1","6.5","1","2","Nuwan Pradeep","27","30","18","12","0","83","35","1011","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"42","0","44","0","17","5","0","6.29","0","0","Rangana Herath","27","30","18","12","0","83","35","1011","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"36","0","37","1","14","2","0","6.17","0","0","Jeevan Mendis","27","30","18","12","0","83","35","1011","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"8","0","10","0","2","1","0","7.5","0","0","Tillakaratne Dilshan","27","30","18","12","0","83","35","1011","Excellent","inning1","lost","night","won","R.Premadasa Stadium, Khettarama, Colombo","India","6"
"60","0","64","3","24","8","0","6.4","1","0","Lasith Malinga","27","28","24","19","1","62","7","1007","Excellent","inning2","lost","day","lost","Pallekele International Cricket Stadium","India","6"
"60","0","53","1","32","4","1","5.3","3","0","Thisara Perera","27","28","24","19","1","62","7","1007","Excellent","inning2","lost","day","lost","Pallekele International Cricket Stadium","India","6"
"30","0","29","0","17","4","0","5.8","0","0","Angelo Mathews","27","28","24","19","1","62","7","1007","Excellent","inning2","lost","day","lost","Pallekele International Cricket Stadium","India","6"
"60","0","63","2","26","8","0","6.3","0","0","Nuwan Pradeep","27","28","24","19","1","62","7","1007","Excellent","inning2","lost","day","lost","Pallekele International Cricket Stadium","India","6"
"60","0","50","1","25","2","0","5","1","0","Sachithra Senanayake","27","28","24","19","1","62","7","1007","Excellent","inning2","lost","day","lost","Pallekele International Cricket Stadium","India","6"
"30","0","25","0","10","1","0","5","0","0","Jeevan Mendis","27","28","24","19","1","62","7","1007","Excellent","inning2","lost","day","lost","Pallekele International Cricket Stadium","India","6"
"60","0","39","2","36","2","0","3.9","1","0","Lasith Malinga","25","28","6","4","4","82","32","1008","Good","inning2","won","day","lost","Pallekele International Cricket Stadium","New Zealand","7"
"60","1","50","1","38","5","1","5","2","0","Nuwan Kulasekara","25","28","6","4","4","82","32","1008","Good","inning2","won","day","lost","Pallekele International Cricket Stadium","New Zealand","7"
"42","0","38","1","16","2","0","5.43","1","0","Angelo Mathews","25","28","6","4","4","82","32","1008","Good","inning2","won","day","lost","Pallekele International Cricket Stadium","New Zealand","7"
"42","0","52","1","18","5","2","7.43","0","0","Thisara Perera","25","28","6","4","4","82","32","1008","Good","inning2","won","day","lost","Pallekele International Cricket Stadium","New Zealand","7"
"60","0","28","1","39","1","0","2.8","1","0","Rangana Herath","25","28","6","4","4","82","32","1008","Good","inning2","won","day","lost","Pallekele International Cricket Stadium","New Zealand","7"
"36","0","34","0","13","3","0","5.67","1","0","Jeevan Mendis","25","28","6","4","4","82","32","1008","Good","inning2","won","day","lost","Pallekele International Cricket Stadium","New Zealand","7"
"42","0","40","1","23","3","1","5.71","0","0","Lasith Malinga","24","27","1","0","22","91","55","1008","Average","inning2","won","day","won","Pallekele International Cricket Stadium","New Zealand","7"
"42","1","45","1","21","4","1","6.43","1","0","Nuwan Kulasekara","24","27","1","0","22","91","55","1008","Average","inning2","won","day","won","Pallekele International Cricket Stadium","New Zealand","7"
"30","0","15","1","20","1","0","3","1","0","Angelo Mathews","24","27","1","0","22","91","55","1008","Average","inning2","won","day","won","Pallekele International Cricket Stadium","New Zealand","7"
"24","0","22","0","14","2","1","5.5","1","0","Thisara Perera","24","27","1","0","22","91","55","1008","Average","inning2","won","day","won","Pallekele International Cricket Stadium","New Zealand","7"
"30","0","34","2","12","3","0","6.8","3","0","Jeevan Mendis","24","27","1","0","22","91","55","1008","Average","inning2","won","day","won","Pallekele International Cricket Stadium","New Zealand","7"
"12","0","9","0","3","0","0","4.5","0","0","Tillakaratne Dilshan","24","27","1","0","22","91","55","1008","Average","inning2","won","day","won","Pallekele International Cricket Stadium","New Zealand","7"
"18","0","20","0","4","2","0","6.67","0","0","Rangana Herath","24","27","1","0","22","91","55","1008","Average","inning2","won","day","won","Pallekele International Cricket Stadium","New Zealand","7"
"36","1","38","0","18","4","1","6.33","0","0","Lasith Malinga","27","30","10","6","4","79","37","1012","Good","inning2","won","day","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","New Zealand","7"
"30","1","17","2","21","1","0","3.4","3","0","Nuwan Kulasekara","27","30","10","6","4","79","37","1012","Good","inning2","won","day","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","New Zealand","7"
"36","0","19","0","25","2","0","3.17","0","0","Angelo Mathews","27","30","10","6","4","79","37","1012","Good","inning2","won","day","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","New Zealand","7"
"30","0","16","1","17","1","0","3.2","0","0","Thisara Perera","27","30","10","6","4","79","37","1012","Good","inning2","won","day","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","New Zealand","7"
"36","0","23","1","19","0","1","3.83","1","0","Rangana Herath","27","30","10","6","4","79","37","1012","Good","inning2","won","day","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","New Zealand","7"
"24","0","15","3","14","1","0","3.75","1","0","Jeevan Mendis","27","30","10","6","4","79","37","1012","Good","inning2","won","day","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","New Zealand","7"
"60","0","53","1","28","4","0","5.3","0","0","Nuwan Kulasekara","32","30","19","16","0","24","2","1001","Excellent","inning2","lost","day","lost","Melbourne Cricket Ground","Australia","7"
"60","1","61","1","27","7","0","6.1","2","0","Lasith Malinga","32","30","19","16","0","24","2","1001","Excellent","inning2","lost","day","lost","Melbourne Cricket Ground","Australia","7"
"48","0","46","1","22","6","0","5.75","0","0","Angelo Mathews","32","30","19","16","0","24","2","1001","Excellent","inning2","lost","day","lost","Melbourne Cricket Ground","Australia","7"
"60","0","62","1","28","4","1","6.2","3","0","Ajantha Mendis","32","30","19","16","0","24","2","1001","Excellent","inning2","lost","day","lost","Melbourne Cricket Ground","Australia","7"
"24","0","17","0","8","0","0","4.25","0","0","Tillakaratne Dilshan","32","30","19","16","0","24","2","1001","Excellent","inning2","lost","day","lost","Melbourne Cricket Ground","Australia","7"
"24","0","28","0","11","5","0","7","0","0","Thisara Perera","32","30","19","16","0","24","2","1001","Excellent","inning2","lost","day","lost","Melbourne Cricket Ground","Australia","7"
"24","0","33","0","8","3","1","8.25","0","0","Jeevan Mendis","32","30","19","16","0","24","2","1001","Excellent","inning2","lost","day","lost","Melbourne Cricket Ground","Australia","7"
"54","0","24","1","39","1","0","2.67","1","0","Nuwan Kulasekara","19","19","13","11","2","60","5","1017","Excellent","inning2","won","day","won","Adelaide Oval","Australia","7"
"60","1","24","2","46","2","0","2.4","1","0","Angelo Mathews","19","19","13","11","2","60","5","1017","Excellent","inning2","won","day","won","Adelaide Oval","Australia","7"
"54","0","40","2","38","3","2","4.44","1","0","Thisara Perera","19","19","13","11","2","60","5","1017","Excellent","inning2","won","day","won","Adelaide Oval","Australia","7"
"54","0","32","3","37","4","0","3.56","0","0","Lasith Malinga","19","19","13","11","2","60","5","1017","Excellent","inning2","won","day","won","Adelaide Oval","Australia","7"
"47","0","41","1","27","4","0","5.23","1","0","Ajantha Mendis","19","19","13","11","2","60","5","1017","Excellent","inning2","won","day","won","Adelaide Oval","Australia","7"
"12","0","7","0","5","0","0","3.5","0","0","Jeevan Mendis","19","19","13","11","2","60","5","1017","Excellent","inning2","won","day","won","Adelaide Oval","Australia","7"
"24","0","10","1","19","1","0","2.5","0","0","Angelo Mathews","28","30","28","24","0","62","11","1007","Excellent","inning2","won","day","lost","Brisbane Cricket Ground, Woolloongabba, Brisbane","Australia","7"
