"balls","maidens","runs","wickets","dots","fours","sixes","econ","wides","no_balls","player_name","temp","feels","gust","wind","rain","humidity","cloud","pressure","viscosity","inning","result","bowling_session","toss","venue_name","opposition_name","season_id"
"6","0","10","0","1","1","0","10","2","0","Asela Gunaratne","19","19","6","5","0","57","15","1019","Excellent","inning2","lost","day","won","Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh","India","17"
"30","2","20","0","22","3","0","4","1","0","Suranga Lakmal","25","26","17","11","0","65","0","1018","Excellent","inning1","lost","day","lost","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","India","17"
"43","0","53","1","22","5","2","7.4","2","0","Akila Dananjaya","25","26","17","11","0","65","0","1018","Excellent","inning1","lost","day","lost","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","India","17"
"18","0","30","0","4","5","0","10","0","0","Angelo Mathews","25","26","17","11","0","65","0","1018","Excellent","inning1","lost","day","lost","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","India","17"
"24","0","33","0","6","3","1","8.25","0","0","Sachith Pathirana","25","26","17","11","0","65","0","1018","Excellent","inning1","lost","day","lost","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","India","17"
"18","0","10","0","11","1","0","3.33","0","0","Nuwan Pradeep","25","26","17","11","0","65","0","1018","Excellent","inning1","lost","day","lost","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","India","17"
"30","0","25","1","14","3","0","5","0","0","Thisara Perera","25","26","17","11","0","65","0","1018","Excellent","inning1","lost","day","lost","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","India","17"
"24","0","30","0","12","3","0","7.5","4","0","Asela Gunaratne","25","26","17","11","0","65","0","1018","Excellent","inning1","lost","day","lost","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","India","17"
"6","0","12","0","2","1","1","12","0","0","Danushka Gunathilaka","25","26","17","11","0","65","0","1018","Excellent","inning1","lost","day","lost","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","India","17"
"60","0","70","1","29","11","0","7","2","0","Suranga Lakmal","27","27","5","4","0","40","0","1015","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"60","0","67","0","27","9","1","6.7","0","0","Akila Dananjaya","27","27","5","4","0","40","0","1015","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"60","0","43","2","42","3","2","4.3","2","0","Thisara Perera","27","27","5","4","0","40","0","1015","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"60","0","51","0","33","4","0","5.1","5","0","Dushmantha Chameera","27","27","5","4","0","40","0","1015","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"18","0","18","0","5","1","0","6","0","0","PWH de Silva","27","27","5","4","0","40","0","1015","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"42","0","37","3","15","1","1","5.29","1","0","Asela Gunaratne","27","27","5","4","0","40","0","1015","Excellent","inning2","lost","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"54","0","60","0","26","8","1","6.67","1","0","Suranga Lakmal","28","27","9","8","0","38","0","1015","Excellent","inning2","lost","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"60","0","66","2","25","9","0","6.6","1","0","Nuwan Pradeep","28","27","9","8","0","38","0","1015","Excellent","inning2","lost","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"60","0","40","1","34","2","1","4","2","0","Akila Dananjaya","28","27","9","8","0","38","0","1015","Excellent","inning2","lost","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"54","0","60","3","20","5","1","6.67","3","0","Thisara Perera","28","27","9","8","0","38","0","1015","Excellent","inning2","lost","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"30","0","38","1","9","1","2","7.6","0","0","Asela Gunaratne","28","27","9","8","0","38","0","1015","Excellent","inning2","lost","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"42","0","51","0","10","3","1","7.29","0","0","PWH de Silva","28","27","9","8","0","38","0","1015","Excellent","inning2","lost","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"42","0","23","0","26","2","0","3.29","0","0","Suranga Lakmal","27","27","11","9","0","39","0","1014","Excellent","inning2","won","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"48","2","28","3","38","4","0","3.5","2","0","Nuwan Pradeep","27","27","11","9","0","39","0","1014","Excellent","inning2","won","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"48","0","33","4","33","4","0","4.13","2","0","Thisara Perera","27","27","11","9","0","39","0","1014","Excellent","inning2","won","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"60","0","45","0","29","3","0","4.5","2","0","Akila Dananjaya","27","27","11","9","0","39","0","1014","Excellent","inning2","won","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"60","0","57","2","26","5","0","5.7","5","0","Lakshan Sandakan","27","27","11","9","0","39","0","1014","Excellent","inning2","won","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"6","0","4","0","2","0","0","4","0","0","Asela Gunaratne","27","27","11","9","0","39","0","1014","Excellent","inning2","won","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Zimbabwe","17"
"42","1","21","3","34","2","0","3","1","0","Suranga Lakmal","27","26","11","9","0","36","2","1011","Excellent","inning2","won","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"30","1","6","2","26","0","0","1.2","2","0","Dushmantha Chameera","27","26","11","9","0","36","2","1011","Excellent","inning2","won","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"36","0","27","2","22","4","0","4.5","1","0","Thisara Perera","27","26","11","9","0","36","2","1011","Excellent","inning2","won","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"36","0","24","2","21","1","0","4","2","0","Lakshan Sandakan","27","26","11","9","0","36","2","1011","Excellent","inning2","won","day","lost","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"54","2","29","0","39","1","2","3.22","0","0","Suranga Lakmal","25","25","17","15","0","30","3","1011","Excellent","inning1","won","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"48","1","17","2","35","1","0","2.13","1","0","Dushmantha Chameera","25","25","17","15","0","30","3","1011","Excellent","inning1","won","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"42","0","31","0","23","3","0","4.43","0","0","Thisara Perera","25","25","17","15","0","30","3","1011","Excellent","inning1","won","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"37","1","26","3","23","2","0","4.22","2","0","Shehan Madushanka","25","25","17","15","0","30","3","1011","Excellent","inning1","won","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"54","0","30","2","37","0","2","3.33","2","0","Akila Dananjaya","25","25","17","15","0","30","3","1011","Excellent","inning1","won","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"12","1","4","0","9","0","0","2","1","0","Danushka Gunathilaka","25","25","17","15","0","30","3","1011","Excellent","inning1","won","day","won","Shere Bangla National Stadium, Mirpur, Dhaka","Bangladesh","17"
"60","0","50","3","38","6","1","5","0","0","Akila Dananjaya","27","30","11","9","10","86","83","1011","Average","inning1","lost","day","won","Rangiri Dambulla International Stadium","South Africa","18"
"36","0","37","1","21","6","0","6.17","1","0","Suranga Lakmal","27","30","11","9","10","86","83","1011","Average","inning1","lost","day","won","Rangiri Dambulla International Stadium","South Africa","18"
"24","0","23","0","14","2","1","5.75","1","0","Shehan Jayasuriya","27","30","11","9","10","86","83","1011","Average","inning1","lost","day","won","Rangiri Dambulla International Stadium","South Africa","18"
"18","0","11","0","12","1","0","3.67","1","0","Lahiru Kumara","27","30","11","9","10","86","83","1011","Average","inning1","lost","day","won","Rangiri Dambulla International Stadium","South Africa","18"
"48","0","74","1","18","12","1","9.25","1","0","Lakshan Sandakan","27","30","11","9","10","86","83","1011","Average","inning1","lost","day","won","Rangiri Dambulla International Stadium","South Africa","18"
"42","0","39","1","22","4","0","5.57","0","0","Suranga Lakmal","25","28","6","3","3","88","59","1010","Good","inning1","lost","night","won","Rangiri Dambulla International Stadium","South Africa","18"
"35","0","44","1","17","6","1","7.54","0","0","Kasun Rajitha","25","28","6","3","3","88","59","1010","Good","inning1","lost","night","won","Rangiri Dambulla International Stadium","South Africa","18"
"60","0","60","3","30","6","1","6","2","0","Akila Dananjaya","25","28","6","3","3","88","59","1010","Good","inning1","lost","night","won","Rangiri Dambulla International Stadium","South Africa","18"
"42","0","34","1","25","4","0","4.86","1","0","Thisara Perera","25","28","6","3","3","88","59","1010","Good","inning1","lost","night","won","Rangiri Dambulla International Stadium","South Africa","18"
"60","0","53","0","32","5","1","5.3","0","0","Prabath Jayasuriya","25","28","6","3","3","88","59","1010","Good","inning1","lost","night","won","Rangiri Dambulla International Stadium","South Africa","18"
"18","0","16","0","9","0","1","5.33","0","0","Shehan Jayasuriya","25","28","6","3","3","88","59","1010","Good","inning1","lost","night","won","Rangiri Dambulla International Stadium","South Africa","18"
"54","1","59","0","31","7","2","6.56","2","1","Suranga Lakmal","27","29","12","10","1","68","14","1011","Excellent","inning2","lost","day","won","Pallekele International Cricket Stadium","South Africa","18"
"60","0","67","2","29","9","0","6.7","2","0","Lahiru Kumara","27","29","12","10","1","68","14","1011","Excellent","inning2","lost","day","won","Pallekele International Cricket Stadium","South Africa","18"
"60","0","81","1","20","5","3","8.1","4","0","Akila Dananjaya","27","29","12","10","1","68","14","1011","Excellent","inning2","lost","day","won","Pallekele International Cricket Stadium","South Africa","18"
"60","0","75","4","23","7","1","7.5","0","0","Thisara Perera","27","29","12","10","1","68","14","1011","Excellent","inning2","lost","day","won","Pallekele International Cricket Stadium","South Africa","18"
"36","0","42","0","10","2","1","7","0","0","Prabath Jayasuriya","27","29","12","10","1","68","14","1011","Excellent","inning2","lost","day","won","Pallekele International Cricket Stadium","South Africa","18"
"30","0","32","0","13","3","1","6.4","0","0","Dhananjaya de Silva","27","29","12","10","1","68","14","1011","Excellent","inning2","lost","day","won","Pallekele International Cricket Stadium","South Africa","18"
"30","0","46","3","11","5","1","9.2","1","1","Suranga Lakmal","22","22","11","7","0","87","35","1011","Excellent","inning1","won","night","lost","Pallekele International Cricket Stadium","South Africa","18"
"18","0","30","1","7","4","1","10","2","0","Akila Dananjaya","22","22","11","7","0","87","35","1011","Excellent","inning1","won","night","lost","Pallekele International Cricket Stadium","South Africa","18"
"24","0","32","2","8","4","0","8","1","0","Thisara Perera","22","22","11","7","0","87","35","1011","Excellent","inning1","won","night","lost","Pallekele International Cricket Stadium","South Africa","18"
"12","0","20","1","1","3","0","10","0","0","Dasun Shanaka","22","22","11","7","0","87","35","1011","Excellent","inning1","won","night","lost","Pallekele International Cricket Stadium","South Africa","18"
"18","0","28","0","7","3","1","9.33","0","0","Lahiru Kumara","22","22","11","7","0","87","35","1011","Excellent","inning1","won","night","lost","Pallekele International Cricket Stadium","South Africa","18"
"24","0","26","1","8","1","1","6.5","2","0","Dhananjaya de Silva","22","22","11","7","0","87","35","1011","Excellent","inning1","won","night","lost","Pallekele International Cricket Stadium","South Africa","18"
"24","0","22","1","17","5","0","5.5","0","0","Suranga Lakmal","26","30","26","16","0","88","74","1010","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","South Africa","18"
"54","0","29","6","37","3","0","3.22","0","0","Akila Dananjaya","26","30","26","16","0","88","74","1010","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","South Africa","18"
"24","0","21","1","13","3","0","5.25","0","0","Dhananjaya de Silva","26","30","26","16","0","88","74","1010","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","South Africa","18"
"12","0","14","0","3","0","1","7","0","0","Thisara Perera","26","30","26","16","0","88","74","1010","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","South Africa","18"
"34","0","34","2","17","5","0","6","1","0","Lahiru Kumara","26","30","26","16","0","88","74","1010","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","South Africa","18"
"60","2","23","4","44","0","0","2.3","3","1","Lasith Malinga","38","46","21","14","0","41","0","1004","Excellent","inning2","lost","day","lost","Dubai International Cricket Stadium","Bangladesh","18"
"60","0","46","1","32","4","0","4.6","1","0","Suranga Lakmal","38","46","21","14","0","41","0","1004","Excellent","inning2","lost","day","lost","Dubai International Cricket Stadium","Bangladesh","18"
"54","0","55","1","24","5","1","6.11","0","0","Amila Aponso","38","46","21","14","0","41","0","1004","Excellent","inning2","lost","day","lost","Dubai International Cricket Stadium","Bangladesh","18"
"45","0","51","1","23","4","3","6.8","1","0","Thisara Perera","38","46","21","14","0","41","0","1004","Excellent","inning2","lost","day","lost","Dubai International Cricket Stadium","Bangladesh","18"
"18","0","25","0","5","2","1","8.33","0","0","Dilruwan Perera","38","46","21","14","0","41","0","1004","Excellent","inning2","lost","day","lost","Dubai International Cricket Stadium","Bangladesh","18"
"42","0","38","2","19","2","1","5.43","1","0","Dhananjaya de Silva","38","46","21","14","0","41","0","1004","Excellent","inning2","lost","day","lost","Dubai International Cricket Stadium","Bangladesh","18"
"18","0","19","0","7","2","0","6.33","0","0","Dasun Shanaka","38","46","21","14","0","41","0","1004","Excellent","inning2","lost","day","lost","Dubai International Cricket Stadium","Bangladesh","18"
"60","0","66","1","28","8","0","6.6","3","0","Lasith Malinga","39","44","10","6","0","38","0","1002","Excellent","inning2","lost","day","lost","Sheikh Zayed Stadium, Abu Dhabi","Afghanistan","18"
"60","2","43","1","34","3","1","4.3","1","0","Dushmantha Chameera","39","44","10","6","0","38","0","1002","Excellent","inning2","lost","day","lost","Sheikh Zayed Stadium, Abu Dhabi","Afghanistan","18"
"54","0","55","5","26","5","1","6.11","0","0","Thisara Perera","39","44","10","6","0","38","0","1002","Excellent","inning2","lost","day","lost","Sheikh Zayed Stadium, Abu Dhabi","Afghanistan","18"
"60","0","39","2","35","1","1","3.9","3","0","Akila Dananjaya","39","44","10","6","0","38","0","1002","Excellent","inning2","lost","day","lost","Sheikh Zayed Stadium, Abu Dhabi","Afghanistan","18"
"30","0","22","0","11","0","0","4.4","0","0","Dhananjaya de Silva","39","44","10","6","0","38","0","1002","Excellent","inning2","lost","day","lost","Sheikh Zayed Stadium, Abu Dhabi","Afghanistan","18"
"36","0","22","1","20","2","0","3.67","0","0","Shehan Jayasuriya","39","44","10","6","0","38","0","1002","Excellent","inning2","lost","day","lost","Sheikh Zayed Stadium, Abu Dhabi","Afghanistan","18"
"30","0","37","0","17","7","0","7.4","2","0","Lasith Malinga","28","31","18","15","9","72","27","1011","Average","inning0","n/r","day","won","Rangiri Dambulla International Stadium","England","19"
"30","0","23","1","20","4","0","4.6","0","0","Nuwan Pradeep","28","31","18","15","9","72","27","1011","Average","inning0","n/r","day","won","Rangiri Dambulla International Stadium","England","19"
"30","0","30","1","16","2","2","6","0","0","Akila Dananjaya","28","31","18","15","9","72","27","1011","Average","inning0","n/r","day","won","Rangiri Dambulla International Stadium","England","19"
"60","1","44","5","34","5","0","4.4","1","1","Lasith Malinga","24","26","19","14","1","89","93","1014","Excellent","inning2","lost","day","won","Rangiri Dambulla International Stadium","England","19"
"60","0","52","1","32","6","0","5.2","2","0","Nuwan Pradeep","24","26","19","14","1","89","93","1014","Excellent","inning2","lost","day","won","Rangiri Dambulla International Stadium","England","19"
"60","0","64","1","26","8","0","6.4","0","0","Akila Dananjaya","24","26","19","14","1","89","93","1014","Excellent","inning2","lost","day","won","Rangiri Dambulla International Stadium","England","19"
"42","0","37","1","22","3","1","5.29","0","0","Thisara Perera","24","26","19","14","1","89","93","1014","Excellent","inning2","lost","day","won","Rangiri Dambulla International Stadium","England","19"
"54","0","59","0","18","5","0","6.56","1","1","Lakshan Sandakan","24","26","19","14","1","89","93","1014","Excellent","inning2","lost","day","won","Rangiri Dambulla International Stadium","England","19"
"24","0","19","1","13","1","1","4.75","0","0","Dhananjaya de Silva","24","26","19","14","1","89","93","1014","Excellent","inning2","lost","day","won","Rangiri Dambulla International Stadium","England","19"
"24","0","39","0","9","4","1","9.75","3","0","Lasith Malinga","22","25","5","3","6","91","40","1013","Good","inning1","lost","night","lost","Pallekele International Cricket Stadium","England","19"
"21","0","27","2","9","3","1","7.71","0","0","Amila Aponso","22","25","5","3","6","91","40","1013","Good","inning1","lost","night","lost","Pallekele International Cricket Stadium","England","19"
"24","0","33","1","7","2","1","8.25","2","0","Akila Dananjaya","22","25","5","3","6","91","40","1013","Good","inning1","lost","night","lost","Pallekele International Cricket Stadium","England","19"
"24","0","23","0","8","1","0","5.75","0","0","Dhananjaya de Silva","22","25","5","3","6","91","40","1013","Good","inning1","lost","night","lost","Pallekele International Cricket Stadium","England","19"
"12","0","21","0","2","2","1","10.5","0","0","Nuwan Pradeep","22","25","5","3","6","91","40","1013","Good","inning1","lost","night","lost","Pallekele International Cricket Stadium","England","19"
"6","0","8","0","2","1","0","8","0","0","Thisara Perera","22","25","5","3","6","91","40","1013","Good","inning1","lost","night","lost","Pallekele International Cricket Stadium","England","19"
"30","0","15","0","22","2","0","3","1","0","Lasith Malinga","24","26","4","3","13","92","46","1011","Average","inning1","lost","day","lost","Pallekele International Cricket Stadium","England","19"
"36","0","37","0","16","2","2","6.17","0","0","Amila Aponso","24","26","4","3","13","92","46","1011","Average","inning1","lost","day","lost","Pallekele International Cricket Stadium","England","19"
"30","0","27","0","15","3","0","5.4","1","0","Kasun Rajitha","24","26","4","3","13","92","46","1011","Average","inning1","lost","day","lost","Pallekele International Cricket Stadium","England","19"
"42","0","27","2","23","2","0","3.86","1","0","Akila Dananjaya","24","26","4","3","13","92","46","1011","Average","inning1","lost","day","lost","Pallekele International Cricket Stadium","England","19"
"24","0","18","0","10","1","0","4.5","0","1","Dhananjaya de Silva","24","26","4","3","13","92","46","1011","Average","inning1","lost","day","lost","Pallekele International Cricket Stadium","England","19"
"30","0","21","1","23","4","0","4.2","0","0","Kasun Rajitha","27","31","14","9","1","87","40","1012","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","England","19"
"36","0","20","3","26","2","0","3.33","1","0","Dushmantha Chameera","27","31","14","9","1","87","40","1012","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","England","19"
"12","0","18","0","3","3","0","9","0","0","Thisara Perera","27","31","14","9","1","87","40","1012","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","England","19"
"24","0","18","1","14","1","1","4.5","0","0","Dhananjaya de Silva","27","31","14","9","1","87","40","1012","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","England","19"
"37","0","19","4","23","1","0","3.08","0","0","Akila Dananjaya","27","31","14","9","1","87","40","1012","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","England","19"
"18","0","35","0","4","7","0","11.67","0","0","Lakshan Sandakan","27","31","14","9","1","87","40","1012","Excellent","inning1","won","night","won","R.Premadasa Stadium, Khettarama, Colombo","England","19"
"60","0","78","2","21","7","1","7.8","4","2","Lasith Malinga","25","26","20","17","0","53","6","1010","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"48","0","72","2","21","8","3","9","0","1","Nuwan Pradeep","25","26","20","17","0","53","6","1010","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"60","0","80","2","23","4","5","8","1","1","Thisara Perera","25","26","20","17","0","53","6","1010","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"60","0","60","0","27","4","2","6","0","0","Seekkuge Prasanna","25","26","20","17","0","53","6","1010","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"60","0","64","0","22","2","3","6.4","0","0","Lakshan Sandakan","25","26","20","17","0","53","6","1010","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"6","0","5","0","1","0","0","5","0","0","Asela Gunaratne","25","26","20","17","0","53","6","1010","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"6","0","10","0","2","2","0","10","0","0","Danushka Gunathilaka","25","26","20","17","0","53","6","1010","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"60","0","45","2","31","4","0","4.5","0","0","Lasith Malinga","19","19","22","19","0","45","25","1009","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"54","0","59","1","18","6","0","6.56","0","0","Nuwan Pradeep","19","19","22","19","0","45","25","1009","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"6","0","10","0","1","1","0","10","0","0","Danushka Gunathilaka","19","19","22","19","0","45","25","1009","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"42","0","69","0","14","4","5","9.86","2","0","Thisara Perera","19","19","22","19","0","45","25","1009","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"60","0","56","0","29","7","0","5.6","1","0","Lakshan Sandakan","19","19","22","19","0","45","25","1009","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"30","0","34","0","11","1","2","6.8","0","0","Seekkuge Prasanna","19","19","22","19","0","45","25","1009","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"48","0","40","0","19","3","0","5","0","0","Asela Gunaratne","19","19","22","19","0","45","25","1009","Excellent","inning2","lost","day","lost","Bay Oval, Mount Maunganui","New Zealand","19"
"60","1","93","3","26","5","6","9.3","1","0","Lasith Malinga","26","26","8","7","0","38","0","1017","Excellent","inning2","lost","day","won","Saxton Oval, Nelson","New Zealand","19"
"48","0","55","0","20","8","0","6.88","0","0","Dushmantha Chameera","26","26","8","7","0","38","0","1017","Excellent","inning2","lost","day","won","Saxton Oval, Nelson","New Zealand","19"
"54","1","77","0","26","9","2","8.56","5","1","Nuwan Pradeep","26","26","8","7","0","38","0","1017","Excellent","inning2","lost","day","won","Saxton Oval, Nelson","New Zealand","19"
"12","0","8","0","7","1","0","4","0","0","Thisara Perera","26","26","8","7","0","38","0","1017","Excellent","inning2","lost","day","won","Saxton Oval, Nelson","New Zealand","19"
"60","0","54","1","22","3","1","5.4","0","0","Lakshan Sandakan","26","26","8","7","0","38","0","1017","Excellent","inning2","lost","day","won","Saxton Oval, Nelson","New Zealand","19"
"36","0","36","0","13","3","0","6","0","0","Dasun Shanaka","26","26","8","7","0","38","0","1017","Excellent","inning2","lost","day","won","Saxton Oval, Nelson","New Zealand","19"
"30","0","35","0","5","3","0","7","0","0","Dhananjaya de Silva","26","26","8","7","0","38","0","1017","Excellent","inning2","lost","day","won","Saxton Oval, Nelson","New Zealand","19"
"42","0","37","0","21","4","0","5.29","1","0","Lasith Malinga","33","31","19","16","0","19","0","1008","Excellent","inning1","lost","day","lost","The Wanderers Stadium, Johannesburg","South Africa","19"
"30","0","43","1","13","7","0","8.6","1","0","Vishwa Fernando","33","31","19","16","0","19","0","1008","Excellent","inning1","lost","day","lost","The Wanderers Stadium, Johannesburg","South Africa","19"
"60","0","52","1","27","6","0","5.2","0","0","Akila Dananjaya","33","31","19","16","0","19","0","1008","Excellent","inning1","lost","day","lost","The Wanderers Stadium, Johannesburg","South Africa","19"
"18","0","22","0","10","3","0","7.33","0","0","Thisara Perera","33","31","19","16","0","19","0","1008","Excellent","inning1","lost","day","lost","The Wanderers Stadium, Johannesburg","South Africa","19"
"24","0","21","0","15","2","1","5.25","0","0","Dhananjaya de Silva","33","31","19","16","0","19","0","1008","Excellent","inning1","lost","day","lost","The Wanderers Stadium, Johannesburg","South Africa","19"
"59","0","56","0","25","6","0","5.69","2","0","Lakshan Sandakan","33","31","19","16","0","19","0","1008","Excellent","inning1","lost","day","lost","The Wanderers Stadium, Johannesburg","South Africa","19"
"54","0","39","2","31","3","0","4.33","3","0","Lasith Malinga","31","30","8","7","0","31","22","1015","Excellent","inning2","lost","day","won","SuperSport Park, Centurion","South Africa","19"
"30","0","47","1","13","9","0","9.4","1","0","Vishwa Fernando","31","30","8","7","0","31","22","1015","Excellent","inning2","lost","day","won","SuperSport Park, Centurion","South Africa","19"
"48","0","55","2","18","6","1","6.88","0","0","Dhananjaya de Silva","31","30","8","7","0","31","22","1015","Excellent","inning2","lost","day","won","SuperSport Park, Centurion","South Africa","19"
"42","0","46","1","26","9","0","6.57","2","0","Kasun Rajitha","31","30","8","7","0","31","22","1015","Excellent","inning2","lost","day","won","SuperSport Park, Centurion","South Africa","19"
"55","1","38","1","28","3","0","4.15","0","0","Akila Dananjaya","31","30","8","7","0","31","22","1015","Excellent","inning2","lost","day","won","SuperSport Park, Centurion","South Africa","19"
"42","0","26","3","27","3","0","3.71","1","0","Thisara Perera","31","30","8","7","0","31","22","1015","Excellent","inning2","lost","day","won","SuperSport Park, Centurion","South Africa","19"
"60","0","68","1","22","8","0","6.8","1","0","Lasith Malinga","25","27","15","12","0","77","63","1019","Excellent","inning2","lost","day","won","Kingsmead, Durban","South Africa","19"
"48","0","50","2","20","5","1","6.25","0","0","Isuru Udana","25","27","15","12","0","77","63","1019","Excellent","inning2","lost","day","won","Kingsmead, Durban","South Africa","19"
"48","0","69","1","21","12","0","8.63","3","0","Kasun Rajitha","25","27","15","12","0","77","63","1019","Excellent","inning2","lost","day","won","Kingsmead, Durban","South Africa","19"
"54","0","56","0","18","1","3","6.22","1","0","Akila Dananjaya","25","27","15","12","0","77","63","1019","Excellent","inning2","lost","day","won","Kingsmead, Durban","South Africa","19"
"30","0","38","0","10","6","0","7.6","0","0","Thisara Perera","25","27","15","12","0","77","63","1019","Excellent","inning2","lost","day","won","Kingsmead, Durban","South Africa","19"
"60","0","45","1","28","4","0","4.5","0","0","Kamindu Mendis","25","27","15","12","0","77","63","1019","Excellent","inning2","lost","day","won","Kingsmead, Durban","South Africa","19"
"60","1","41","3","37","4","1","4.1","0","0","Dhananjaya de Silva","22","25","26","21","0","71","6","1014","Excellent","inning1","lost","day","lost","St George's Park, Port Elizabeth","South Africa","19"
"42","0","38","0","24","5","0","5.43","1","0","Lasith Malinga","22","25","26","21","0","71","6","1014","Excellent","inning1","lost","day","lost","St George's Park, Port Elizabeth","South Africa","19"
"12","0","15","0","3","2","0","7.5","0","0","Isuru Udana","22","25","26","21","0","71","6","1014","Excellent","inning1","lost","day","lost","St George's Park, Port Elizabeth","South Africa","19"
"30","0","32","1","13","4","0","6.4","1","0","Kasun Rajitha","22","25","26","21","0","71","6","1014","Excellent","inning1","lost","day","lost","St George's Park, Port Elizabeth","South Africa","19"
"24","0","34","0","8","4","1","8.5","0","0","Kamindu Mendis","22","25","26","21","0","71","6","1014","Excellent","inning1","lost","day","lost","St George's Park, Port Elizabeth","South Africa","19"
"12","0","16","0","2","0","1","8","0","0","Oshada Fernando","22","25","26","21","0","71","6","1014","Excellent","inning1","lost","day","lost","St George's Park, Port Elizabeth","South Africa","19"
