,batting_consistency,batting_form,batting_temp,batting_wind,batting_humidity,batting_cloud,batting_pressure,venue,opposition,season
3133,32.07862665628121,0.0,26,24,76,7,1012,52.68502781128531,23.648963640525977,12
3134,50.78812977078575,38.54334695907582,26,17,87,71,1007,35.91034228690746,26.47128444664726,13
3135,0.0,0.0,27,8,34,5,1011,32.53702851300767,27.569441528747138,12
3136,59.005615843724634,31.10820943935325,27,21,72,46,1006,33.222570775929455,29.79787270885361,6
3137,61.531624809699665,29.500838752531937,27,4,76,15,1010,32.426083154304656,29.295144139348963,6
3138,37.131535554275786,23.01996282966407,27,21,79,75,1008,38.51192552577485,26.743617874254973,15
3139,10.295060469145083,43.59391942607521,26,24,75,14,1012,24.552153034939177,22.071616398670695,13
3140,39.36655482631027,42.22154743529178,19,19,74,30,1016,23.76355227642858,19.494666839259573,9
3141,41.68234675377453,24.910606493185046,20,22,67,86,1011,38.82774110634634,30.206214835250794,19
3142,72.2761788871239,38.307377896822246,26,7,82,14,1011,49.280636657853705,40.289144195771996,6
3143,72.81310080010205,39.59581535281975,26,6,82,13,1011,47.08375195016071,38.325879163964125,5
3144,52.58079246362519,15.392448495065826,18,24,69,2,1020,24.397944312762323,33.903194684647545,10
3145,73.91330002991498,38.8587926097891,24,1,91,53,1010,27.228370264270744,29.43605388045522,4
3146,73.18424501937106,30.42919482966807,28,18,76,24,1007,48.50216896655126,36.99517514671512,9
3147,75.09162952615901,37.07113224472295,27,14,86,27,1008,43.42519303400442,38.684696997895756,11
3148,75.24099716889495,34.373680409757796,26,18,84,26,1010,42.41427809187567,39.57669530115195,10
3149,38.34803414415849,23.82755846301276,26,15,68,18,1007,18.740095439819356,26.088068884944242,6
3150,37.33909988333573,21.554688939507695,29,16,75,25,1008,42.29869655655107,35.66151346995653,13
3151,53.06105177071343,19.495124090080054,17,18,74,88,1018,19.73824825868981,24.44933205011207,11
3152,72.1185,37.09483971142275,26,7,83,14,1011,50.84011275647198,40.8657,6
3153,74.1419,35.0819,25,7,39,5,1011,36.078490388741955,38.0494,11
3154,75.4504,25.48340302621994,22,19,76,38,1014,57.208328823432545,42.13509800971718,11
3155,72.16991733148181,32.163194683148134,30,15,60,0,1007,49.86643159485785,38.75239535851178,3
3156,73.63155443767388,35.359767134287615,27,22,79,47,1010,45.01460029541236,32.16760692545506,4
3157,73.72253550610203,35.74572096453501,26,25,81,34,1007,47.119712735085834,40.536011196256894,10
3158,74.70102899183281,34.538282978506935,22,9,60,11,1018,25.41883862072786,35.60341287326569,9
3159,72.12630530172021,45.58452861945136,26,3,90,37,1010,30.08228767089155,40.854836072336354,2
3160,60.008382974486864,32.31836929990795,28,17,72,25,1006,32.06748659642782,30.92415239057586,4
3161,74.1419,42.81896925052321,26,9,88,25,1011,44.454036464984,34.336758843722926,3
3162,64.93386247090139,37.44498124237296,25,11,38,48,1013,34.31106685727984,38.00676928571185,3
3163,74.38932600023783,31.484959108175126,28,17,71,31,1009,41.617188298328436,39.19903744458995,5
3164,73.74484841966459,29.137351142816712,25,13,56,6,1016,24.908781172357884,34.44968024959753,6
3165,36.29559786510475,19.77355079364098,26,10,45,2,1014,33.85975286924404,23.34082199130905,19
3166,55.28793379067515,28.316379865077238,28,18,73,38,1008,36.57760369001743,30.005780833566124,6
3167,62.9666,26.1685809902698,23,13,55,14,1011,30.4494651798621,27.935,15
3168,62.91288454883712,17.31508521125565,27,15,81,35,1007,30.73915853653192,28.008630899122302,8
3169,74.77267732906657,24.373551559535922,29,9,76,19,1007,24.25964872435137,41.5104561631633,5
3170,27.09210567225056,0.0,22,8,38,3,1021,27.95105999784819,27.110119850983757,2
3171,31.670886717889676,23.77479274296931,27,3,63,56,1010,25.50228796380865,28.121457495837497,15
3172,74.20687680351601,20.278306676833818,28,11,28,5,1009,25.561418336801342,34.139405372143244,5
3173,72.9507498735247,30.190535500883914,28,17,73,30,1007,50.173642941055355,39.44782696720473,7
3174,71.61836896782538,35.34634395415137,26,16,79,79,1011,56.11292430609214,30.831051257815766,5
3175,25.188937683408266,9.61961894041647,26,5,90,36,1009,45.21439499101933,22.664071846274414,2
3176,56.54239615130016,23.68752716045062,27,4,63,52,1010,26.198981157020807,30.576834479069113,13
3177,67.77863922867945,25.71886768130439,13,14,75,51,1018,32.83597541105514,30.401910303817765,10
3178,75.4504,0.0,26,12,82,63,1008,34.62014826485014,46.92692147504585,17
3179,52.688938750645924,18.51716627862909,26,5,36,5,1011,29.673927609322973,31.410769634854688,9
3180,74.1419,40.96580754053572,24,7,37,3,1012,34.848827818567905,38.0494,5
3181,68.89679074192073,27.883232233858852,22,15,90,76,1012,16.997104515459448,36.51249921181422,5
3182,58.7808,29.567768215271393,25,17,77,30,1006,24.4179,27.4652,8
3183,34.15264920119402,24.376534556535645,26,12,36,1,1015,33.46712170569027,21.85187257283862,18
3184,53.017,23.2927,26,15,68,50,1014,17.36155123314928,28.847178213505657,8
3185,37.799941103828274,24.08235740691641,19,34,65,1,1015,30.877165643503737,23.48472517414281,11
3186,57.40949375860403,36.24590026100289,18,16,64,41,1010,19.37954814226651,17.70346361262618,11
3187,49.240165323316724,28.0842936629371,17,22,61,89,1013,31.074416942534075,24.066871276397027,19
3188,75.09918267477059,39.37627132077826,28,24,79,24,1009,42.315251799723264,29.828113560627454,5
3189,58.607437368777816,24.88763499979076,19,9,90,91,1011,21.665218820479126,34.005593487477555,11
3190,50.52421213947893,0.0,28,7,73,49,1008,35.76883695827831,32.72405924588155,7
3191,37.96330694846813,16.183571526706558,26,9,50,4,1013,33.546451767308426,25.35641851631276,16
3192,48.58840669586041,10.932107386330333,27,5,32,2,1012,33.83240076401371,33.42370060245226,8
3193,57.664689909943775,24.39975359053049,27,15,86,30,1009,33.28273359287117,29.13359903574262,11
3194,60.78497669989969,30.4394664506812,28,5,73,17,1010,33.32284809360952,29.939272802987677,7
3195,27.342812455440743,0.0,15,14,82,99,1003,46.49788509525169,22.449976758732802,19
3196,62.9666,30.72487622391362,27,29,77,15,1009,37.8024,40.389020260489374,11
3197,51.88103052047351,8.88317932543087,30,14,27,6,1011,37.03469358694959,32.70189838015589,11
3198,38.385183210249274,32.77146702575041,27,10,31,8,1009,29.904494038327787,21.572526274665677,17
3199,33.798474631165455,8.829491455581291,29,31,68,11,1010,53.95235426888908,33.69292236063349,14
3200,34.23209926200184,0.0,15,18,80,99,1010,41.92647824941889,24.376026986470034,17
3201,73.08025846591417,38.18886202258462,14,13,71,78,1011,30.59413609878132,44.385939560188675,8
3202,31.951630811795635,24.645273604034017,26,12,39,1,1016,35.000159518074376,21.018565785370747,18
3203,72.1185,35.90514682046323,13,11,72,78,1016,27.06773896940632,45.48925648775504,10
3204,56.58911306824049,0.0,28,5,71,37,1010,27.430972786839398,35.226123423266166,15
3205,63.079298405369244,31.990937656038803,26,6,89,70,1009,30.52461658650069,29.992862532863203,15
3206,72.3399775850172,27.908182914705062,27,7,79,35,1009,55.33135771440545,45.55102822171383,11
3207,75.4504,23.3196,28,16,80,55,1014,61.4144,44.594190004469226,8
3208,68.75885283939107,47.12803927601378,27,4,84,49,1009,31.191455627131372,32.67851434240164,2
3209,61.40036202765186,28.478499461878524,26,24,81,17,1009,36.90738864819485,29.39524970175306,6
3210,68.65250553573573,26.119963941554136,17,20,75,94,1018,37.37755828101343,36.17015795615187,12
3211,24.50836735019855,20.28581543331147,30,4,35,4,1011,23.484292494355948,20.47044182706221,4
3212,39.378234552756766,33.89876442194752,27,19,81,66,1008,22.53400491370975,31.60637552913054,16
3213,28.215787816645935,13.995905501873576,27,10,81,33,1008,45.32343125173275,30.391355544931777,4
3214,28.16143416825295,0.0,22,8,38,3,1021,29.37916271065371,29.701568342343172,2
3215,72.53112528071054,29.134755988894028,23,16,90,74,1012,16.383046247971585,37.119546007743544,5
3216,75.2845132576747,25.729869430620862,31,15,47,0,1006,36.30746291585991,28.532063071578307,3
3217,75.4504,0.0,21,17,80,66,1013,23.621505991869693,42.376743157045055,16
3218,60.85845424621237,28.12485774733252,27,11,87,68,1007,35.13938608710803,32.467384548627585,14
3219,39.787980060222594,27.34176271560818,23,12,92,100,1011,33.77030502635844,23.987247660777303,19
3220,72.1185,35.36809573980481,13,12,72,78,1016,26.665827034470347,45.196613905955054,10
3221,62.02841334457308,25.213667630510265,29,9,76,19,1007,22.964265772599234,29.04986586782661,5
3222,75.4504,34.7628,26,21,84,29,1006,44.06423059130594,40.6557,11
3223,31.540422542099282,25.073221873437692,27,23,75,71,1008,37.008155658269715,27.29256799590446,12
3224,74.1419,43.049679993876005,26,8,87,26,1011,44.27268298471754,34.72819394917714,2
3225,25.930074465764264,0.0,24,10,81,40,1006,28.1885055760835,23.07557689741676,13
3226,75.00415706467537,25.820207348694932,27,15,51,0,1004,42.05310260037573,29.65431003945847,4
3227,40.77794921356879,15.119253138282442,22,12,86,64,1017,31.126046549992246,26.944644584631803,18
3228,53.54309367054889,20.667488825117868,23,11,58,65,1008,25.33790611158293,30.595496177633688,11
3229,45.50733358954803,26.421143446888923,18,23,61,90,1013,37.28203729956834,27.876023794180135,20
3230,46.2536453321701,27.754631868827012,24,10,85,25,1009,37.96532006647595,32.111116103787445,18
3231,72.88832323057768,25.62807085056234,29,14,47,0,1006,36.29326692907049,28.7296451622381,2
3232,75.4504,37.915022185829365,19,12,74,54,1006,27.997310729474787,28.84411478961432,10
3233,73.79176120479465,39.32123596049854,15,15,69,78,1008,32.786023224134645,43.26614328406534,6
3234,50.596069277264114,13.039505299737044,27,5,32,2,1011,33.147746029540066,32.7681352930259,9
3235,73.45665365550367,26.652325353934284,27,18,61,25,1013,41.193642273677966,41.91261649391706,7
3236,31.0854939253881,24.899956465389003,26,13,71,22,1010,38.295741231489465,25.32370971542237,15
3237,25.76349474250866,22.54932142686145,24,6,54,25,1012,34.639407562666676,49.345995890883685,16
3238,58.815743828411236,26.60269079327547,24,2,77,0,1011,35.803841663551324,35.059060583933764,5
3239,50.34632560996152,39.117732958180284,27,16,87,67,1007,35.160163724812804,24.933699154468517,14
3240,36.814027002918465,28.751059940926908,27,17,33,1,1014,21.376979965890477,27.1544479783555,16
3241,58.8425871868637,14.031329804430102,33,4,44,49,1007,32.2572513016548,36.81555559489089,5
3242,60.1022,32.09591251307243,29,15,71,23,1007,32.90517386405037,31.076426371715822,4
3243,72.62176764253438,41.86002565657582,27,23,80,47,1010,48.63119286379786,34.99352739079203,4
3244,65.5264629995436,33.64849824917617,27,23,80,47,1010,37.97349229436396,31.51519905998092,4
3245,72.1185,32.2675,11,6,80,21,1021,65.15541388251259,35.24182616478721,3
3246,50.95374509452821,27.45175954002805,28,11,31,5,1011,29.213970346854325,30.488669848506195,16
3247,61.30596267066418,23.77114779826315,15,18,65,78,1012,39.79846512906267,32.55113886544494,7
3248,74.1419,39.2092,21,10,60,10,1018,27.6274638472102,33.4671,9
3249,60.1022,51.1083,26,3,89,43,1010,34.1429,29.793575307709343,2
3250,75.4504,28.2781,30,11,32,5,1012,72.0645,35.04356095130879,9
3251,62.527889963838184,18.354237262107763,27,15,81,35,1007,31.001184420994786,28.536365411948665,8
3252,64.68983227858021,32.489015799416165,19,17,58,17,1014,39.441799671110154,29.019828481228014,15
3253,72.59344577582551,34.7361195138662,26,6,86,16,1011,53.45295228078632,39.35258200321044,3
3254,40.9425,26.930890114916444,27,20,82,77,1008,30.37301630895115,30.61100304787125,17
3255,72.13267765338674,45.58553168063837,26,2,88,47,1010,30.11191340585602,30.671361570835632,2
3256,53.017,0.0,17,7,58,15,1014,36.579683065788494,30.424866328172786,20
3257,44.41166105475587,0.0,23,10,75,50,1010,34.64952974542485,31.756933197633245,9
3258,58.05577243025158,37.88107868978514,25,14,52,1,1012,39.14834348756066,28.482018031128902,3
3259,72.1185,35.100732777838374,26,5,82,13,1011,53.02582865797474,35.746993426626,5
3260,35.412416128525905,27.45258124571207,21,24,82,87,1008,32.619228468467135,32.380347529393866,17
3261,60.88492656906427,28.173723209071618,27,11,88,68,1008,35.083672655761205,32.435375286921264,15
3262,75.4504,34.438017427923,21,10,72,71,1021,99.03143197249845,42.50135582494539,5
3263,73.68703499846343,27.2171513766088,18,20,64,8,1019,37.237496586100136,32.91964127411924,6
3264,24.74980918916616,46.356494696462384,25,3,82,12,1010,25.435393071838742,20.11668507743424,2
3265,72.1185,37.57108092755996,27,27,80,40,1009,49.9258,39.85968528789036,9
3266,62.420629757197695,18.6437469540573,27,15,81,34,1007,31.07418531920929,28.683393227670354,8
3267,44.33270928338232,15.316582272833283,25,9,49,3,1012,32.52351480150848,27.12033198991896,17
3268,72.1185,30.151709146246233,24,6,74,53,1008,32.57985323726575,41.40716628215565,9
3269,75.4504,28.513599932682204,29,8,35,1,1012,68.8736080474137,48.3880709858988,8
3270,75.4504,31.45427639298867,23,1,94,56,1011,25.74472751751341,28.397131983348327,8
3271,38.14609559260417,27.831589206395485,14,17,65,78,1013,25.372804373671332,15.655729592591577,8
3272,50.61191034201129,39.26731205626853,17,21,74,33,1014,24.538283275753734,20.528404786630237,13
3273,64.50548674118293,25.134429480604357,23,2,93,55,1010,24.839641855433975,29.897422923609202,9
3274,32.18265316951104,24.777742117366543,26,11,88,65,1009,25.789298855986218,30.38942769390335,16
3275,0.0,4.3651703335666925,27,6,37,5,1011,29.6107174575003,29.603807896812565,9
3276,73.50131444346508,32.656260770456015,20,19,56,16,1014,41.7795662299911,36.69709633054811,11
3277,68.24044299087956,30.941293953498555,29,13,36,47,1013,39.88096145228557,38.61419054760774,5
3278,74.1419,19.8603,32,14,25,7,1011,29.8562325692261,37.350939034247915,5
3279,8.406722115313157,0.1466687338564278,25,12,90,67,1011,33.890532536668836,46.936410539610236,3
3280,58.7808,0.0,27,4,72,33,1012,24.4179,36.1303,19
3281,73.94838614946731,26.76068455460243,19,19,62,7,1017,35.083324563110146,31.898791412605686,6
3282,54.64848994995373,19.455254392753396,23,21,81,3,1012,46.84549025062458,31.640442836654543,9
3283,53.017,19.43338909544045,20,8,39,6,1011,32.754616719059364,30.608031711154528,10
3284,53.15900227647852,35.30876575812654,30,10,61,0,1006,35.92367785365167,32.0571027375731,16
3285,42.72824479893193,45.64093004482908,20,11,50,3,1009,47.76947517208136,28.464839695565185,1
3286,58.484672364053225,31.858099823854197,27,23,80,45,1009,35.0180531181134,31.030935695875733,4
3287,41.83281888321682,25.54530215375038,28,14,75,23,1009,38.6166844260433,34.9079701767526,19
3288,36.2362511289355,30.293256136029754,27,17,83,66,1008,23.70442594620255,32.04018395574707,16
3289,61.19673851721076,27.278318280904834,24,3,91,62,1009,26.242047343107167,30.29520808005217,10
3290,24.74118676387316,20.935009793696462,27,4,73,37,1010,27.875346316145777,44.248040224099256,18
3291,72.01636514601643,46.69003601766886,26,4,91,37,1010,38.649079501119104,39.09980850020784,2
3292,69.68149804423983,28.388263931903598,22,16,90,75,1012,16.814914082236236,36.381167199822684,5
3293,75.4504,39.554861789447145,29,6,68,27,1010,28.11768085788967,38.54075735567949,11
3294,74.1419,39.2092,20,20,67,2,1021,24.945647487432595,33.4671,9
3295,46.98932042207806,35.99161639401074,15,13,77,49,1017,53.231781031953695,33.8943348045115,11
3296,74.35373515751223,33.98042193757609,25,9,46,3,1014,29.90906856999915,38.116941175173174,10
3297,29.737821489869724,19.602288252315496,32,5,37,18,1010,28.48438025353981,23.11531442718156,14
3298,52.85566337036887,27.635668348756905,27,21,79,18,1008,34.4163758058577,28.85685965450068,8
3299,72.1185,31.29022105521026,17,21,68,22,1022,41.393115643792356,35.9733,3
3300,36.728329862299745,26.451761871842947,32,9,57,20,1012,29.314640725462937,20.161391912854587,15
3301,53.970125013216375,20.79874621613134,26,9,45,1,1012,40.66134780233736,29.725429334111972,11
3302,0.0,0.0,29,10,77,21,1010,40.66855223780864,25.71861501974955,19
3303,75.4504,29.04980993704084,32,13,27,6,1012,61.60826334723872,45.99930820870045,5
3304,72.60976331099891,46.24944578881597,28,17,72,25,1007,52.6145937490542,35.47315053837217,4
3305,75.4504,34.7628,18,12,78,48,1018,29.54956347330511,26.38169474056867,11
3306,50.1772,30.4913,27,12,36,2,1015,31.968318337781156,27.966004113476547,19
3307,57.05711482985211,26.63756586835966,25,20,60,27,1006,37.7777438947424,29.360507980673233,5
3308,75.4504,34.7628,26,20,84,30,1006,44.097,40.6557,11
3309,57.71427767914292,46.83570372848253,26,13,33,0,1012,34.213389019136265,37.36277097836916,17
3310,63.312366792586225,24.646244309447187,24,2,78,0,1011,34.2633711870631,34.110669390371605,5
3311,72.1185,45.5833,27,2,90,55,1009,30.046,42.54040943554892,2
3312,51.19528626497302,16.637816013678176,16,28,81,96,1009,32.09154639667717,19.637974050169817,15
3313,74.1419,45.75742153422607,27,16,62,30,1010,22.653542914321235,31.016447834849018,4
3314,54.91220252989893,23.80648079359167,25,5,61,59,1009,26.40985268337923,29.027537148335085,13
3315,55.3694140756777,11.862564040466648,24,5,84,10,1010,46.097563297950174,34.02849913330793,9
3316,61.70778617218938,22.668796581909653,31,4,50,47,1008,31.448037173472972,39.39027647635981,6
3317,72.68171785091968,32.53215377366532,27,22,55,2,1015,27.835235448162614,31.41199140844573,6
3318,39.352635329563334,27.001441012231474,26,12,40,2,1017,39.389649937781904,35.07776811671598,19
3319,64.2051101657612,24.785268490850335,24,5,85,9,1010,51.90918788633646,33.20630928152766,7
3320,58.40860908878539,18.26856943450666,27,16,74,27,1007,39.604792494369256,28.28992067004481,7
3321,54.76017273329111,26.204108237534122,26,22,76,13,1009,34.485714491973795,27.17123293913834,7
3322,72.38179734100055,31.1606926102637,26,14,69,0,1015,23.329054672082556,30.98987337535898,5
3323,22.530448425853898,0.0,19,16,71,34,1016,33.08946852150081,21.6233651883132,15
3324,75.4504,18.2407839466962,28,15,78,48,1011,57.64281347529618,45.2852385088482,10
3325,69.82244306786838,11.762591382008074,27,2,91,56,1009,27.246059023301463,45.539899107436455,2
3326,41.16868292021537,34.95943025109232,27,18,81,67,1008,22.52842723041948,28.816074833234094,16
3327,25.557928973797978,46.41962332400607,25,3,83,13,1010,25.387677548565346,21.88657890092838,2
3328,72.94284449117305,30.924125337916138,24,17,79,27,1012,41.26030993236288,35.13404446386455,7
3329,30.911573878979265,0.0,22,8,38,3,1020,33.595808282932,37.161712931796174,2
3330,74.11395449727098,32.391059511593475,27,28,80,39,1009,44.79268709187733,34.00323275455686,10
3331,60.1022,23.444544192337162,22,10,86,33,1009,32.97192843699974,31.8614,10
3332,32.89333269752983,0.0,15,15,78,51,1015,31.49103890153911,29.95424095196666,13
3333,59.04271511625487,38.63313832815966,19,16,66,37,1009,20.162968217389068,18.868958227292694,11
3334,62.51554522564186,20.98599745661898,16,19,75,89,1016,35.93016827128488,32.839848291859354,11
3335,31.981281775698672,19.70960025077812,28,15,72,27,1007,42.251891638303945,34.04841458048996,5
3336,31.057138675252258,0.0,25,21,83,30,1006,45.55006187181474,26.814366219403695,11
3337,74.73567472419288,36.711664634521725,26,22,82,29,1006,45.347334850273,39.65127920962835,9
3338,74.75817654718325,30.8672134317357,22,10,72,17,1004,24.41901591556875,39.80193058456109,7
3339,74.1419,41.18738670342876,29,6,69,22,1010,39.453,37.062587073307384,10
3340,51.73274900662681,28.54245208373056,27,20,79,19,1008,34.75324390314006,29.429052966953858,8
3341,75.4504,0.0,18,22,77,64,1016,20.308265151475986,40.317349493267926,16
3342,69.96456415352411,40.995827810363025,27,2,91,56,1009,29.110515105871748,42.44125919940938,2
3343,63.6038413102511,22.06714206910007,23,35,59,0,1016,23.290028504979244,30.64825218305157,9
3344,22.942121175890207,19.018636882209545,29,5,35,0,1012,22.54523611439824,19.727595852419277,1
3345,51.00405802050562,29.39061950506619,26,27,80,38,1008,40.906796091803415,30.358304442944387,10
3346,62.427051271473324,23.80476073359992,25,7,66,18,1005,27.554731866925188,27.76770096642105,6
3347,74.89832505994303,42.522622200199756,27,28,80,39,1009,43.78088403193421,32.540121737145896,10
3348,59.40061279019262,32.54876118907079,26,19,75,28,1006,23.97961252372031,28.34233782174981,6
3349,74.1419,37.484255922416644,27,8,43,7,1015,30.42685400782762,35.38220460754251,9
3350,57.17606372248209,27.36558123491734,29,11,28,5,1009,27.295072954750097,28.49240243836854,7
3351,74.0727042938612,33.253728683858384,27,25,80,19,1009,44.89879923418627,37.978402072988644,5
3352,75.4504,23.3196,27,16,81,57,1014,61.4144,44.72812135644524,8
3353,73.64135847415196,38.116714391175144,18,13,38,5,1014,37.370477385661424,36.21136817673048,10
3354,60.1022,51.1083,27,8,77,55,1008,34.1429,37.80292556181653,2
3355,38.10585602251069,3.8027776490863445,26,11,43,2,1015,36.80577376523435,28.31130736354019,19
3356,52.07946348352716,27.663359814039314,26,23,73,34,1006,38.094023921092706,31.63034493256893,7
3357,41.62598404532127,32.67192961943701,27,11,57,20,1013,31.707727830981916,32.79337963796408,15
3358,28.079831164460177,22.62667491208739,17,16,55,23,1016,34.295450271694996,41.851636502091196,19
3359,43.59072319673206,44.9685112412143,28,11,29,5,1010,32.36010831843216,26.390678869912108,17
3360,37.73262454290024,24.50188055712813,27,14,68,19,1007,20.359288822566644,27.775136622317643,3
3361,36.750647740660014,0.0,25,12,40,2,1017,38.2690884119325,28.91169929627927,18
3362,51.941086092584776,13.5003672368554,20,18,66,3,1021,26.7974959213683,31.89691104517608,9
3363,72.83533943951939,0.0,24,14,83,25,1011,43.44226079496322,45.88284759303072,18
3364,28.18022648068247,21.201793907133705,23,10,46,10,1017,37.31447289285173,26.732429464565534,9
3365,0.0,0.0,18,21,82,4,1013,44.03422606190678,26.65201419740965,15
3366,57.161738915877066,15.9574584127502,27,7,78,38,1008,38.89737177380935,35.462359206380356,10
3367,55.69662950920399,21.34097498480356,23,16,65,49,1014,22.77085798991374,32.48740317483562,8
3368,24.5617,46.3418,23,14,75,23,1016,22.980747303577694,18.17657452183551,3
3369,48.30713391970899,0.0,17,23,77,99,1019,36.81100776946872,28.329041043931703,14
3370,75.4504,43.2485920233756,27,27,79,35,1009,42.5605,30.30204641871408,8
3371,50.95302437490948,25.73957109115321,17,21,64,89,1014,28.38574824238131,24.742431521512515,17
3372,62.9666,24.66373376697393,24,13,55,13,1010,28.262124644813337,27.935,15
3373,74.1419,32.85633985856791,28,18,73,32,1008,41.6468,37.8811738516768,6
3374,74.22774472221703,28.89406961171899,28,17,57,6,1013,34.93851811813939,35.58699894314165,7
3375,74.74928278125392,1.1375190851438899,16,28,81,95,1009,36.62195368094306,44.55755649591859,15
3376,72.4976276953315,30.314344664964874,23,15,90,71,1012,17.223824230543755,35.11413808746659,5
3377,39.7313103378478,31.850759857297177,25,12,38,0,1014,22.650999426806024,23.53002697684237,17
3378,56.20786613227173,19.531196808239127,23,15,83,4,1011,47.66421820838348,32.900513375040006,10
3379,60.49817165212166,31.75737751554721,28,11,41,5,1009,36.09489188323969,36.612074282592474,5
3380,55.77538164218229,0.0,27,10,74,20,1007,37.85698111181627,33.10173014922849,17
3381,70.85744929588333,30.097441750729498,32,11,25,3,1010,41.126409573191864,30.48454011474778,5
3382,75.07491579814071,30.230503066572638,26,4,78,41,1010,46.04993480552485,30.30155579799294,9
3383,59.2300942694314,24.1181462198967,19,21,69,5,1022,26.602171790509235,28.73117347765546,7
3384,53.83130748347093,23.310386323789707,26,16,78,29,1006,38.37799247392981,26.374355661422907,7
3385,55.996213588453536,17.08025354832641,21,22,71,2,1019,24.358481987102387,24.572707466642942,9
3386,72.3691240945663,42.42150869334205,16,18,66,78,1003,46.378588755360376,44.54585334627216,4
3387,72.1185,29.37854609858687,32,10,28,4,1010,41.051231437343354,32.509935737689,6
3388,72.1185,45.78651588932053,25,4,96,55,1009,32.33281718358111,39.138773840382704,2
3389,57.90866195367367,21.209128252174988,26,25,82,10,1011,33.66088847434781,26.905639423266408,10
3390,64.57606625244263,43.73283824510162,32,18,52,1,1008,46.35673397980633,28.507774578544705,15
3391,41.331599685763734,13.543515422949755,29,12,29,4,1012,26.771812477068906,26.388598001706335,18
3392,67.14144273011932,33.60396186670607,29,20,73,28,1008,71.07247824041224,44.89395812683409,11
3393,67.01823108343704,40.24555361875848,24,11,46,2,1009,39.531141767399376,38.51960778479965,2
3394,72.1185,27.78850927826144,32,6,36,4,1010,39.403400169791716,37.70955547458068,10
3395,74.05250074666388,39.302542750599784,24,9,48,1,1012,47.30432949156764,42.57972450704796,6
3396,54.51338844138681,23.004502854907134,22,12,79,14,1009,33.881265335961864,31.216411196785927,7
3397,38.85363332997225,9.158932637386412,16,30,81,97,1009,45.227897786892186,25.032000494057872,15
3398,71.24439268857518,30.17862576630867,29,11,40,6,1009,41.28719187387597,38.846655850894706,5
3399,36.36292982626395,0.0,18,15,53,13,1009,31.764529904884135,28.72377338625589,18
3400,33.426287817942345,0.0,19,16,54,13,1010,37.7703408968307,29.37966640370498,19
3401,61.51444058530115,24.921858035128274,18,19,63,39,1017,46.67786108316265,27.903576334420485,5
3402,62.97198423497344,32.01412092593689,28,22,74,27,1008,83.58923647001346,49.904219854860784,15
3403,26.6919,0.0,15,5,72,40,1021,44.4753,41.9497,6
3404,72.1185,27.77598471358644,32,6,37,4,1010,39.39042036390287,37.750512371205744,10
3405,69.98352044391625,14.020511056845223,21,19,67,42,1013,106.58252908398681,44.7082360947752,18
3406,62.49164544107353,42.57233311703191,34,17,50,0,1008,43.13104244145968,28.26090880083248,17
3407,35.29526345489497,19.024634534848314,29,20,68,27,1009,49.39758571082152,37.728545553794426,17
3408,74.1419,40.33391789713558,27,23,72,8,1010,47.34533471505415,33.584209081167344,11
3409,75.4504,0.0,16,19,89,63,1021,46.14117748631992,45.2291,4
3410,59.60857226998816,30.957108753702514,26,14,78,21,1009,32.59121204636363,31.262787031494042,4
3411,72.1185,30.63576679759965,27,16,83,27,1008,56.1313,43.993925562960044,10
3412,72.1185,34.79197496640338,27,7,75,18,1009,53.36425426936039,39.08369037854752,4
3413,46.73723297288081,30.928410694884647,17,30,66,57,1016,41.7415721147663,29.235187848422072,18
3414,51.87071251161199,32.672335663487374,33,14,37,0,1009,25.479117407887337,31.693410713783873,17
3415,74.0837277381772,35.09382539992295,26,21,83,30,1006,42.06322588038574,35.08359192342362,10
3416,75.4504,28.068214747323083,25,16,72,32,1010,41.63439933069159,43.412955336620534,9
3417,75.14684290754828,37.346921095009435,24,9,45,2,1016,54.640742806635345,58.40974150479815,8
3418,72.1185,45.622772539293216,22,11,51,0,1010,41.99992167152145,38.72895826251715,1
3419,74.51424741802762,29.711983358320484,29,16,70,29,1007,40.748103017784096,43.943593559741224,5
3420,75.4504,17.471604971894404,21,17,83,73,1017,45.09991091072445,41.114236256157895,4
3421,54.439631189459234,32.649551968454574,23,11,51,5,1018,57.376598589032824,24.932604479943862,13
3422,71.42996431335384,0.0,27,10,89,65,1009,43.08125457838739,42.55751946468951,16
3423,68.51325191523411,47.240964644552115,24,9,66,54,1010,32.029617019184045,38.63530228905538,1
3424,55.91637193660175,29.183800672148983,25,11,40,2,1016,36.150224029537505,27.23213849557554,18
3425,25.537823972542633,0.0,24,4,58,45,1014,32.644038201249444,49.584800788244635,4
3426,74.3345210068326,32.303673170524256,24,9,43,4,1014,50.598039019141495,43.767763705757496,11
3427,59.521171721250546,26.12715837876609,26,5,37,2,1012,32.3121316056774,27.51362753868974,9
3428,52.706562233962494,20.629754169253154,14,17,61,81,1026,20.33981093670479,25.04647416571038,11
3429,51.51131831180391,25.128522994795958,20,9,68,79,1019,23.253675715032873,27.49201444506464,14
3430,61.05489054619852,24.671543561861693,16,33,81,100,1009,30.51810200038731,36.74766150584098,14
3431,57.559184514571044,16.562694482597813,21,17,59,10,1004,50.42965878940099,33.78368049821361,6
3432,31.354013721088744,12.504255528845151,23,12,80,7,1009,26.67230706213751,33.798155544573824,9
