,batting_consistency,batting_form,batting_temp,batting_wind,batting_rain,batting_humidity,batting_cloud,batting_pressure,batting_viscosity,batting_inning,batting_session,toss,venue,opposition,runs_scored,balls_faced,fours_scored,sixes_scored,batting_position,batting_contribution,strike_rate,total_score,total_wickets,total_balls,target,extras,bowling_consistency,bowling_form,bowling_temp,bowling_wind,bowling_rain,bowling_humidity,bowling_cloud,bowling_pressure,bowling_viscosity,bowling_session,bowling_venue,bowling_opposition,deliveries,wickets_taken,bowling_contribution,economy
2084,75.4504,28.7134,27,3,1,80,16,1010,3,2,1,1,42.5605,49.4372,0,0,0,0,2,0.0,0.0,238,2,214,238.0,17,354.802,41.4965,28.0,1.0,1.0,79.0,12.0,1010.0,3.0,0.0,34.152,23.0954,1,1,0.1512605042016806,2
2085,24.3925,24.3925,22,12,0,84,8,1009,3,2,1,0,24.0069,20.5678,0,0,0,0,1,0.0328467153284671,128.57,274,10,274,295.0,29,0.0,0.0,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2086,22.8244,20.5623,14,15,0,75,74,1024,3,2,0,1,8.2656,19.1924,0,0,0,0,2,0.0,0.0,119,1,92,119.0,9,105.123,30.9399,12.0,18.0,0.0,85.0,70.0,1026.0,2.0,0.0,11.2107,21.1845,1,1,0.1932773109243697,2
2087,0.0,0.0,24,17,0,61,11,1013,3,1,0,0,0.2566,20.3058,0,0,0,0,0,0.0,0.0,189,10,236,189.0,14,0.0,0.0,22.0,21.0,0.0,71.0,6.0,1014.0,3.0,0.0,5.3107,5.6167,0,0,0.0846560846560846,2
2088,53.017,30.6952,28,9,1,77,30,1014,3,1,0,0,16.883,33.018,0,2,0,0,1,0.1050228310502283,31.51,219,8,246,219.0,31,0.0,0.0,28.0,12.0,2.0,76.0,24.0,1011.0,3.0,0.0,8.3514,8.81795,0,0,0.0730593607305936,2
2089,23.6093,10.7144,23,14,0,57,68,1008,3,1,0,1,23.6093,13.4704,0,0,0,0,2,0.0,0.0,332,1,300,332.0,14,288.64,34.886,19.0,11.0,0.0,76.0,29.0,1010.0,3.0,1.0,10.507,44.1083,1,1,0.1475903614457831,2
2090,58.7808,33.0939,27,3,1,80,16,1010,3,2,1,1,21.3394,25.1925,0,0,0,0,1,0.0126050420168067,100.0,238,2,214,238.0,17,0.0,0.0,28.0,1.0,1.0,79.0,12.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2091,75.4504,43.6873,27,7,0,79,36,1009,3,1,0,1,44.097,40.6557,0,0,0,0,1,0.0662251655629139,74.07,302,6,300,302.0,10,354.802,44.8738,26.0,2.0,0.0,86.0,25.0,1012.0,3.0,1.0,61.955,47.8568,0,0,0.009933774834437,0
2092,62.9666,42.961,22,9,0,85,28,1009,3,1,0,0,32.0613,27.935,1,1,1,0,0,0.1176470588235294,87.8,306,7,234,306.0,22,0.0,0.0,22.0,7.0,0.0,87.0,35.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2093,75.4504,37.4367,22,9,0,85,28,1009,3,1,0,0,24.8153,30.9742,0,0,0,0,1,0.0718954248366013,95.65,306,7,234,306.0,22,0.0,0.0,22.0,7.0,0.0,87.0,35.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2094,72.1185,36.6582,19,19,0,55,12,1014,3,2,0,0,120.931,45.8996,3,2,2,1,0,0.375,136.05,312,1,284,310.0,12,0.0,0.0,16.0,31.0,0.0,81.0,34.0,1030.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2095,22.8727,22.8727,27,12,0,89,65,1009,3,2,1,0,22.8542,12.5097,0,0,0,0,2,0.0531400966183574,57.89,207,10,256,376.0,13,140.869,140.869,29.0,9.0,0.0,82.0,62.0,1007.0,3.0,0.0,25.2212,32.885,1,0,0.3285024154589372,2
2096,60.1022,51.1083,32,15,0,47,0,1006,3,1,0,1,90.4274,30.5283,2,3,1,0,1,0.2490566037735849,73.33,265,9,300,265.0,19,0.0,0.0,31.0,6.0,0.0,68.0,0.0,1007.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2097,50.1772,37.7608,20,21,0,68,2,1022,3,2,1,0,28.3766,33.0398,1,1,0,2,0,0.2,114.63,235,8,298,233.0,12,0.0,0.0,22.0,22.0,0.0,57.0,0.0,1021.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2098,31.4101,32.5699,27,15,5,67,19,1007,2,1,0,1,26.0201,13.9159,0,0,0,0,2,0.0104712041884816,33.33,191,10,247,191.0,5,122.804,21.1663,24.0,11.0,0.0,81.0,18.0,1009.0,3.0,1.0,45.7865,63.9574,1,0,0.193717277486911,2
2099,75.4504,23.3196,29,6,0,71,19,1010,3,1,0,0,28.2105,28.4227,0,0,0,0,1,0.0,0.0,211,8,198,211.0,14,354.802,37.936,27.0,4.0,9.0,90.0,25.0,1007.0,1.0,0.0,35.1855,37.8722,0,0,0.0189573459715639,1
2100,40.9425,35.6938,31,10,0,62,0,1006,3,2,1,1,31.0462,23.2475,0,0,0,0,0,0.0909090909090909,146.15,209,8,300,293.0,10,0.0,0.0,34.0,14.0,0.0,49.0,0.0,1005.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2101,38.8512,38.8512,30,5,0,45,0,1008,3,1,0,0,16.7357,17.4876,0,0,0,0,2,0.0,0.0,327,6,300,327.0,15,413.386,17.9419,19.0,1.0,0.0,92.0,0.0,1011.0,3.0,1.0,39.4009,29.9097,1,0,0.1009174311926605,2
2102,58.7808,27.2425,18,27,0,82,2,1018,3,2,0,0,8.3888,16.2816,0,0,0,0,1,0.0461538461538461,75.0,195,10,243,316.0,9,0.0,0.0,18.0,15.0,0.0,80.0,0.0,1019.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2103,74.1419,35.8553,16,27,0,59,37,1017,3,1,0,0,57.4415,38.0494,3,3,2,1,0,0.5,96.97,320,4,300,320.0,14,0.0,0.0,12.0,14.0,0.0,75.0,19.0,1019.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2104,23.6093,0.2238,20,11,0,50,6,1009,3,2,1,1,5.44928,13.4704,0,0,0,0,2,0.0,0.0,261,3,269,261.0,24,288.64,36.1368,26.0,9.0,0.0,39.0,4.0,1009.0,3.0,0.0,58.5641,44.1083,1,1,0.2413793103448276,2
2105,0.0,0.0,23,15,0,80,2,1011,3,2,0,1,21.7826,21.3234,0,0,0,0,2,0.075268817204301,100.0,186,10,227,308.0,6,0.0,0.0,28.0,19.0,0.0,63.0,1.0,1011.0,3.0,0.0,9.0912,9.5972,0,0,0.1236559139784946,2
2106,58.7808,33.0939,26,8,3,83,15,1011,2,2,1,1,21.3394,16.2816,1,2,1,0,0,0.3282442748091603,66.15,131,3,158,131.0,17,0.0,0.0,27.0,6.0,4.0,79.0,37.0,1012.0,2.0,0.0,0.0,0.0,0,0,0.0,0
2107,0.0,0.0,15,34,0,73,4,1015,3,2,0,1,5.74843,5.71563,0,0,0,0,2,0.0049504950495049,33.33,202,10,256,325.0,15,0.0,0.0,15.0,31.0,0.0,74.0,23.0,1014.0,3.0,0.0,25.8576,27.2522,1,0,0.4108910891089108,2
2108,55.6003,30.2003,26,25,0,82,10,1011,3,1,0,1,33.593,24.3489,2,1,1,2,2,0.2096774193548387,180.56,310,9,300,310.0,25,441.988,22.0551,26.0,20.0,0.0,84.0,26.0,1011.0,3.0,1.0,26.1782,80.4983,0,1,0.0612903225806451,2
2109,62.9666,26.0915,27,3,5,88,48,1010,2,1,0,1,26.0712,28.0572,0,0,0,0,0,0.0454545454545454,68.75,242,9,300,242.0,11,0.0,0.0,24.0,3.0,6.0,99.0,34.0,1011.0,2.0,0.0,0.0,0.0,0,0,0.0,0
2110,35.5758,16.7592,17,5,0,64,75,1026,3,1,0,0,3.7356,24.1402,0,0,0,0,2,0.0,0.0,309,5,300,309.0,16,594.115,29.2376,17.0,10.0,0.0,66.0,41.0,1026.0,3.0,0.0,18.2745,60.216,1,0,0.1326860841423948,2
2111,58.7808,58.7808,24,18,1,90,73,1013,3,2,0,0,22.6105,34.9796,0,0,0,0,1,0.0457516339869281,51.85,306,10,296,322.0,17,0.0,0.0,25.0,15.0,1.0,84.0,57.0,1013.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2112,58.7808,42.8838,16,6,0,74,42,1022,3,1,0,0,23.3526,22.5654,0,1,0,0,1,0.0845070422535211,80.0,284,7,300,284.0,12,0.0,0.0,17.0,9.0,0.0,75.0,22.0,1022.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2113,74.1419,53.739,29,6,0,39,0,1013,3,1,0,1,31.9185,59.914,0,0,0,0,0,0.0276816608996539,50.0,289,6,300,289.0,7,0.0,0.0,26.0,9.0,0.0,44.0,0.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2114,24.9177,11.4451,18,16,0,52,14,1010,3,2,1,0,13.0765,10.5823,0,0,0,0,2,0.0,0.0,298,10,278,320.0,19,160.701,28.7776,19.0,19.0,0.0,45.0,25.0,1009.0,3.0,0.0,34.683,55.0716,1,0,0.1140939597315436,2
2115,58.7808,19.0946,31,15,0,28,9,1012,3,1,0,1,26.7752,20.9127,0,1,0,0,1,0.1027667984189723,63.41,253,6,300,253.0,18,0.0,0.0,26.0,8.0,0.0,36.0,6.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2116,40.9425,24.3393,22,13,1,86,64,1019,3,2,0,1,17.8238,30.3805,0,0,0,0,0,0.0165289256198347,28.57,121,5,144,193.0,10,0.0,0.0,25.0,12.0,0.0,77.0,63.0,1019.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2117,53.017,23.2927,24,11,0,46,9,1018,3,2,1,0,25.3378,32.3246,0,0,0,0,1,0.0321543408360128,62.5,311,10,298,323.0,16,0.0,0.0,25.0,10.0,0.0,50.0,4.0,1016.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2118,23.6093,12.9657,29,11,0,36,0,1012,3,2,0,1,5.44928,10.7772,0,0,0,0,2,0.0179856115107913,55.56,278,10,289,291.0,18,288.64,38.6801,27.0,4.0,0.0,40.0,0.0,1015.0,3.0,0.0,58.5641,27.7057,1,0,0.2517985611510791,2
2119,33.3753,47.0303,24,5,0,50,0,1012,3,2,1,1,50.5071,29.1962,0,0,0,0,2,0.0,0.0,252,1,257,250.0,9,0.0,8.4375,30.0,7.0,0.0,30.0,0.0,1013.0,3.0,0.0,8.8007,4.2857,0,0,0.0674603174603174,2
2120,27.4905,27.4905,17,7,0,63,74,1025,3,1,0,0,23.8017,22.5896,0,0,0,0,2,0.03,128.57,300,9,300,300.0,20,35.1569,35.1569,19.0,5.0,0.0,60.0,35.0,1024.0,3.0,0.0,6.575,20.4036,0,0,0.05,2
2121,31.4101,32.5699,27,23,0,80,47,1010,3,1,0,0,11.2235,13.9159,0,0,0,0,2,0.0034965034965034,33.33,286,9,300,286.0,14,122.804,21.1663,26.0,25.0,0.0,84.0,44.0,1010.0,3.0,1.0,9.70423,63.9574,0,0,0.0174825174825174,1
2122,53.017,26.611,19,20,0,63,8,1018,3,2,1,1,69.9165,22.2579,3,3,2,0,0,0.5930232558139535,76.12,172,2,241,171.0,5,0.0,0.0,19.0,11.0,2.0,60.0,5.0,1017.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2123,74.1419,45.9018,30,5,0,45,0,1008,3,1,0,0,54.7206,102.045,3,3,2,0,0,0.4403669724770642,109.92,327,6,300,327.0,15,264.519,9.7462,19.0,1.0,0.0,92.0,0.0,1011.0,3.0,1.0,30.7008,9.65158,0,1,0.0122324159021406,1
2124,72.1185,37.929,28,22,0,71,15,1013,3,2,0,1,46.4843,38.9143,0,0,0,0,0,0.0,0.0,96,10,148,178.0,11,0.0,0.0,29.0,9.0,0.0,70.0,18.0,1015.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2125,62.9666,26.0915,27,2,3,82,37,1010,2,1,0,1,26.0712,29.9183,0,0,0,0,0,0.0,0.0,170,10,277,170.0,11,0.0,0.0,24.0,4.0,3.0,95.0,47.0,1010.0,2.0,0.0,0.0,0.0,0,0,0.0,0
2126,50.1772,30.4913,18,23,0,61,90,1013,3,2,0,1,31.674,24.8669,1,1,1,0,0,0.2105263157894736,144.44,247,10,275,335.0,8,0.0,0.0,20.0,22.0,0.0,48.0,27.0,1013.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2127,58.7808,19.0946,24,6,0,44,4,1012,3,2,0,1,26.7752,25.1925,2,2,1,0,1,0.2601626016260163,91.43,246,4,285,241.0,7,0.0,0.0,32.0,5.0,0.0,29.0,0.0,1015.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2128,72.1185,37.929,27,16,0,81,36,1007,3,1,0,0,56.1313,40.4249,3,3,2,2,0,0.528125,123.36,320,5,300,320.0,22,0.0,0.0,26.0,10.0,1.0,88.0,46.0,1009.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2129,53.017,19.4613,24,15,0,81,34,1006,3,2,1,0,36.338,32.3246,0,0,0,0,1,0.0138888888888888,50.0,288,8,289,288.0,9,0.0,0.0,25.0,21.0,1.0,76.0,27.0,1005.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2130,62.9666,26.0915,14,15,0,75,74,1024,3,2,0,1,33.8978,49.9098,1,1,1,0,0,0.3361344537815126,108.11,119,1,92,119.0,9,0.0,0.0,12.0,18.0,0.0,85.0,70.0,1026.0,2.0,0.0,0.0,0.0,0,0,0.0,0
2131,75.4504,33.0669,31,36,0,64,14,1009,3,1,0,0,42.5605,27.9644,0,1,1,0,1,0.1182266009852216,51.06,203,8,300,203.0,27,0.0,0.0,28.0,28.0,0.0,75.0,5.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2132,72.1185,45.5833,25,4,6,99,54,1010,2,2,1,1,30.046,38.9143,2,2,2,0,0,0.3459715639810427,89.02,211,3,225,210.0,16,0.0,0.0,27.0,5.0,4.0,91.0,51.0,1009.0,2.0,0.0,0.0,0.0,0,0,0.0,0
2133,17.6814,19.5664,22,14,0,48,10,1023,3,1,0,1,19.3632,9.25659,0,0,0,0,2,0.0691489361702127,44.83,188,10,282,188.0,8,79.9514,13.7202,21.0,19.0,0.0,56.0,4.0,1022.0,3.0,0.0,14.3771,33.6601,0,0,0.0957446808510638,2
2134,38.8512,14.8827,25,6,0,37,34,1010,3,1,0,1,29.6447,24.6084,0,0,0,0,2,0.0275229357798165,150.0,218,9,300,218.0,7,413.386,26.2437,25.0,5.0,0.0,36.0,22.0,1010.0,3.0,0.0,24.2434,58.0883,1,1,0.1972477064220183,2
2135,60.1022,20.895,28,7,0,66,45,1012,3,1,0,1,23.4835,31.8614,0,0,0,0,0,0.0171232876712328,33.33,292,7,300,292.0,23,0.0,0.0,24.0,6.0,0.0,86.0,64.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2136,21.6281,21.6281,16,27,0,59,37,1017,3,1,0,0,13.3375,20.9862,0,0,0,0,2,0.0,0.0,320,4,300,320.0,14,75.058,75.058,12.0,14.0,0.0,75.0,19.0,1019.0,3.0,1.0,15.8829,22.5661,0,0,0.065625,2
2137,72.1185,36.6582,20,25,0,85,4,1013,3,1,0,1,120.931,40.8657,3,3,2,0,0,0.3937282229965156,107.62,287,6,300,287.0,11,0.0,0.0,20.0,23.0,0.0,85.0,4.0,1013.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2138,74.1419,35.8553,17,11,0,76,87,1015,0,1,0,1,52.2736,32.0341,0,0,0,0,0,0.0378151260504201,56.25,238,10,300,238.0,8,264.519,28.3481,15.0,10.0,1.0,89.0,100.0,1015.0,3.0,1.0,20.9627,64.7436,0,0,0.0336134453781512,2
2139,75.4504,43.6873,26,6,0,74,2,1013,3,2,0,1,21.6675,45.2291,0,1,0,0,1,0.1185567010309278,71.88,194,10,236,364.0,18,354.802,44.8738,30.0,4.0,0.0,64.0,0.0,1011.0,3.0,0.0,10.4822,82.1064,0,0,0.1701030927835051,2
2140,35.5758,35.5758,30,15,0,61,0,1008,3,1,0,1,25.6606,22.6286,0,0,0,0,2,0.0,0.0,274,6,300,274.0,12,594.115,594.115,27.0,6.0,1.0,86.0,14.0,1011.0,3.0,1.0,13.6319,93.0253,1,1,0.1532846715328467,2
2141,55.6003,12.0863,27,25,0,81,19,1009,3,2,1,0,33.593,27.4583,0,0,0,0,2,0.0,0.0,139,1,119,139.0,24,441.988,11.4232,27.0,27.0,0.0,79.0,20.0,1008.0,3.0,0.0,26.1782,85.9906,1,1,0.1366906474820144,2
2142,60.1022,51.1083,27,6,1,86,14,1011,3,2,1,0,32.6521,30.5283,0,0,0,0,1,0.0045454545454545,33.33,220,5,287,218.0,12,0.0,0.0,30.0,16.0,1.0,68.0,14.0,1008.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2143,29.7883,30.6188,29,13,0,27,0,1011,3,2,0,0,13.3729,23.2514,0,0,0,0,1,0.0445544554455445,42.86,202,5,269,199.0,7,73.8808,33.1899,27.0,9.0,0.0,39.0,0.0,1014.0,3.0,0.0,11.0857,25.429,0,0,0.0198019801980198,1
2144,62.9666,26.7494,28,25,2,73,68,1009,3,1,0,0,37.8024,28.0572,0,0,0,0,0,0.0654545454545454,78.26,275,7,270,275.0,13,0.0,0.0,27.0,21.0,0.0,79.0,100.0,1009.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2145,60.1022,20.895,13,19,0,60,82,1028,3,2,0,1,33.5041,30.5283,0,0,0,0,1,0.0,0.0,233,10,277,332.0,11,0.0,0.0,14.0,20.0,0.0,61.0,79.0,1029.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2146,38.8512,25.5484,12,13,0,73,51,1022,3,2,1,1,48.5719,28.3739,0,0,0,0,2,0.0651162790697674,127.27,215,10,291,248.0,19,413.386,77.9972,16.0,15.0,0.0,63.0,64.0,1021.0,3.0,0.0,25.1461,70.4721,1,0,0.2651162790697674,2
2147,58.7808,58.7808,29,11,0,28,6,1009,3,1,0,1,26.8478,28.0959,1,1,0,0,1,0.1353383458646616,66.67,266,9,300,266.0,9,0.0,0.0,25.0,8.0,0.0,35.0,5.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2148,35.5758,17.0985,20,21,0,68,2,1022,3,2,1,0,9.7798,17.3991,0,0,0,0,2,0.0,0.0,235,8,298,233.0,12,594.115,39.0109,22.0,22.0,0.0,57.0,0.0,1021.0,3.0,0.0,23.0156,92.8711,1,1,0.2425531914893617,2
2149,74.1419,26.4227,19,18,0,61,47,1014,3,1,0,0,24.584,32.0341,1,1,0,0,0,0.1343873517786561,58.62,253,8,300,253.0,18,264.519,26.804,17.0,18.0,0.0,65.0,31.0,1013.0,3.0,0.0,16.6461,64.7436,0,0,0.0434782608695652,2
2150,38.8512,38.8512,27,2,7,91,56,1009,2,1,0,1,23.6153,13.4982,0,0,0,0,2,0.0,0.0,312,4,300,312.0,13,413.386,17.9419,24.0,3.0,8.0,99.0,57.0,1010.0,1.0,1.0,37.0663,31.7433,1,0,0.125,2
2151,36.6786,36.6786,15,15,0,78,52,1016,3,1,0,0,30.2539,28.1875,0,0,0,0,0,0.0297029702970297,81.82,303,7,300,303.0,10,0.0,0.0,16.0,18.0,0.0,79.0,52.0,1016.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2152,75.4504,36.1573,16,18,0,57,24,1018,3,1,0,1,124.484,40.6557,2,3,1,0,1,0.3663793103448275,73.91,232,9,300,232.0,10,0.0,0.0,16.0,16.0,0.0,57.0,4.0,1019.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2153,50.1772,29.7986,25,13,0,49,27,1011,3,1,0,1,12.1598,18.5282,0,0,0,0,0,0.0165289256198347,66.67,242,10,290,242.0,16,0.0,0.0,23.0,9.0,0.0,58.0,27.0,1013.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2154,74.1419,39.2092,27,28,0,80,39,1009,3,2,0,0,44.7208,33.9133,1,0,1,0,0,0.1167315175097276,125.0,257,10,267,340.0,28,264.519,30.6016,31.0,36.0,0.0,59.0,16.0,1007.0,3.0,0.0,100.306,49.1856,1,0,0.1634241245136186,2
2155,19.8964,14.4518,26,25,0,82,10,1011,3,1,0,1,8.14218,5.2052,0,0,0,0,2,0.0,0.0,310,9,300,310.0,25,235.698,42.0144,26.0,20.0,0.0,84.0,26.0,1011.0,3.0,1.0,38.5658,28.766,1,1,0.1225806451612903,2
2156,53.017,53.017,34,18,0,51,0,1008,3,1,0,1,17.3176,32.3246,0,1,0,0,1,0.1346153846153846,62.22,208,10,290,208.0,13,0.0,0.0,30.0,12.0,0.0,71.0,0.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2157,35.5758,16.7592,29,17,3,72,25,1007,2,1,0,1,16.9584,14.2842,0,0,0,0,2,0.0,0.0,132,10,232,132.0,14,594.115,29.2376,27.0,11.0,2.0,82.0,27.0,1009.0,3.0,1.0,60.7292,79.1412,1,1,0.1363636363636363,2
2158,19.7214,19.7214,29,15,3,78,47,1013,2,1,0,0,7.2146,21.3852,0,0,0,0,2,0.0096153846153846,40.0,208,10,291,208.0,11,183.552,183.552,28.0,15.0,4.0,80.0,49.0,1011.0,2.0,0.0,21.6846,28.062,1,0,0.2548076923076923,2
2159,35.5758,10.8469,19,14,0,67,2,1026,3,1,0,0,32.2926,11.1306,0,0,0,0,2,0.0197044334975369,200.0,203,10,297,203.0,20,594.115,13.7658,19.0,16.0,0.0,71.0,7.0,1025.0,3.0,0.0,16.6764,68.7139,1,0,0.2315270935960591,2
2160,35.5758,35.5758,28,33,0,74,12,1010,3,2,0,1,11.5921,35.5758,0,0,0,0,2,0.0,0.0,312,2,284,311.0,22,594.115,594.115,31.0,34.0,0.0,62.0,4.0,1008.0,3.0,0.0,48.2943,37.2646,1,0,0.2275641025641025,2
2161,38.8512,24.018,25,20,6,56,25,1007,2,2,1,0,38.8512,16.2546,0,0,0,0,2,0.0,0.0,304,5,292,300.0,17,413.386,44.2963,30.0,15.0,0.0,38.0,40.0,1006.0,3.0,0.0,17.0695,81.6954,1,0,0.131578947368421,2
2162,0.0,0.0,32,15,0,47,0,1006,3,1,0,1,38.7024,38.4728,0,0,0,0,2,0.0264150943396226,233.33,265,9,300,265.0,19,68.7865,68.7865,31.0,6.0,0.0,68.0,0.0,1007.0,3.0,1.0,12.0174,11.4693,1,1,0.0943396226415094,2
2163,74.1419,35.8553,29,11,0,28,6,1009,3,1,0,1,25.5735,33.9133,1,1,0,0,0,0.1240601503759398,67.35,266,9,300,266.0,9,264.519,28.3481,25.0,8.0,0.0,35.0,5.0,1010.0,3.0,1.0,10.3555,49.1856,1,0,0.0827067669172932,2
2164,24.9177,32.5929,23,7,0,88,7,1010,3,2,1,0,16.7424,15.2392,0,0,0,0,2,0.0288461538461538,81.82,312,10,278,377.0,11,160.701,31.8588,26.0,18.0,0.0,65.0,14.0,1008.0,3.0,0.0,25.023,27.2504,1,0,0.2467948717948718,2
2165,35.5758,24.4585,15,8,0,90,0,1017,3,2,1,0,6.75452,14.2842,0,0,0,0,2,0.0,0.0,283,7,296,281.0,15,594.115,40.9675,22.0,8.0,0.0,58.0,0.0,1018.0,3.0,0.0,26.6562,79.1412,1,0,0.1978798586572438,2
2166,58.7808,58.7808,29,11,0,40,6,1009,3,2,1,1,26.7752,26.6371,0,0,0,0,1,0.0511811023622047,59.09,254,10,271,305.0,8,0.0,0.0,35.0,6.0,0.0,25.0,5.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2167,13.5961,13.5961,28,22,0,71,15,1013,3,2,0,1,8.69419,16.25,0,0,0,0,2,0.0208333333333333,25.0,96,10,148,178.0,11,62.9346,62.9346,29.0,9.0,0.0,70.0,18.0,1015.0,3.0,0.0,16.6136,33.9958,1,0,0.28125,2
2168,38.8512,38.8512,24,2,14,98,41,1010,1,2,1,0,23.6153,18.8785,0,0,0,0,2,0.0,0.0,104,2,91,104.0,11,413.386,17.9419,28.0,3.0,11.0,89.0,66.0,1010.0,1.0,0.0,37.0663,72.3546,1,1,0.2980769230769231,2
2169,62.9666,24.4964,28,21,0,80,67,1008,3,2,0,1,83.6054,49.9098,2,2,2,0,1,0.4746835443037974,87.21,158,3,181,156.0,12,0.0,0.0,29.0,21.0,0.0,75.0,47.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2170,72.1185,43.848,23,13,0,76,88,1019,3,1,0,0,3.25081,40.4249,0,0,0,0,0,0.0127118644067796,10.71,236,6,300,236.0,6,0.0,0.0,23.0,19.0,0.0,79.0,56.0,1019.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2171,42.0114,30.9679,26,12,1,71,18,1005,3,1,0,1,17.257,19.2246,0,0,0,0,0,0.0046082949308755,10.0,217,9,300,217.0,19,0.0,0.0,23.0,9.0,0.0,83.0,15.0,1007.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2172,22.8244,22.8244,32,6,0,39,5,1011,3,1,0,1,16.4615,19.6594,0,0,0,0,2,0.0364963503649635,76.92,274,8,300,274.0,18,105.123,105.123,29.0,6.0,0.0,43.0,0.0,1012.0,3.0,0.0,23.4929,53.84,1,0,0.2408759124087591,2
2173,50.1772,30.4913,28,17,0,78,56,1008,3,1,0,1,35.2199,32.5809,3,3,2,0,0,0.3535031847133758,112.12,314,8,300,314.0,18,0.0,0.0,26.0,13.0,0.0,88.0,49.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2174,60.1022,20.895,15,16,0,82,44,1024,3,2,0,1,35.7937,38.7267,3,3,2,0,1,0.423728813559322,83.33,236,6,290,233.0,6,0.0,0.0,15.0,12.0,0.0,85.0,60.0,1025.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2175,60.1022,32.2591,33,4,0,44,49,1007,3,1,0,0,36.6574,27.3898,0,0,0,0,0,0.021551724137931,41.67,232,10,299,232.0,11,0.0,0.0,30.0,9.0,0.0,55.0,24.0,1006.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2176,19.8964,9.8654,15,8,0,90,0,1017,3,2,1,0,7.2146,12.1846,0,0,0,0,2,0.0,0.0,283,7,296,281.0,15,235.698,33.0319,22.0,8.0,0.0,58.0,0.0,1018.0,3.0,0.0,46.884,46.3844,1,0,0.1590106007067137,2
2177,74.1419,35.8553,27,12,0,42,0,1015,3,1,0,1,28.4451,33.4671,0,0,0,0,0,0.0305343511450381,50.0,131,10,243,131.0,19,0.0,0.0,26.0,15.0,0.0,48.0,0.0,1016.0,3.0,0.0,0.0,0.0,0,0,0.0,0
2178,74.1419,32.3313,17,18,0,74,88,1018,3,2,0,1,32.5604,40.629,3,3,2,0,0,0.4603174603174603,109.43,252,10,262,361.0,16,264.519,38.7514,17.0,13.0,0.0,73.0,39.0,1019.0,3.0,0.0,24.7449,48.7779,0,0,0.123015873015873,2
2179,0.0,21.7998,20,9,0,42,52,1015,3,2,1,1,22.7182,21.7998,0,0,0,0,2,0.0,0.0,249,6,291,246.0,6,0.0,25.6873,26.0,5.0,0.0,33.0,17.0,1014.0,3.0,0.0,25.5441,21.458,1,0,0.1044176706827309,2
2180,75.4504,27.5146,27,12,2,84,78,1007,3,1,0,0,44.097,28.3293,0,0,0,0,1,0.0,0.0,227,8,300,227.0,3,354.802,26.7183,27.0,10.0,0.0,90.0,89.0,1008.0,3.0,1.0,61.955,48.0335,1,0,0.145374449339207,2
2181,75.4504,75.4504,14,21,1,90,63,1025,3,1,0,0,46.6586,45.2291,2,3,0,1,1,0.3099173553719008,78.95,242,10,299,242.0,7,0.0,0.0,13.0,18.0,3.0,91.0,69.0,1023.0,3.0,0.0,0.0,0.0,0,0,0.0,0
