,batting_consistency,batting_form,batting_temp,batting_wind,batting_rain,batting_humidity,batting_cloud,batting_pressure,batting_viscosity,batting_inning,batting_session,toss,venue,opposition,runs_scored,balls_faced,fours_scored,sixes_scored,batting_position,batting_contribution,strike_rate,total_score,total_wickets,total_balls,target,extras,bowling_consistency,bowling_form,bowling_temp,bowling_wind,bowling_rain,bowling_humidity,bowling_cloud,bowling_pressure,bowling_viscosity,bowling_session,bowling_venue,bowling_opposition,deliveries,wickets_taken,bowling_contribution,economy
668,23.6093,0.2238,22,11,0,51,0,1010,3,2,1,1,5.44928,7.6117,0,0,0,0,2,0.0,0.0,283,5,288,280.0,18,288.64,36.1368,28.0,9.0,0.0,36.0,0.0,1010.0,3.0,0.0,58.5641,45.2125,1,0,0.1696113074204947,2
669,33.3753,47.0303,26,3,0,82,12,1011,3,2,1,0,34.4747,12.0704,0,0,0,0,1,0.0037593984962406,25.0,266,9,300,278.0,29,0.0,0.0,29.0,9.0,0.0,59.0,20.0,1008.0,3.0,0.0,0.0,0.0,0,0,0.0,0
670,9.12361,9.12361,28,33,0,74,12,1010,3,2,0,1,9.12361,9.12361,0,0,0,0,2,0.0,0.0,312,2,284,311.0,22,87.0907,6.7311,31.0,34.0,0.0,62.0,4.0,1008.0,3.0,0.0,20.1315,20.8502,1,0,0.2339743589743589,2
671,60.1022,51.1083,25,4,6,99,54,1010,2,2,1,1,34.1429,37.9844,1,2,1,0,1,0.2511848341232227,79.1,211,3,225,210.0,16,0.0,0.0,27.0,5.0,4.0,91.0,51.0,1009.0,2.0,0.0,0.0,0.0,0,0,0.0,0
672,35.5758,4.67477,27,10,0,86,34,1012,3,2,1,1,16.9584,8.89639,0,0,0,0,2,0.0,0.0,164,9,149,163.0,13,594.115,32.3494,28.0,12.0,0.0,79.0,32.0,1010.0,3.0,0.0,60.7292,31.587,1,0,0.1219512195121951,2
673,58.7808,27.2425,17,18,0,74,88,1018,3,2,0,1,8.3888,16.2816,0,0,0,0,2,0.0,0.0,252,10,262,361.0,16,0.0,0.0,17.0,13.0,0.0,73.0,39.0,1019.0,3.0,0.0,0.0,0.0,0,0,0.0,0
674,42.0114,42.0114,30,24,0,27,4,1015,3,1,0,0,51.5852,34.9134,3,2,1,2,1,0.2848484848484848,128.77,330,7,300,330.0,12,0.0,0.0,30.0,21.0,0.0,22.0,6.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
675,23.6093,23.6093,27,15,5,67,19,1007,2,1,0,1,7.74727,0.4476,0,0,0,0,2,0.0,0.0,191,10,247,191.0,5,288.64,288.64,24.0,11.0,0.0,81.0,18.0,1009.0,3.0,1.0,23.2574,29.9514,1,0,0.2041884816753926,2
676,62.9666,42.961,27,20,2,83,80,1008,3,1,0,1,30.7026,27.935,0,0,0,0,0,0.0635451505016722,105.56,299,8,300,299.0,25,0.0,0.0,26.0,16.0,0.0,88.0,74.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
677,62.9666,26.0915,18,12,0,45,5,1023,3,1,0,0,32.4928,49.9098,2,3,1,0,0,0.2923728813559322,71.13,236,10,287,236.0,9,0.0,0.0,20.0,12.0,0.0,40.0,4.0,1020.0,3.0,0.0,0.0,0.0,0,0,0.0,0
678,23.6093,23.6093,33,12,0,25,4,1010,3,1,0,1,5.44928,15.9986,0,0,0,0,2,0.0,0.0,188,10,274,188.0,9,288.64,288.64,28.0,9.0,0.0,38.0,3.0,1009.0,3.0,1.0,58.5641,52.63,1,1,0.1968085106382978,2
679,75.4504,41.961,25,20,6,56,25,1007,2,2,1,0,22.5796,30.9742,0,0,0,0,2,0.069078947368421,84.0,304,5,292,300.0,17,354.802,35.0584,30.0,15.0,0.0,38.0,40.0,1006.0,3.0,0.0,2.5163,107.059,0,0,0.0197368421052631,1
680,74.1419,32.3313,21,10,0,40,9,1014,3,1,0,1,45.6176,40.629,1,1,1,0,0,0.1594202898550724,77.19,276,10,297,276.0,16,264.519,38.7514,22.0,16.0,0.0,37.0,4.0,1015.0,3.0,0.0,23.0757,48.7779,0,0,0.0652173913043478,2
681,26.6919,26.6919,15,14,0,83,100,1003,3,1,0,0,46.9298,22.268,1,1,0,0,0,0.1492537313432835,66.67,201,10,221,201.0,35,0.0,0.0,15.0,19.0,1.0,83.0,51.0,1001.0,3.0,0.0,0.0,0.0,0,0,0.0,0
682,38.8512,38.8512,30,15,0,61,0,1008,3,1,0,1,17.9073,18.8785,1,1,0,0,2,0.1167883211678832,106.67,274,6,300,274.0,12,413.386,17.9419,27.0,6.0,1.0,86.0,14.0,1011.0,3.0,1.0,33.6207,72.3546,1,0,0.2335766423357664,2
683,27.4905,26.5605,25,13,0,49,27,1011,3,1,0,1,4.9496,9.55185,0,0,0,0,1,0.0082644628099173,25.0,242,10,290,242.0,16,35.1569,14.6979,23.0,9.0,0.0,58.0,27.0,1013.0,3.0,0.0,4.4318,14.8989,0,0,0.0330578512396694,2
684,38.8512,24.0802,27,23,0,80,47,1010,3,1,0,0,26.9593,28.3739,0,0,0,0,2,0.0139860139860139,66.67,286,9,300,286.0,14,413.386,47.8475,26.0,25.0,0.0,84.0,44.0,1010.0,3.0,1.0,31.8562,70.4721,1,0,0.1748251748251748,2
685,19.7214,3.9266,27,28,0,80,39,1009,3,2,0,0,9.59859,3.59852,0,0,0,0,2,0.0,0.0,257,10,267,340.0,28,183.552,19.6623,31.0,36.0,0.0,59.0,16.0,1007.0,3.0,0.0,27.5644,27.5543,1,1,0.1867704280155642,2
686,72.1185,45.5833,20,11,0,50,6,1009,3,2,1,1,41.6504,42.9488,2,2,2,0,0,0.2835249042145594,101.37,261,3,269,261.0,24,0.0,0.0,26.0,9.0,0.0,39.0,4.0,1009.0,3.0,0.0,0.0,0.0,0,0,0.0,0
687,26.6919,26.6919,16,18,0,57,24,1018,3,1,0,1,8.56996,6.83652,0,0,0,0,0,0.0043103448275862,12.5,232,9,300,232.0,10,0.0,0.0,16.0,16.0,0.0,57.0,4.0,1019.0,3.0,0.0,0.0,0.0,0,0,0.0,0
688,33.1031,33.1031,23,12,1,92,100,1011,3,2,0,1,11.9814,30.2476,0,0,0,0,1,0.0571428571428571,53.33,140,5,174,172.0,7,0.0,0.0,24.0,14.0,1.0,89.0,93.0,1014.0,3.0,0.0,0.0,0.0,0,0,0.0,0
689,72.1185,32.2675,27,15,5,67,19,1007,2,1,0,1,35.104,35.9733,0,0,0,0,0,0.0837696335078534,84.21,191,10,247,191.0,5,0.0,0.0,24.0,11.0,0.0,81.0,18.0,1009.0,3.0,0.0,0.0,0.0,0,0,0.0,0
690,58.7808,19.5385,11,14,1,97,100,1015,3,1,0,0,24.5167,36.1303,0,0,0,0,1,0.0895522388059701,40.0,67,10,144,67.0,7,0.0,0.0,11.0,11.0,2.0,98.0,100.0,1015.0,3.0,0.0,0.0,0.0,0,0,0.0,0
691,21.6281,21.6281,27,3,5,88,48,1010,2,1,0,1,11.0947,5.55642,0,0,0,0,2,0.0041322314049586,33.33,242,9,300,242.0,11,75.058,75.058,24.0,3.0,6.0,99.0,34.0,1011.0,2.0,1.0,17.2465,33.9319,1,0,0.2190082644628099,2
692,38.8512,25.5484,19,20,0,63,8,1018,3,2,1,1,21.7079,28.3739,0,0,0,0,2,0.0,0.0,172,2,241,171.0,5,413.386,77.9972,19.0,11.0,2.0,60.0,5.0,1017.0,3.0,0.0,28.8994,70.4721,1,0,0.1395348837209302,2
693,50.1772,37.7608,22,9,1,60,11,1018,3,2,1,1,28.9698,33.0398,0,0,0,0,0,0.0328638497652582,53.85,213,10,268,327.0,5,0.0,0.0,22.0,4.0,3.0,55.0,45.0,1017.0,2.0,0.0,0.0,0.0,0,0,0.0,0
694,53.017,27.8325,13,19,0,60,82,1028,3,2,0,1,19.583,24.4113,2,2,2,0,0,0.278969957081545,108.33,233,10,277,332.0,11,0.0,0.0,14.0,20.0,0.0,61.0,79.0,1029.0,3.0,0.0,0.0,0.0,0,0,0.0,0
695,55.6003,29.6249,29,8,1,79,23,1011,3,1,0,1,28.2778,26.0011,0,0,0,0,1,0.0300546448087431,91.67,366,6,300,366.0,15,441.988,39.3407,27.0,9.0,1.0,87.0,40.0,1012.0,3.0,1.0,46.4186,39.5061,0,0,0.0491803278688524,2
696,62.9666,26.0915,25,4,11,100,57,1008,1,2,1,0,26.0712,29.9183,0,1,0,0,0,0.0855614973262032,53.33,187,10,268,269.0,18,0.0,0.0,27.0,5.0,10.0,95.0,60.0,1008.0,1.0,0.0,0.0,0.0,0,0,0.0,0
697,38.8512,18.2389,19,18,0,61,47,1014,3,1,0,0,24.4268,28.3739,0,0,0,0,2,0.0237154150197628,120.0,253,8,300,253.0,18,413.386,25.0729,17.0,18.0,0.0,65.0,31.0,1013.0,3.0,0.0,21.1885,70.4721,1,1,0.1660079051383399,2
698,29.9675,29.9675,30,6,0,68,27,1010,3,1,0,0,27.0023,22.0457,0,0,0,0,2,0.0862745098039215,104.76,255,8,300,255.0,18,63.9646,63.9646,28.0,3.0,10.0,82.0,65.0,1010.0,1.0,0.0,4.4761,31.699,0,0,0.0392156862745098,2
699,42.0114,21.2279,26,12,0,40,2,1017,3,2,0,1,0.2566,10.924,0,0,0,0,1,0.0,0.0,249,10,250,365.0,10,0.0,0.0,26.0,7.0,0.0,38.0,0.0,1017.0,3.0,0.0,0.0,0.0,0,0,0.0,0
700,38.8512,25.5484,23,0,3,94,58,1011,2,2,1,1,16.7357,24.6084,0,0,0,0,2,0.0,0.0,200,3,187,197.0,14,413.386,77.9972,24.0,0.0,22.0,91.0,55.0,1008.0,1.0,0.0,39.4009,58.0883,1,0,0.225,2
701,42.0114,30.9679,16,29,0,82,96,1009,3,2,0,1,41.4803,19.2246,2,3,2,0,0,0.2763975155279503,95.7,322,3,292,322.0,17,0.0,0.0,17.0,30.0,0.0,77.0,100.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
702,22.8727,17.8463,22,13,1,86,64,1019,3,2,0,1,22.8727,17.6027,0,0,0,0,2,0.0,0.0,121,5,144,193.0,10,140.869,57.9908,25.0,12.0,0.0,77.0,63.0,1019.0,3.0,0.0,20.6985,37.0369,1,0,0.4628099173553719,2
703,0.0,12.6159,27,13,0,86,23,1010,3,2,1,0,0.0,0.2238,0,0,0,0,2,0.0,0.0,242,3,268,239.0,22,52.6447,18.5565,28.0,15.0,0.0,77.0,44.0,1008.0,3.0,0.0,19.6481,26.3492,1,0,0.1735537190082644,2
704,35.5758,16.7592,27,23,0,80,47,1010,3,1,0,0,11.5921,14.2842,0,0,0,0,2,0.0034965034965034,100.0,286,9,300,286.0,14,594.115,29.2376,26.0,25.0,0.0,84.0,44.0,1010.0,3.0,1.0,48.2943,79.1412,1,1,0.0979020979020979,2
705,50.1772,22.8585,26,20,1,87,87,1010,3,2,1,0,35.2199,33.0398,0,0,0,0,0,0.1104972375690607,111.11,181,10,247,317.0,11,0.0,0.0,27.0,20.0,4.0,85.0,92.0,1008.0,2.0,0.0,0.0,0.0,0,0,0.0,0
706,60.1022,24.3482,19,18,0,61,47,1014,3,1,0,0,39.9604,31.1885,2,2,2,0,1,0.3320158102766798,103.7,253,8,300,253.0,18,0.0,0.0,17.0,18.0,0.0,65.0,31.0,1013.0,3.0,0.0,0.0,0.0,0,0,0.0,0
707,53.017,53.017,27,12,0,89,65,1009,3,2,1,0,38.4293,30.3221,0,0,0,0,1,0.0869565217391304,66.67,207,10,256,376.0,13,0.0,0.0,29.0,9.0,0.0,82.0,62.0,1007.0,3.0,0.0,0.0,0.0,0,0,0.0,0
708,62.9666,24.4964,31,36,0,64,14,1009,3,1,0,0,37.8024,49.9098,0,0,0,0,1,0.0295566502463054,66.67,203,8,300,203.0,27,0.0,0.0,28.0,28.0,0.0,75.0,5.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
709,0.0,0.0,29,2,5,74,24,1009,2,2,0,0,0.0,0.0,0,0,0,0,2,0.0,0.0,104,3,110,101.0,12,68.0699,68.0699,29.0,6.0,0.0,68.0,26.0,1013.0,3.0,0.0,7.13265,7.53455,1,1,0.2403846153846154,2
710,53.017,27.8325,27,15,0,86,30,1009,3,2,0,0,38.4293,43.3932,0,0,0,0,1,0.0711610486891385,90.48,267,4,298,266.0,20,0.0,0.0,30.0,6.0,0.0,65.0,40.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
711,35.5758,35.5758,25,4,11,100,57,1008,1,2,1,0,20.3233,22.6286,0,0,0,0,2,0.0374331550802139,63.64,187,10,268,269.0,18,594.115,594.115,27.0,5.0,10.0,95.0,60.0,1008.0,1.0,0.0,43.6984,93.0253,1,1,0.3048128342245989,2
712,38.8512,38.8512,22,8,0,38,3,1021,3,2,0,1,26.1857,18.8785,0,0,0,0,2,0.0,0.0,270,4,290,269.0,6,413.386,17.9419,20.0,5.0,0.0,47.0,7.0,1023.0,3.0,0.0,20.4915,72.3546,1,0,0.174074074074074,2
713,22.8727,12.424,27,20,2,83,80,1008,3,1,0,1,22.8542,17.6027,0,0,0,0,2,0.0167224080267558,250.0,299,8,300,299.0,25,140.869,28.9678,26.0,16.0,0.0,88.0,74.0,1010.0,3.0,1.0,25.2212,37.0369,1,2,0.0969899665551839,2
714,19.7214,0.2238,29,6,0,39,0,1013,3,1,0,1,19.7214,19.7214,0,0,0,0,2,0.0,0.0,289,6,300,289.0,7,183.552,22.6724,26.0,9.0,0.0,44.0,0.0,1011.0,3.0,0.0,14.021,14.5547,1,1,0.1487889273356401,2
715,50.1772,30.4913,18,32,0,62,55,1015,3,1,0,0,38.836,32.7897,2,1,2,0,0,0.1893491124260355,125.49,338,6,300,338.0,19,0.0,0.0,19.0,26.0,1.0,60.0,28.0,1018.0,3.0,0.0,0.0,0.0,0,0,0.0,0
716,0.0,25.1745,29,30,0,77,6,1009,3,2,1,0,9.48246,3.71389,0,0,0,0,0,0.0252100840336134,42.86,238,10,281,306.0,21,0.0,0.0,31.0,31.0,0.0,65.0,9.0,1006.0,3.0,0.0,0.0,0.0,0,0,0.0,0
717,31.4101,9.25055,29,17,0,54,3,1015,3,2,1,0,5.48867,18.6501,0,0,0,0,2,0.0114942528735632,28.57,174,10,272,201.0,10,122.804,2.9477,30.0,11.0,0.0,46.0,0.0,1013.0,3.0,0.0,10.7337,22.9061,1,1,0.2298850574712643,2
718,53.017,27.8325,23,6,1,74,55,1009,3,2,1,0,7.2146,24.4113,0,0,0,0,1,0.0079365079365079,40.0,252,4,286,249.0,9,0.0,0.0,27.0,2.0,0.0,52.0,44.0,1009.0,3.0,0.0,0.0,0.0,0,0,0.0,0
719,58.7808,22.7266,25,13,0,38,0,1014,3,1,0,1,26.7752,25.1925,1,2,0,0,1,0.2036199095022624,60.81,221,10,300,221.0,9,0.0,0.0,25.0,15.0,0.0,30.0,3.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
720,23.6093,12.9477,33,9,1,57,21,1012,3,1,0,0,31.3746,13.4704,0,0,0,0,2,0.0071428571428571,200.0,280,9,300,280.0,19,288.64,15.0813,29.0,10.0,3.0,73.0,32.0,1010.0,2.0,0.0,9.742,44.1083,1,1,0.1357142857142857,2
721,75.4504,33.0669,27,12,0,89,65,1009,3,2,1,0,44.097,45.2291,2,2,2,0,1,0.3381642512077294,87.5,207,10,256,376.0,13,354.802,24.8283,29.0,9.0,0.0,82.0,62.0,1007.0,3.0,0.0,61.955,82.1064,1,1,0.1159420289855072,2
722,72.1185,32.2675,27,23,0,80,47,1010,3,1,0,0,49.9258,35.9733,1,1,0,1,0,0.1713286713286713,132.43,286,9,300,286.0,14,0.0,0.0,26.0,25.0,0.0,84.0,44.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
723,74.1419,45.9018,26,18,1,75,22,1010,3,2,1,0,41.6468,41.1566,1,1,2,0,0,0.3013698630136986,146.67,146,1,112,143.0,8,0.0,0.0,29.0,21.0,5.0,65.0,33.0,1008.0,2.0,0.0,0.0,0.0,0,0,0.0,0
724,50.1772,30.4913,19,14,0,67,2,1026,3,1,0,0,38.836,30.2217,1,1,1,0,0,0.1477832512315271,88.24,203,10,297,203.0,20,0.0,0.0,19.0,16.0,0.0,71.0,7.0,1025.0,3.0,0.0,0.0,0.0,0,0,0.0,0
725,24.9177,24.9177,29,17,3,72,25,1007,2,1,0,1,11.3283,15.2392,0,0,0,0,2,0.0,0.0,132,10,232,132.0,14,160.701,160.701,27.0,11.0,2.0,82.0,27.0,1009.0,3.0,1.0,17.8201,27.2504,1,1,0.2424242424242424,2
726,0.0,0.0,30,13,0,29,5,1012,3,1,0,0,37.8476,20.3058,1,1,1,1,1,0.2121212121212121,100.0,231,10,282,231.0,7,0.0,0.0,33.0,16.0,0.0,19.0,0.0,1008.0,3.0,0.0,0.0,0.0,0,0,0.0,0
727,75.4504,43.6873,21,10,0,40,9,1014,3,1,0,1,0.2566,28.4227,0,0,0,0,1,0.0,0.0,276,10,297,276.0,16,354.802,44.8738,22.0,16.0,0.0,37.0,4.0,1015.0,3.0,0.0,13.5673,37.8722,0,0,0.0579710144927536,2
728,72.1185,29.9567,29,17,0,73,31,1007,3,1,0,1,56.1313,38.9143,2,3,1,0,0,0.2552447552447552,76.84,286,5,300,286.0,20,0.0,0.0,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,0.0,0.0,0.0,0,0,0.0,0
729,33.3753,47.0303,18,12,0,45,5,1023,3,1,0,0,34.1474,23.2675,0,1,0,0,1,0.0677966101694915,51.61,236,10,287,236.0,9,0.0,0.0,20.0,12.0,0.0,40.0,4.0,1020.0,3.0,0.0,0.0,0.0,0,0,0.0,0
730,75.4504,75.4504,27,3,5,88,48,1010,2,1,0,1,28.2105,38.4666,1,2,1,0,1,0.2272727272727272,90.16,242,9,300,242.0,11,354.802,354.802,24.0,3.0,6.0,99.0,34.0,1011.0,2.0,1.0,35.1855,73.4666,1,1,0.1570247933884297,2
731,72.1185,36.6582,17,18,0,74,88,1018,3,2,0,1,28.8152,40.8657,0,0,0,0,0,0.0357142857142857,52.94,252,10,262,361.0,16,0.0,0.0,17.0,13.0,0.0,73.0,39.0,1019.0,3.0,0.0,0.0,0.0,0,0,0.0,0
732,50.1772,25.6783,19,17,0,59,19,1015,3,2,0,1,31.674,30.2217,1,2,1,0,1,0.2167487684729064,66.67,203,10,249,300.0,15,0.0,0.0,18.0,15.0,0.0,63.0,13.0,1015.0,3.0,0.0,0.0,0.0,0,0,0.0,0
733,29.7883,29.7883,21,2,0,67,46,1015,3,2,0,1,67.3747,28.8279,3,3,2,1,1,0.3851351351351351,97.44,296,8,300,385.0,24,73.8808,73.8808,28.0,6.0,0.0,46.0,47.0,1013.0,3.0,0.0,13.6939,71.099,1,0,0.1554054054054054,2
734,0.0,0.0,22,26,0,33,0,1023,3,1,0,1,26.1072,25.2216,0,0,1,0,2,0.12,103.85,225,10,293,225.0,11,0.0,0.0,21.0,28.0,0.0,41.0,0.0,1024.0,3.0,1.0,3.0727,3.2602,0,0,0.0444444444444444,2
735,12.3153,12.3153,27,14,8,88,20,1008,1,1,0,1,7.18013,8.88497,0,0,0,0,2,0.0,0.0,256,9,300,256.0,15,158.92,158.92,26.0,12.0,9.0,91.0,36.0,1010.0,1.0,1.0,24.9134,32.8564,0,0,0.03515625,2
736,62.9666,21.0727,26,20,1,87,87,1010,3,2,1,0,30.7026,28.0572,0,0,0,0,1,0.0883977900552486,76.19,181,10,247,317.0,11,0.0,0.0,27.0,20.0,4.0,85.0,92.0,1008.0,2.0,0.0,0.0,0.0,0,0,0.0,0
737,23.6093,11.7945,27,3,2,79,69,1010,3,1,0,1,11.2582,12.9016,0,0,0,0,2,0.0286885245901639,87.5,244,8,300,244.0,11,288.64,28.8198,25.0,3.0,3.0,88.0,59.0,1010.0,2.0,1.0,18.6388,41.0215,1,0,0.1598360655737705,2
738,0.0,0.0,26,6,0,74,2,1013,3,2,0,1,0.2566,0.4476,0,0,0,0,2,0.0,0.0,194,10,236,364.0,18,0.0,0.0,30.0,4.0,0.0,64.0,0.0,1011.0,3.0,0.0,21.1158,64.8963,1,0,0.3041237113402061,2
739,31.4101,37.751,28,22,0,71,15,1013,3,2,0,1,23.6291,37.5745,0,0,0,0,2,0.1354166666666666,81.25,96,10,148,178.0,11,122.804,22.4706,29.0,9.0,0.0,70.0,18.0,1015.0,3.0,0.0,6.436,34.7477,0,0,0.0416666666666666,1
740,13.5961,13.5961,15,15,0,78,52,1016,3,1,0,0,0.2566,0.2238,0,0,0,0,2,0.0,0.0,303,7,300,303.0,10,62.9346,62.9346,16.0,18.0,0.0,79.0,52.0,1016.0,3.0,0.0,14.8315,15.6412,1,0,0.1122112211221122,2
741,38.8512,38.8512,27,9,2,77,55,1008,3,1,0,1,23.6153,18.8785,0,0,0,0,2,0.0,0.0,299,8,300,299.0,24,413.386,17.9419,23.0,6.0,3.0,95.0,45.0,1008.0,2.0,1.0,37.0663,72.3546,1,0,0.157190635451505,2
742,35.5758,35.5758,26,18,1,75,22,1010,3,2,1,0,16.9584,35.5758,0,0,0,0,2,0.0,0.0,146,1,112,143.0,8,594.115,594.115,29.0,21.0,5.0,65.0,33.0,1008.0,2.0,0.0,60.7292,5.2575,1,2,0.2602739726027397,2
743,74.1419,19.8603,27,16,0,79,80,1012,3,2,1,0,41.6468,33.4671,0,0,0,0,0,0.0403225806451612,66.67,248,8,298,248.0,22,264.519,78.6259,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,46.1399,50.4942,0,0,0.0483870967741935,2
744,42.0114,21.2279,22,15,0,68,7,1010,3,2,1,0,21.0956,10.924,0,0,0,0,1,0.0552147239263803,90.0,326,10,294,372.0,23,0.0,0.0,25.0,17.0,0.0,53.0,6.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
745,75.4504,33.0669,27,6,4,89,70,1009,2,1,0,1,44.097,45.2291,1,3,1,0,1,0.2310924369747899,56.12,238,10,298,238.0,14,354.802,24.8283,27.0,7.0,1.0,91.0,57.0,1010.0,3.0,1.0,61.955,82.1064,0,0,0.0588235294117647,2
746,62.9666,26.7494,13,23,0,75,54,1002,3,1,0,0,18.2412,20.8176,0,1,0,0,0,0.1095890410958904,46.15,219,8,300,219.0,19,0.0,0.0,13.0,28.0,1.0,76.0,57.0,1000.0,3.0,0.0,0.0,0.0,0,0,0.0,0
747,58.7808,20.3908,22,15,0,68,7,1010,3,2,1,0,19.3421,16.2816,0,0,0,0,1,0.0306748466257668,55.56,326,10,294,372.0,23,0.0,0.0,25.0,17.0,0.0,53.0,6.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
748,60.1022,33.0075,28,21,0,73,49,1007,3,1,0,1,32.6521,29.3352,1,1,1,0,1,0.1646090534979424,80.0,243,8,300,243.0,26,0.0,0.0,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
749,9.12361,5.47817,29,13,0,27,0,1011,3,2,0,0,9.12361,9.12361,0,0,0,0,2,0.0,0.0,202,5,269,199.0,7,87.0907,38.5497,27.0,9.0,0.0,39.0,0.0,1014.0,3.0,0.0,12.6086,20.8502,1,1,0.2821782178217821,2
750,28.3833,0.2238,29,6,0,71,19,1010,3,1,0,0,32.5456,24.9531,0,0,0,0,2,0.0995260663507109,150.0,211,8,198,211.0,14,186.993,14.71,27.0,4.0,9.0,90.0,25.0,1007.0,1.0,0.0,5.515,33.4343,1,1,0.0663507109004739,2
751,0.0,0.0,25,13,0,49,27,1011,3,1,0,1,0.2566,0.4476,0,0,0,0,2,0.0,0.0,242,10,290,242.0,16,0.0,0.0,23.0,9.0,0.0,58.0,27.0,1013.0,3.0,0.0,15.6537,64.8963,1,0,0.2066115702479339,2
752,55.6003,12.0863,27,16,0,79,80,1012,3,2,1,0,28.2778,24.3489,0,0,0,0,2,0.0,0.0,248,8,298,248.0,22,441.988,11.4232,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,46.4186,80.4983,1,0,0.2177419354838709,2
753,21.6281,21.6281,29,11,0,40,6,1009,3,2,1,1,15.688,20.9862,0,0,0,0,2,0.0708661417322834,94.74,254,10,271,305.0,8,75.058,75.058,35.0,6.0,0.0,25.0,5.0,1010.0,3.0,0.0,22.0641,22.5661,1,1,0.2244094488188976,2
754,55.6003,21.5397,27,26,0,76,35,1009,3,2,0,0,28.2778,26.0011,0,0,0,0,2,0.0,0.0,186,2,206,186.0,7,441.988,41.8286,29.0,23.0,0.0,67.0,61.0,1011.0,3.0,0.0,46.4186,39.5061,0,0,0.086021505376344,2
755,75.4504,37.4367,26,12,0,70,6,1009,3,2,0,1,24.8153,30.9742,1,1,0,0,1,0.1122807017543859,76.19,285,10,272,364.0,10,0.0,0.0,27.0,10.0,1.0,68.0,14.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
756,62.9666,41.4826,25,7,6,66,19,1005,2,2,0,1,28.0189,27.935,1,1,1,0,0,0.1464968152866242,117.95,314,8,299,313.0,21,0.0,0.0,26.0,5.0,0.0,57.0,12.0,1009.0,3.0,0.0,0.0,0.0,0,0,0.0,0
757,72.1185,45.5833,30,5,0,45,0,1008,3,1,0,0,35.104,28.6729,0,0,0,0,1,0.0336391437308868,157.14,327,6,300,327.0,15,0.0,0.0,19.0,1.0,0.0,92.0,0.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
758,36.6786,36.6786,26,16,2,72,17,1010,3,1,0,1,25.3904,18.504,1,1,0,0,0,0.2,97.5,195,10,242,195.0,9,0.0,0.0,23.0,11.0,0.0,84.0,27.0,1012.0,3.0,0.0,0.0,0.0,0,0,0.0,0
759,33.3753,47.0303,30,5,0,35,0,1012,3,1,0,1,50.5071,29.6167,0,0,0,0,1,0.0,0.0,213,10,277,213.0,10,0.0,0.0,24.0,3.0,0.0,57.0,0.0,1012.0,3.0,0.0,0.0,0.0,0,0,0.0,0
760,75.4504,33.0998,28,9,1,77,30,1014,3,1,0,0,21.1229,44.1292,1,0,0,1,1,0.136986301369863,111.11,219,8,246,219.0,31,354.802,46.1085,28.0,12.0,2.0,76.0,24.0,1011.0,3.0,0.0,13.6683,24.5498,1,1,0.1324200913242009,2
761,50.1772,15.9831,27,10,0,86,34,1012,3,2,1,1,35.2199,32.7897,0,0,0,0,0,0.0853658536585365,87.5,164,9,149,163.0,13,0.0,0.0,28.0,12.0,0.0,79.0,32.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
762,55.6003,20.3849,23,10,0,64,24,1013,3,1,0,0,44.0018,28.2395,2,1,1,2,2,0.4444444444444444,140.35,180,10,240,180.0,10,441.988,36.8797,23.0,11.0,0.0,48.0,0.0,1012.0,3.0,0.0,48.9939,51.752,1,0,0.1944444444444444,2
763,62.9666,21.3401,15,34,0,73,4,1015,3,2,0,1,0.2566,32.4694,0,0,0,0,1,0.0,0.0,202,10,256,325.0,15,0.0,0.0,15.0,31.0,0.0,74.0,23.0,1014.0,3.0,0.0,0.0,0.0,0,0,0.0,0
764,60.1022,31.8842,17,5,0,64,75,1026,3,1,0,0,80.9273,31.8614,3,3,2,0,0,0.4660194174757281,96.0,309,5,300,309.0,16,0.0,0.0,17.0,10.0,0.0,66.0,41.0,1026.0,3.0,0.0,0.0,0.0,0,0,0.0,0
765,55.6003,39.3634,34,18,0,51,0,1008,3,1,0,1,30.0559,24.3489,1,1,1,0,2,0.1826923076923076,102.7,208,10,290,208.0,13,441.988,24.4172,30.0,12.0,0.0,71.0,0.0,1010.0,3.0,1.0,16.8818,80.4983,0,0,0.1057692307692307,2
