runs_scored,balls_faced,fours_scored,sixes_scored,batting_position,batting_consistency,batting_form,batting_temp,batting_wind,batting_rain,batting_humidity,batting_cloud,batting_pressure,batting_viscosity,batting_inning,batting_session,toss,venue,opposition,season
-0.789534,-0.860263,-0.747389,-0.374074,0.876978,-1.176936,-1.455884,-0.215789,-1.089735,0.071889,1.409457,-0.349303,-0.427386,0.347332,1.177341,1.821976,-1.079956,0.385667,-0.810056,2
-0.540839,-0.663935,-0.419682,-0.374074,1.208031,-0.972533,-1.455884,-0.215789,-1.089735,0.071889,1.409457,-0.349303,-0.427386,0.347332,1.177341,1.821976,-1.079956,0.118114,-0.526346,2
-0.86059,-0.925706,-0.747389,-0.374074,-1.44039,0.781138,0.366192,0.539515,-1.456151,1.085133,0.836555,0.223347,-0.427386,-1.91488,-0.848992,-0.548609,0.925549,-0.032791,0.292991,2
0.738167,1.070301,0.891146,-0.374074,-1.109337,1.289194,1.749625,0.539515,-1.456151,1.085133,0.836555,0.223347,-0.427386,-1.91488,-0.848992,-0.548609,0.925549,0.833114,1.027571,2
-0.789534,-0.56577,-0.747389,-0.374074,-0.778285,1.197205,1.727383,0.539515,-1.456151,1.085133,0.836555,0.223347,-0.427386,-1.91488,-0.848992,-0.548609,0.925549,0.224409,1.105707,2
-0.718479,-0.598492,-0.747389,-0.374074,-0.447232,0.650915,2.113216,0.539515,-1.456151,1.085133,0.836555,0.223347,-0.427386,-1.91488,-0.848992,-0.548609,0.925549,0.48951,1.021698,2
-0.611895,-0.205835,-0.419682,-0.374074,-0.11618,-0.564153,1.828433,0.539515,-1.456151,1.085133,0.836555,0.223347,-0.427386,-1.91488,-0.848992,-0.548609,0.925549,-0.106888,0.265744,2
-0.327671,-0.10767,-0.091975,-0.374074,0.214873,1.348681,-1.455884,0.539515,-1.456151,1.085133,0.836555,0.223347,-0.427386,-1.91488,-0.848992,-0.548609,0.925549,0.105638,1.676198,2
-0.505311,-0.042227,-0.747389,-0.374074,0.545926,-0.972533,-1.455884,0.539515,-1.456151,1.085133,0.836555,0.223347,-0.427386,-1.91488,-0.848992,-0.548609,0.925549,0.118114,-0.55175,2
0.667111,1.03758,0.563439,-0.374074,0.876978,-1.043822,-0.019935,0.539515,-1.456151,1.085133,0.836555,0.223347,-0.427386,-1.91488,-0.848992,-0.548609,0.925549,-0.114316,-0.633817,2
